name,type,mass_solar,age_gyr,distance_pc,lifespan_gyr,papers
OGLE-TR-211 b,star,1.33,2.6,1515.26,4.901972805269489,792
Lupus-TR-3 b,star,0.87,5.0,773.409,14.164520211887895,4595
OGLE-2005-BLG-390L b,star,0.22,5.0,6600.0,100.0,1571
HN Peg b,star,1.08,0.3,18.1186,8.249746644799178,1367
HD 102365 b,star,0.85,9.0,9.2894,15.01248843035683,2422
MOA-2009-BLG-387L b,star,0.19,5.0,5690.0,100.0,528
GJ 674 b,star,0.35,0.55,4.54896,100.0,2943
WASP-96 b,star,1.06,8.0,352.464,8.64440959734126,4231
HD 69830 c,star,0.86,7.0,12.5591,14.579877393650408,2812
2MASS J04414489+2301513 b,star,0.019,0.001,120.42398696,100.0,3638
WASP-21 b,star,1.01,12.0,258.426,9.754310265758154,3783
GJ 3634 b,star,0.45,5.0,20.3779,73.61540666665974,2687
HAT-P-4 b,star,1.248,3.9,320.451,5.7472956252394285,281
OGLE-TR-10 b,star,1.14,3.1,1344.97,7.206723696381149,2397
TOI-178 g,star,0.647,6.0,62.699,29.698827122297512,1540
TOI-178 e,star,0.647,6.0,62.699,29.698827122297512,1291
HD 27442 b,star,1.23,10.0,18.2704,5.959875964488283,4634
HD 69830 d,star,0.86,7.0,12.5591,14.579877393650408,400
GJ 3021 b,star,0.9,0.37,17.5559,13.01348831345012,1049
HAT-P-16 b,star,1.218,2.0,226.637,6.107757409829145,624
CoRoT-8 b,star,0.88,3.0,322.037,13.765542120067822,2939
OGLE-TR-113 b,star,0.779,13.2,566.459,18.670517506318753,1070
HD 46375 b,star,0.92,9.0,29.5529,12.317722947606022,2541
HD 147513 b,star,1.11,0.3,12.9032,7.703579220456934,3739
HD 221287 b,star,1.25,1.3,55.9231,5.724334022399462,2727
HD 33564 b,star,1.25,3.0,20.9531,5.724334022399462,4809
CoRoT-11 b,star,1.27,2.0,655.037,5.501621361622628,2904
K2-138 g,star,0.935,2.8,202.585,11.829624867626048,4752
CoRoT-12 b,star,1.078,6.3,1126.37,8.288064035489468,4934
HAT-P-28 b,star,1.025,6.1,401.319,9.401352496367304,269
HD 129445 b,star,0.99,5.0,67.4386,10.254441539222652,4316
Kepler-419 c,star,1.39,2.14,1011.36,4.389984626468459,915
GJ 3470 b,star,0.539,1.65,29.4214,46.884370259223566,795
51 Eri b,star,1.75,0.02,29.7575,2.4683394155704637,1721
HD 70573 b,star,1.0,0.102,59.182,10.0,1456
HD 47536 b,star,2.1,10.15,122.536,1.5647745109803948,1572
CoRoT-13 b,star,1.09,1.635,1148.93,8.061832212954728,2763
CoRoT-14 b,star,1.13,4.2,1744.6,7.367224280551316,827
47 UMa c,star,1.06,6.48,13.7967,8.64440959734126,3144
47 UMa b,star,1.06,6.48,13.7967,8.64440959734126,3201
47 UMa d,star,1.06,6.48,13.7967,8.64440959734126,3234
MOA-2008-BLG-310L b,star,0.21,5.0,7700.0,100.0,4096
Kepler-419 b,star,1.39,2.14,1011.36,4.389984626468459,2219
HD 24040 b,star,1.11,6.68,46.6224,7.703579220456934,3771
K2-138 e,star,0.935,2.8,202.585,11.829624867626048,3877
HD 11964 c,star,0.91,7.45,33.5369,12.65891603335247,1923
CoRoT-6 b,star,1.05,2.5,645.294,8.851701341936808,1828
HAT-P-2 b,star,1.33,1.44,127.774,4.901972805269489,4490
Kepler-59 c,star,1.04,0.26,1163.22,9.06601956075185,2062
Kepler-58 c,star,0.95,2.14,969.252,11.368181186539104,1361
HD 154857 c,star,1.718,5.64,63.4482,2.584890207373833,2567
GJ 357 d,star,0.342,5.0,9.44181,100.0,2471
Kepler-51 c,star,1.04,0.3,783.831,9.06601956075185,4954
BD-210397 c,star,0.69,4.0,23.7324,25.285833456368245,3051
Kepler-62 c,star,0.69,7.0,300.874,25.285833456368245,1363
Kepler-62 b,star,0.69,7.0,300.874,25.285833456368245,2777
CHXR 73 b,star,0.35,0.002,190.374,100.0,2083
FU Tau b,star,0.05,0.001,133.4950466,100.0,1097
GJ 667 C b,star,0.33,2.0,7.24396,100.0,3928
HD 168443 c,star,0.98,11.08,39.6245,10.518039822492824,3855
Kepler-59 b,star,1.04,0.26,1163.22,9.06601956075185,2909
Kepler-53 b,star,0.98,0.3,1366.07,10.518039822492824,1939
HD 82943 c,star,1.08,2.35,27.5902,8.249746644799178,2418
HD 82943 b,star,1.08,2.35,27.5902,8.249746644799178,1327
UZ For b,star,0.7,5.0,239.60387482,24.392420598661097,4286
Kepler-69 b,star,0.81,13.18,730.625,16.935087808430286,3885
HIP 5158 c,star,0.78,6.0,51.6026,18.610733631567978,2227
HU Aqr AB b,star,0.88,5.0,192.19807871,13.765542120067822,2467
HD 63433 c,star,0.956,0.414,22.4035,11.190648876524536,2193
Kepler-52 c,star,0.54,1.01,321.542,46.66761436486774,765
Kepler-55 b,star,0.62,2.34,578.796,33.03853459942521,4124
UZ For c,star,0.7,5.0,239.60387482,24.392420598661097,296
Kepler-413 b,star,0.82,5.0,847.536,16.423486923683306,114
