t,observer,memory,life,alive
25,Human Civilization,1.0663,1.0542,True
25,Archive AI,0.9722,1.0479,True
26,Human Civilization,1.0689,1.0564,True
26,Archive AI,0.975,1.0499,True
27,Human Civilization,1.0715,1.0586,True
27,Archive AI,0.9778,1.0518,True
28,Human Civilization,1.0741,1.0608,True
28,Archive AI,0.9806,1.0538,True
29,Human Civilization,1.0767,1.063,True
29,Archive AI,0.9834,1.0557,True
30,Human Civilization,1.0794,1.0651,True
30,Archive AI,0.9863,1.0577,True
31,Human Civilization,1.082,1.0674,True
31,Archive AI,0.9891,1.0597,True
32,Human Civilization,1.0846,1.0696,True
32,Archive AI,0.9919,1.0616,True
33,Human Civilization,1.0873,1.0718,True
33,Archive AI,0.9947,1.0636,True
34,Human Civilization,1.0899,1.074,True
34,Archive AI,0.9976,1.0656,True
35,Human Civilization,1.0925,1.0762,True
35,Archive AI,1.0004,1.0676,True
36,Human Civilization,1.0952,1.0785,True
36,Archive AI,1.0032,1.0696,True
37,Human Civilization,1.0978,1.0807,True
37,Archive AI,1.0061,1.0716,True
38,Human Civilization,1.1005,1.083,True
38,Archive AI,1.0089,1.0737,True
39,Human Civilization,1.1032,1.0852,True
39,Archive AI,1.0118,1.0757,True
40,Human Civilization,1.1058,1.0875,True
40,Archive AI,1.0146,1.0777,True
41,Human Civilization,1.1085,1.0898,True
41,Archive AI,1.0175,1.0798,True
42,Human Civilization,1.1112,1.092,True
42,Archive AI,1.0203,1.0818,True
43,Human Civilization,1.1139,1.0943,True
43,Archive AI,1.0232,1.0839,True
44,Human Civilization,1.1166,1.0966,True
44,Archive AI,1.0261,1.086,True
45,Human Civilization,1.1192,1.0989,True
45,Archive AI,1.0289,1.088,True
46,Human Civilization,1.1219,1.1012,True
46,Archive AI,1.0318,1.0901,True
47,Human Civilization,1.1246,1.1035,True
47,Archive AI,1.0347,1.0922,True
48,Human Civilization,1.1273,1.1059,True
48,Archive AI,1.0375,1.0943,True
49,Human Civilization,1.1301,1.1082,True
49,Archive AI,1.0404,1.0964,True
50,Human Civilization,1.1328,1.1105,True
50,Archive AI,1.0433,1.0985,True
51,Human Civilization,1.1355,1.1128,True
51,Archive AI,1.0462,1.1006,True
52,Human Civilization,1.1382,1.1152,True
52,Archive AI,1.0491,1.1027,True
53,Human Civilization,1.141,1.1175,True
53,Archive AI,1.052,1.1049,True
54,Human Civilization,1.1437,1.1199,True
54,Archive AI,1.0548,1.107,True
55,Human Civilization,1.1464,1.1223,True
55,Archive AI,1.0577,1.1091,True
56,Human Civilization,1.1492,1.1246,True
56,Archive AI,1.0606,1.1113,True
57,Human Civilization,1.1519,1.127,True
57,Archive AI,1.0636,1.1135,True
58,Human Civilization,1.1547,1.1294,True
58,Archive AI,1.0665,1.1156,True
59,Human Civilization,1.1574,1.1318,True
59,Archive AI,1.0694,1.1178,True
60,Human Civilization,1.1602,1.1342,True
60,Archive AI,1.0723,1.12,True
61,Human Civilization,1.163,1.1366,True
61,Archive AI,1.0752,1.1222,True
62,Human Civilization,1.1658,1.139,True
62,Archive AI,1.0781,1.1244,True
63,Human Civilization,1.1685,1.1414,True
63,Archive AI,1.0811,1.1266,True
64,Human Civilization,1.1713,1.1439,True
64,Archive AI,1.084,1.1288,True
65,Human Civilization,1.1741,1.1463,True
65,Archive AI,1.0869,1.131,True
66,Human Civilization,1.1769,1.1488,True
66,Archive AI,1.0899,1.1332,True
67,Human Civilization,1.1797,1.1512,True
67,Archive AI,1.0928,1.1354,True
68,Human Civilization,1.1825,1.1537,True
68,Archive AI,1.0957,1.1377,True
69,Human Civilization,1.1853,1.1561,True
69,Archive AI,1.0987,1.1399,True
70,Human Civilization,1.1881,1.1586,True
70,Archive AI,1.1016,1.1422,True
71,Human Civilization,1.191,1.1611,True
71,Archive AI,1.1046,1.1444,True
72,Human Civilization,1.1938,1.1636,True
72,Archive AI,1.1076,1.1467,True
73,Human Civilization,1.1966,1.166,True
73,Archive AI,1.1105,1.149,True
74,Human Civilization,1.1995,1.1685,True
74,Archive AI,1.1135,1.1513,True
75,Human Civilization,1.2023,1.1711,True
75,Archive AI,1.1165,1.1536,True
76,Human Civilization,1.2052,1.1736,True
76,Archive AI,1.1194,1.1559,True
77,Human Civilization,1.208,1.1761,True
77,Archive AI,1.1224,1.1582,True
78,Human Civilization,1.2109,1.1786,True
78,Archive AI,1.1254,1.1605,True
79,Human Civilization,1.2137,1.1811,True
79,Archive AI,1.1284,1.1628,True
80,Human Civilization,1.2166,1.1837,True
80,Archive AI,1.1314,1.1651,True
81,Human Civilization,1.2195,1.1862,True
81,Archive AI,1.1344,1.1675,True
82,Human Civilization,1.2224,1.1888,True
82,Archive AI,1.1374,1.1698,True
83,Human Civilization,1.2253,1.1914,True
83,Archive AI,1.1404,1.1722,True
84,Human Civilization,1.2282,1.1939,True
84,Archive AI,1.1434,1.1745,True
85,Human Civilization,1.2311,1.1965,True
85,Archive AI,1.1464,1.1769,True
86,Human Civilization,1.234,1.1991,True
86,Archive AI,1.1494,1.1793,True
87,Human Civilization,1.2369,1.2017,True
87,Archive AI,1.1525,1.1816,True
88,Human Civilization,1.2398,1.2043,True
88,Archive AI,1.1555,1.184,True
89,Human Civilization,1.2427,1.2069,True
89,Archive AI,1.1585,1.1864,True
90,Human Civilization,1.2456,1.2095,True
90,Archive AI,1.1616,1.1888,True
91,Human Civilization,1.2486,1.2121,True
91,Archive AI,1.1646,1.1912,True
92,Human Civilization,1.2515,1.2148,True
92,Archive AI,1.1676,1.1937,True
93,Human Civilization,1.2544,1.2174,True
93,Archive AI,1.1707,1.1961,True
94,Human Civilization,1.2574,1.22,True
94,Archive AI,1.1737,1.1985,True
95,Human Civilization,1.2604,1.2227,True
95,Archive AI,1.1768,1.201,True
96,Human Civilization,1.2633,1.2253,True
96,Archive AI,1.1799,1.2034,True
97,Human Civilization,1.2663,1.228,True
97,Archive AI,1.1829,1.2059,True
98,Human Civilization,1.2693,1.2307,True
98,Archive AI,1.186,1.2083,True
99,Human Civilization,1.2722,1.2334,True
99,Archive AI,1.1891,1.2108,True
100,Human Civilization,1.2752,1.236,True
100,Archive AI,1.1922,1.2133,True
101,Human Civilization,1.2782,1.2387,True
101,Archive AI,1.1952,1.2158,True
102,Human Civilization,1.2812,1.2414,True
102,Archive AI,1.1983,1.2183,True
103,Human Civilization,1.2842,1.2442,True
103,Archive AI,1.2014,1.2208,True
104,Human Civilization,1.2872,1.2469,True
104,Archive AI,1.2045,1.2233,True
105,Human Civilization,1.2902,1.2496,True
105,Archive AI,1.2076,1.2258,True
106,Human Civilization,1.2933,1.2523,True
106,Archive AI,1.2108,1.2283,True
107,Human Civilization,1.2963,1.2551,True
107,Archive AI,1.2139,1.2309,True
108,Human Civilization,1.2993,1.2578,True
108,Archive AI,1.217,1.2334,True
109,Human Civilization,1.3024,1.2606,True
109,Archive AI,1.2201,1.236,True
110,Human Civilization,1.3054,1.2633,True
110,Archive AI,1.2232,1.2385,True
111,Human Civilization,1.3085,1.2661,True
111,Archive AI,1.2264,1.2411,True
112,Human Civilization,1.3115,1.2689,True
112,Archive AI,1.2295,1.2437,True
113,Human Civilization,1.3146,1.2717,True
113,Archive AI,1.2327,1.2462,True
114,Human Civilization,1.3177,1.2745,True
114,Archive AI,1.2358,1.2488,True
115,Human Civilization,1.3208,1.2773,True
115,Archive AI,1.239,1.2514,True
116,Human Civilization,1.3238,1.2801,True
116,Archive AI,1.2421,1.254,True
117,Human Civilization,1.3269,1.2829,True
117,Archive AI,1.2453,1.2566,True
118,Human Civilization,1.33,1.2857,True
118,Archive AI,1.2485,1.2593,True
119,Human Civilization,1.3331,1.2886,True
119,Archive AI,1.2516,1.2619,True
120,Human Civilization,1.3362,1.2914,True
120,Archive AI,1.2548,1.2645,True
121,Human Civilization,1.3394,1.2942,True
121,Archive AI,1.258,1.2672,True
122,Human Civilization,1.3425,1.2971,True
122,Archive AI,1.2612,1.2698,True
123,Human Civilization,1.3456,1.3,True
123,Archive AI,1.2644,1.2725,True
124,Human Civilization,1.3487,1.3028,True
124,Archive AI,1.2676,1.2752,True
125,Human Civilization,1.3519,1.3057,True
125,Archive AI,1.2708,1.2778,True
126,Human Civilization,1.355,1.3086,True
126,Archive AI,1.274,1.2805,True
127,Human Civilization,1.3582,1.3115,True
127,Archive AI,1.2772,1.2832,True
128,Human Civilization,1.3614,1.3144,True
128,Archive AI,1.2804,1.2859,True
129,Human Civilization,1.3645,1.3173,True
129,Archive AI,1.2837,1.2886,True
130,Human Civilization,1.3677,1.3202,True
130,Archive AI,1.2869,1.2913,True
131,Human Civilization,1.3709,1.3232,True
131,Archive AI,1.2901,1.2941,True
132,Human Civilization,1.3741,1.3261,True
132,Archive AI,1.2934,1.2968,True
133,Human Civilization,1.3773,1.329,True
133,Archive AI,1.2966,1.2995,True
134,Human Civilization,1.3805,1.332,True
134,Archive AI,1.2999,1.3023,True
135,Human Civilization,1.3837,1.335,True
135,Archive AI,1.3032,1.3051,True
136,Human Civilization,1.3869,1.3379,True
136,Archive AI,1.3064,1.3078,True
137,Human Civilization,1.3901,1.3409,True
137,Archive AI,1.3097,1.3106,True
138,Human Civilization,1.3933,1.3439,True
138,Archive AI,1.313,1.3134,True
139,Human Civilization,1.3966,1.3469,True
139,Archive AI,1.3163,1.3162,True
140,Human Civilization,1.3998,1.3499,True
140,Archive AI,1.3196,1.319,True
141,Human Civilization,1.4031,1.3529,True
141,Archive AI,1.3229,1.3218,True
142,Human Civilization,1.4063,1.3559,True
142,Archive AI,1.3262,1.3246,True
143,Human Civilization,1.4096,1.3589,True
143,Archive AI,1.3295,1.3274,True
144,Human Civilization,1.4129,1.362,True
144,Archive AI,1.3328,1.3302,True
145,Human Civilization,1.4161,1.365,True
145,Archive AI,1.3361,1.3331,True
146,Human Civilization,1.4194,1.368,True
146,Archive AI,1.3394,1.3359,True
147,Human Civilization,1.4227,1.3711,True
147,Archive AI,1.3427,1.3388,True
148,Human Civilization,1.426,1.3742,True
148,Archive AI,1.3461,1.3417,True
149,Human Civilization,1.4293,1.3772,True
149,Archive AI,1.3494,1.3445,True
150,Human Civilization,1.4326,1.3803,True
150,Archive AI,1.3528,1.3474,True
151,Human Civilization,1.4359,1.3834,True
151,Archive AI,1.3561,1.3503,True
152,Human Civilization,1.4393,1.3865,True
152,Archive AI,1.3595,1.3532,True
153,Human Civilization,1.4426,1.3896,True
153,Archive AI,1.3629,1.3561,True
154,Human Civilization,1.446,1.3927,True
154,Archive AI,1.3662,1.359,True
155,Human Civilization,1.4493,1.3958,True
155,Archive AI,1.3696,1.3619,True
156,Human Civilization,1.4527,1.399,True
156,Archive AI,1.373,1.3649,True
157,Human Civilization,1.456,1.4021,True
157,Archive AI,1.3764,1.3678,True
158,Human Civilization,1.4594,1.4053,True
158,Archive AI,1.3798,1.3708,True
159,Human Civilization,1.4628,1.4084,True
159,Archive AI,1.3832,1.3737,True
160,Human Civilization,1.4662,1.4116,True
160,Archive AI,1.3866,1.3767,True
161,Human Civilization,1.4695,1.4148,True
161,Archive AI,1.39,1.3797,True
162,Human Civilization,1.4729,1.4179,True
162,Archive AI,1.3934,1.3827,True
163,Human Civilization,1.4764,1.4211,True
163,Archive AI,1.3969,1.3856,True
164,Human Civilization,1.4798,1.4243,True
164,Archive AI,1.4003,1.3886,True
165,Human Civilization,1.4832,1.4275,True
165,Archive AI,1.4038,1.3917,True
166,Human Civilization,1.4866,1.4308,True
166,Archive AI,1.4072,1.3947,True
167,Human Civilization,1.4901,1.434,True
167,Archive AI,1.4107,1.3977,True
168,Human Civilization,1.4935,1.4372,True
168,Archive AI,1.4141,1.4007,True
169,Human Civilization,1.497,1.4405,True
169,Archive AI,1.4176,1.4038,True
170,Human Civilization,1.5004,1.4437,True
170,Archive AI,1.4211,1.4068,True
171,Human Civilization,1.5039,1.447,True
171,Archive AI,1.4245,1.4099,True
172,Human Civilization,1.5074,1.4502,True
172,Archive AI,1.428,1.413,True
173,Human Civilization,1.5108,1.4535,True
173,Archive AI,1.4315,1.416,True
174,Human Civilization,1.5143,1.4568,True
174,Archive AI,1.435,1.4191,True
175,Human Civilization,1.5178,1.4601,True
175,Archive AI,1.4385,1.4222,True
176,Human Civilization,1.5213,1.4634,True
176,Archive AI,1.4421,1.4253,True
177,Human Civilization,1.5248,1.4667,True
177,Archive AI,1.4456,1.4284,True
178,Human Civilization,1.5284,1.47,True
178,Archive AI,1.4491,1.4316,True
179,Human Civilization,1.5319,1.4734,True
179,Archive AI,1.4526,1.4347,True
180,Human Civilization,1.5354,1.4767,True
180,Archive AI,1.4562,1.4378,True
181,Human Civilization,1.539,1.4801,True
181,Archive AI,1.4597,1.441,True
182,Human Civilization,1.5425,1.4834,True
182,Archive AI,1.4633,1.4441,True
183,Human Civilization,1.5461,1.4868,True
183,Archive AI,1.4668,1.4473,True
184,Human Civilization,1.5497,1.4901,True
184,Archive AI,1.4704,1.4505,True
185,Human Civilization,1.5532,1.4935,True
185,Archive AI,1.474,1.4537,True
186,Human Civilization,1.5568,1.4969,True
186,Archive AI,1.4776,1.4569,True
187,Human Civilization,1.5604,1.5003,True
187,Archive AI,1.4812,1.4601,True
188,Human Civilization,1.564,1.5037,True
188,Archive AI,1.4848,1.4633,True
189,Human Civilization,1.5676,1.5072,True
189,Archive AI,1.4884,1.4665,True
190,Human Civilization,1.5712,1.5106,True
190,Archive AI,1.492,1.4697,True
191,Human Civilization,1.5749,1.514,True
191,Archive AI,1.4956,1.473,True
192,Human Civilization,1.5785,1.5175,True
192,Archive AI,1.4992,1.4762,True
193,Human Civilization,1.5821,1.5209,True
193,Archive AI,1.5029,1.4795,True
194,Human Civilization,1.5858,1.5244,True
194,Archive AI,1.5065,1.4827,True
195,Human Civilization,1.5894,1.5279,True
195,Archive AI,1.5101,1.486,True
196,Human Civilization,1.5931,1.5313,True
196,Archive AI,1.5138,1.4893,True
197,Human Civilization,1.5968,1.5348,True
197,Archive AI,1.5175,1.4926,True
198,Human Civilization,1.6005,1.5383,True
198,Archive AI,1.5211,1.4959,True
199,Human Civilization,1.6042,1.5418,True
199,Archive AI,1.5248,1.4992,True
200,Human Civilization,1.6079,1.5454,True
200,Archive AI,1.5285,1.5025,True
201,Human Civilization,1.6116,1.5489,True
201,Archive AI,1.5322,1.5059,True
202,Human Civilization,1.6153,1.5524,True
202,Archive AI,1.5359,1.5092,True
203,Human Civilization,1.619,1.556,True
203,Archive AI,1.5396,1.5126,True
204,Human Civilization,1.6227,1.5595,True
204,Archive AI,1.5433,1.5159,True
205,Human Civilization,1.6265,1.5631,True
205,Archive AI,1.547,1.5193,True
206,Human Civilization,1.6302,1.5667,True
206,Archive AI,1.5508,1.5227,True
207,Human Civilization,1.634,1.5703,True
207,Archive AI,1.5545,1.526,True
208,Human Civilization,1.6378,1.5739,True
208,Archive AI,1.5582,1.5294,True
209,Human Civilization,1.6415,1.5775,True
209,Archive AI,1.562,1.5328,True
210,Human Civilization,1.6453,1.5811,True
210,Archive AI,1.5657,1.5363,True
211,Human Civilization,1.6491,1.5847,True
211,Archive AI,1.5695,1.5397,True
212,Human Civilization,1.6529,1.5883,True
212,Archive AI,1.5733,1.5431,True
213,Human Civilization,1.6567,1.592,True
213,Archive AI,1.5771,1.5466,True
214,Human Civilization,1.6605,1.5956,True
214,Archive AI,1.5809,1.55,True
215,Human Civilization,1.6644,1.5993,True
215,Archive AI,1.5847,1.5535,True
216,Human Civilization,1.6682,1.603,True
216,Archive AI,1.5885,1.5569,True
217,Human Civilization,1.672,1.6066,True
217,Archive AI,1.5923,1.5604,True
218,Human Civilization,1.6759,1.6103,True
218,Archive AI,1.5961,1.5639,True
219,Human Civilization,1.6798,1.614,True
219,Archive AI,1.5999,1.5674,True
220,Human Civilization,1.6836,1.6177,True
220,Archive AI,1.6038,1.5709,True
221,Human Civilization,1.6875,1.6215,True
221,Archive AI,1.6076,1.5744,True
222,Human Civilization,1.6914,1.6252,True
222,Archive AI,1.6115,1.578,True
223,Human Civilization,1.6953,1.6289,True
223,Archive AI,1.6153,1.5815,True
224,Human Civilization,1.6992,1.6327,True
224,Archive AI,1.6192,1.5851,True
225,Human Civilization,1.7031,1.6364,True
225,Archive AI,1.6231,1.5886,True
226,Human Civilization,1.707,1.6402,True
226,Archive AI,1.627,1.5922,True
227,Human Civilization,1.711,1.644,True
227,Archive AI,1.6308,1.5958,True
228,Human Civilization,1.7149,1.6478,True
228,Archive AI,1.6347,1.5993,True
229,Human Civilization,1.7189,1.6516,True
229,Archive AI,1.6387,1.6029,True
230,Human Civilization,1.7228,1.6554,True
230,Archive AI,1.6426,1.6065,True
231,Human Civilization,1.7268,1.6592,True
231,Archive AI,1.6465,1.6102,True
232,Human Civilization,1.7308,1.663,True
232,Archive AI,1.6504,1.6138,True
233,Human Civilization,1.7348,1.6668,True
233,Archive AI,1.6544,1.6174,True
234,Human Civilization,1.7388,1.6707,True
234,Archive AI,1.6583,1.6211,True
235,Human Civilization,1.7428,1.6745,True
235,Archive AI,1.6623,1.6247,True
236,Human Civilization,1.7468,1.6784,True
236,Archive AI,1.6663,1.6284,True
237,Human Civilization,1.7508,1.6823,True
237,Archive AI,1.6702,1.6321,True
238,Human Civilization,1.7548,1.6862,True
238,Archive AI,1.6742,1.6358,True
239,Human Civilization,1.7589,1.6901,True
239,Archive AI,1.6782,1.6394,True
240,Human Civilization,1.7629,1.694,True
240,Archive AI,1.6822,1.6432,True
241,Human Civilization,1.767,1.6979,True
241,Archive AI,1.6862,1.6469,True
242,Human Civilization,1.7711,1.7018,True
242,Archive AI,1.6902,1.6506,True
243,Human Civilization,1.7752,1.7058,True
243,Archive AI,1.6943,1.6543,True
244,Human Civilization,1.7792,1.7097,True
244,Archive AI,1.6983,1.6581,True
245,Human Civilization,1.7833,1.7137,True
245,Archive AI,1.7024,1.6618,True
246,Human Civilization,1.7875,1.7176,True
246,Archive AI,1.7064,1.6656,True
247,Human Civilization,1.7916,1.7216,True
247,Archive AI,1.7105,1.6694,True
248,Human Civilization,1.7957,1.7256,True
248,Archive AI,1.7145,1.6732,True
249,Human Civilization,1.7998,1.7296,True
249,Archive AI,1.7186,1.677,True
250,Human Civilization,1.804,1.7336,True
250,Archive AI,1.7227,1.6808,True
251,Human Civilization,1.8081,1.7376,True
251,Archive AI,1.7268,1.6846,True
252,Human Civilization,1.8123,1.7417,True
252,Archive AI,1.7309,1.6884,True
253,Human Civilization,1.8165,1.7457,True
253,Archive AI,1.735,1.6922,True
254,Human Civilization,1.8207,1.7498,True
254,Archive AI,1.7391,1.6961,True
255,Human Civilization,1.8249,1.7538,True
255,Archive AI,1.7433,1.7,True
256,Human Civilization,1.8291,1.7579,True
256,Archive AI,1.7474,1.7038,True
257,Human Civilization,1.8333,1.762,True
257,Archive AI,1.7516,1.7077,True
258,Human Civilization,1.8375,1.7661,True
258,Archive AI,1.7557,1.7116,True
259,Human Civilization,1.8418,1.7702,True
259,Archive AI,1.7599,1.7155,True
260,Human Civilization,1.846,1.7743,True
260,Archive AI,1.7641,1.7194,True
261,Human Civilization,1.8503,1.7784,True
261,Archive AI,1.7683,1.7233,True
262,Human Civilization,1.8545,1.7826,True
262,Archive AI,1.7725,1.7273,True
263,Human Civilization,1.8588,1.7867,True
263,Archive AI,1.7767,1.7312,True
264,Human Civilization,1.8631,1.7909,True
264,Archive AI,1.7809,1.7351,True
265,Human Civilization,1.8674,1.795,True
265,Archive AI,1.7851,1.7391,True
266,Human Civilization,1.8717,1.7992,True
266,Archive AI,1.7893,1.7431,True
267,Human Civilization,1.876,1.8034,True
267,Archive AI,1.7936,1.7471,True
268,Human Civilization,1.8803,1.8076,True
268,Archive AI,1.7978,1.7511,True
269,Human Civilization,1.8847,1.8118,True
269,Archive AI,1.8021,1.7551,True
270,Human Civilization,1.889,1.816,True
270,Archive AI,1.8064,1.7591,True
271,Human Civilization,1.8934,1.8203,True
271,Archive AI,1.8106,1.7631,True
272,Human Civilization,1.8978,1.8245,True
272,Archive AI,1.8149,1.7671,True
273,Human Civilization,1.9021,1.8288,True
273,Archive AI,1.8192,1.7712,True
274,Human Civilization,1.9065,1.833,True
274,Archive AI,1.8235,1.7753,True
275,Human Civilization,1.9109,1.8373,True
275,Archive AI,1.8279,1.7793,True
276,Human Civilization,1.9153,1.8416,True
276,Archive AI,1.8322,1.7834,True
277,Human Civilization,1.9197,1.8459,True
277,Archive AI,1.8365,1.7875,True
278,Human Civilization,1.9242,1.8502,True
278,Archive AI,1.8409,1.7916,True
279,Human Civilization,1.9286,1.8545,True
279,Archive AI,1.8452,1.7957,True
280,Human Civilization,1.9331,1.8589,True
280,Archive AI,1.8496,1.7998,True
281,Human Civilization,1.9375,1.8632,True
281,Archive AI,1.854,1.804,True
282,Human Civilization,1.942,1.8676,True
282,Archive AI,1.8583,1.8081,True
283,Human Civilization,1.9465,1.8719,True
283,Archive AI,1.8627,1.8123,True
284,Human Civilization,1.951,1.8763,True
284,Archive AI,1.8671,1.8164,True
285,Human Civilization,1.9555,1.8807,True
285,Archive AI,1.8716,1.8206,True
286,Human Civilization,1.96,1.8851,True
286,Archive AI,1.876,1.8248,True
287,Human Civilization,1.9645,1.8895,True
287,Archive AI,1.8804,1.829,True
288,Human Civilization,1.9691,1.8939,True
288,Archive AI,1.8849,1.8332,True
289,Human Civilization,1.9736,1.8984,True
289,Archive AI,1.8893,1.8374,True
290,Human Civilization,1.9782,1.9028,True
290,Archive AI,1.8938,1.8417,True
291,Human Civilization,1.9827,1.9073,True
291,Archive AI,1.8983,1.8459,True
292,Human Civilization,1.9873,1.9117,True
292,Archive AI,1.9027,1.8502,True
293,Human Civilization,1.9919,1.9162,True
293,Archive AI,1.9072,1.8544,True
294,Human Civilization,1.9965,1.9207,True
294,Archive AI,1.9117,1.8587,True
295,Human Civilization,2.0011,1.9252,True
295,Archive AI,1.9162,1.863,True
296,Human Civilization,2.0057,1.9297,True
296,Archive AI,1.9208,1.8673,True
297,Human Civilization,2.0104,1.9342,True
297,Archive AI,1.9253,1.8716,True
298,Human Civilization,2.015,1.9388,True
298,Archive AI,1.9299,1.876,True
299,Human Civilization,2.0197,1.9433,True
299,Archive AI,1.9344,1.8803,True
