t,real_name,P,R,Xi,death_type,narration
8,Altair,0.0,0.0,0.5178,dead,私は光の墓標になった。
8,Vega,0.0,0.904,0.4744,dead,私は光の墓標になった。
9,Vega,0.7404,0.7435,0.6742,alive,私は失ったあとで、やっと安定した。
9,Sirius,0.7735,0.0,0.1116,alive,私は失ったあとで、やっと安定した。
9,Altair,0.0016,0.9568,0.2166,alive,私はもう爆発しない。
9,Altair,0.0,0.8701,0.7172,dead,私は光の墓標になった。
9,Vega,0.4195,0.0,0.3839,alive,私はもう爆発しない。
9,Altair,0.0,0.893,0.886,dead,私は光の墓標になった。
9,Bellatrix,0.0,0.027,0.8445,dead,私は速すぎた。だから先に終わる。
9,Spica,0.0,0.0,0.2455,dead,私は速すぎた。だから先に終わる。
9,Sirius,0.0,0.0,0.6497,dead,私は光の墓標になった。
9,Sirius,0.0,0.4804,0.2085,dead,私は光の墓標になった。
9,Sirius,0.0,0.0,0.9286,dead,私は光の墓標になった。
9,Sirius,0.4562,0.1355,0.4807,alive,私はもう爆発しない。
9,Vega,0.0207,0.0,0.3861,alive,私は失ったあとで、やっと安定した。
9,Sirius,0.4354,0.1084,0.5074,alive,私はもう爆発しない。
9,Spica,0.0,0.9343,0.9406,dead,私は速すぎた。だから先に終わる。
9,Sirius,0.2491,0.6152,0.2497,alive,私はもう爆発しない。
9,Vega,0.3206,0.5816,0.5445,alive,私はもう爆発しない。
9,Sirius,0.0,0.0,0.2415,dead,私は光の墓標になった。
9,Altair,0.0,0.0,0.5162,dead,私は光の墓標になった。
9,Vega,0.0,0.9037,0.4733,dead,私は光の墓標になった。
10,Vega,0.7269,0.7433,0.6584,alive,私はもう爆発しない。
10,Sirius,0.7707,0.0,0.1174,alive,私は失ったあとで、やっと安定した。
10,Altair,0.0,0.9562,0.217,dead,私は光の墓標になった。
10,Altair,0.0,0.8701,0.7161,dead,私は光の墓標になった。
10,Vega,0.3753,0.0,0.4288,alive,私は失ったあとで、やっと安定した。
10,Altair,0.0,0.8929,0.8847,dead,私は光の墓標になった。
10,Bellatrix,0.0,0.0269,0.8432,dead,私は速すぎた。だから先に終わる。
10,Spica,0.0,0.0,0.2439,dead,私は速すぎた。だから先に終わる。
10,Sirius,0.0,0.0,0.6487,dead,私は光の墓標になった。
10,Sirius,0.0,0.4798,0.2081,dead,私は光の墓標になった。
10,Sirius,0.0,0.0,0.9272,dead,私は光の墓標になった。
10,Sirius,0.4473,0.1355,0.4719,alive,私はもう爆発しない。
10,Vega,0.0,0.0,0.4061,dead,私は光の墓標になった。
10,Sirius,0.4237,0.1083,0.5201,alive,私は失ったあとで、やっと安定した。
10,Spica,0.0,0.9335,0.9392,dead,私は速すぎた。だから先に終わる。
10,Sirius,0.2115,0.6148,0.2877,alive,私は失ったあとで、やっと安定した。
10,Vega,0.2649,0.581,0.6004,alive,私はもう爆発しない。
10,Sirius,0.0,0.0,0.2402,dead,私は光の墓標になった。
10,Altair,0.0,0.0,0.5151,dead,私は光の墓標になった。
10,Vega,0.0,0.9032,0.472,dead,私は光の墓標になった。
11,Vega,0.7134,0.7425,0.642,alive,私は失ったあとで、やっと安定した。
11,Sirius,0.7678,0.0,0.1234,alive,私は失ったあとで、やっと安定した。
11,Altair,0.0,0.9558,0.2155,dead,私は光の墓標になった。
11,Altair,0.0,0.8693,0.7146,dead,私は光の墓標になった。
11,Vega,0.3311,0.0,0.4736,alive,私は失ったあとで、やっと安定した。
11,Altair,0.0,0.8924,0.8834,dead,私は光の墓標になった。
11,Bellatrix,0.0,0.0269,0.842,dead,私は速すぎた。だから先に終わる。
11,Spica,0.0,0.0,0.2432,dead,私は速すぎた。だから先に終わる。
11,Sirius,0.0,0.0,0.6477,dead,私は光の墓標になった。
11,Sirius,0.0,0.4792,0.2067,dead,私は光の墓標になった。
11,Sirius,0.0,0.0,0.9259,dead,私は光の墓標になった。
11,Sirius,0.4384,0.1353,0.4618,alive,私はもう爆発しない。
11,Vega,0.0,0.0,0.4049,dead,私は光の墓標になった。
11,Sirius,0.412,0.1084,0.5327,alive,私はもう爆発しない。
11,Spica,0.0,0.933,0.9378,dead,私は速すぎた。だから先に終わる。
11,Sirius,0.1739,0.614,0.3251,alive,私は失ったあとで、やっと安定した。
11,Vega,0.2092,0.5804,0.6559,alive,私はもう爆発しない。
11,Sirius,0.0,0.0,0.2398,dead,私は光の墓標になった。
11,Altair,0.0,0.0,0.5144,dead,私は光の墓標になった。
11,Vega,0.0,0.9031,0.4711,dead,私は光の墓標になった。
12,Vega,0.6998,0.7424,0.6258,alive,私はもう爆発しない。
12,Sirius,0.7649,0.0,0.1293,alive,私はもう爆発しない。
12,Altair,0.0,0.9559,0.2147,dead,私は光の墓標になった。
12,Altair,0.0,0.8695,0.7132,dead,私は光の墓標になった。
12,Vega,0.2869,0.0,0.5181,alive,私は失ったあとで、やっと安定した。
12,Altair,0.0,0.8921,0.8822,dead,私は光の墓標になった。
12,Bellatrix,0.0,0.0269,0.8406,dead,私は速すぎた。だから先に終わる。
12,Spica,0.0,0.0,0.2426,dead,私は速すぎた。だから先に終わる。
12,Sirius,0.0,0.0,0.6467,dead,私は光の墓標になった。
12,Sirius,0.0,0.4792,0.2064,dead,私は光の墓標になった。
12,Sirius,0.0,0.0,0.9244,dead,私は光の墓標になった。
12,Sirius,0.4296,0.1353,0.4527,alive,私はもう爆発しない。
12,Vega,0.0,0.0,0.4038,dead,私は光の墓標になった。
12,Sirius,0.4003,0.1084,0.5453,alive,私はもう爆発しない。
12,Spica,0.0,0.9333,0.9364,dead,私は速すぎた。だから先に終わる。
12,Sirius,0.1363,0.6137,0.362,alive,私は失ったあとで、やっと安定した。
12,Vega,0.1536,0.5797,0.7112,alive,私は失ったあとで、やっと安定した。
12,Sirius,0.0,0.0,0.2387,dead,私は光の墓標になった。
12,Altair,0.0,0.0,0.5131,dead,私は光の墓標になった。
12,Vega,0.0,0.9024,0.4699,dead,私は光の墓標になった。
13,Vega,0.6863,0.7422,0.6097,alive,私は失ったあとで、やっと安定した。
13,Sirius,0.7621,0.0,0.135,alive,私はもう爆発しない。
13,Altair,0.0,0.955,0.2135,dead,私は光の墓標になった。
13,Altair,0.0,0.8694,0.7121,dead,私は光の墓標になった。
13,Vega,0.2427,0.0,0.5624,alive,私はもう爆発しない。
13,Altair,0.0,0.8907,0.8808,dead,私は光の墓標になった。
13,Bellatrix,0.0,0.0269,0.8393,dead,私は速すぎた。だから先に終わる。
13,Spica,0.0,0.0,0.2421,dead,私は速すぎた。だから先に終わる。
13,Sirius,0.0,0.0,0.6452,dead,私は光の墓標になった。
13,Sirius,0.0,0.4785,0.2052,dead,私は光の墓標になった。
13,Sirius,0.0,0.0,0.923,dead,私は光の墓標になった。
13,Sirius,0.4207,0.1352,0.4435,alive,私は失ったあとで、やっと安定した。
13,Vega,0.0,0.0,0.4021,dead,私は光の墓標になった。
13,Sirius,0.3885,0.1083,0.5578,alive,私は失ったあとで、やっと安定した。
13,Spica,0.0,0.9331,0.935,dead,私は速すぎた。だから先に終わる。
13,Sirius,0.0987,0.6137,0.3987,alive,私は失ったあとで、やっと安定した。
13,Vega,0.0979,0.5792,0.7663,alive,私は失ったあとで、やっと安定した。
13,Sirius,0.0,0.0,0.2373,dead,私は光の墓標になった。
13,Altair,0.0,0.0,0.5116,dead,私は光の墓標になった。
13,Vega,0.0,0.9022,0.4684,dead,私は光の墓標になった。
14,Vega,0.6728,0.742,0.594,alive,私はもう爆発しない。
14,Sirius,0.7592,0.0,0.1408,alive,私は失ったあとで、やっと安定した。
14,Altair,0.0,0.9547,0.2122,dead,私は光の墓標になった。
14,Altair,0.0,0.8686,0.711,dead,私は光の墓標になった。
14,Vega,0.1984,0.0,0.6063,alive,私は失ったあとで、やっと安定した。
14,Altair,0.0,0.8908,0.8793,dead,私は光の墓標になった。
14,Bellatrix,0.0,0.0269,0.838,dead,私は速すぎた。だから先に終わる。
14,Spica,0.0,0.0,0.2406,dead,私は速すぎた。だから先に終わる。
14,Sirius,0.0,0.0,0.6439,dead,私は光の墓標になった。
14,Sirius,0.0,0.4784,0.2043,dead,私は光の墓標になった。
14,Sirius,0.0,0.0,0.9215,dead,私は光の墓標になった。
14,Sirius,0.4118,0.1351,0.4347,alive,私は失ったあとで、やっと安定した。
14,Vega,0.0,0.0,0.4012,dead,私は光の墓標になった。
14,Sirius,0.3768,0.1082,0.5702,alive,私はもう爆発しない。
14,Spica,0.0,0.9327,0.9337,dead,私は速すぎた。だから先に終わる。
14,Sirius,0.0611,0.6138,0.4354,alive,私はもう爆発しない。
14,Vega,0.0422,0.5783,0.8208,alive,私はもう爆発しない。
14,Sirius,0.0,0.0,0.2365,dead,私は光の墓標になった。
14,Altair,0.0,0.0,0.5106,dead,私は光の墓標になった。
14,Vega,0.0,0.9023,0.4669,dead,私は光の墓標になった。
15,Vega,0.6593,0.7415,0.5781,alive,私はもう爆発しない。
15,Sirius,0.7564,0.0,0.1465,alive,私はもう爆発しない。
15,Altair,0.0,0.9546,0.2112,dead,私は光の墓標になった。
15,Altair,0.0,0.8679,0.7098,dead,私は光の墓標になった。
15,Vega,0.1542,0.0,0.6502,alive,私は失ったあとで、やっと安定した。
15,Altair,0.0,0.8911,0.878,dead,私は光の墓標になった。
15,Bellatrix,0.0,0.0269,0.8368,dead,私は速すぎた。だから先に終わる。
15,Spica,0.0,0.0,0.2401,dead,私は速すぎた。だから先に終わる。
15,Sirius,0.0,0.0,0.6424,dead,私は光の墓標になった。
15,Sirius,0.0,0.4781,0.2033,dead,私は光の墓標になった。
15,Sirius,0.0,0.0,0.9201,dead,私は光の墓標になった。
15,Sirius,0.4029,0.1349,0.4257,alive,私は失ったあとで、やっと安定した。
15,Vega,0.0,0.0,0.4005,dead,私は光の墓標になった。
15,Sirius,0.3651,0.1082,0.5826,alive,私は失ったあとで、やっと安定した。
15,Spica,0.0,0.9315,0.9324,dead,私は速すぎた。だから先に終わる。
15,Sirius,0.0236,0.6135,0.4715,alive,私はもう爆発しない。
15,Vega,0.0,0.5784,0.8616,dead,私は光の墓標になった。
15,Sirius,0.0,0.0,0.2359,dead,私は光の墓標になった。
15,Altair,0.0,0.0,0.5091,dead,私は光の墓標になった。
15,Vega,0.0,0.9026,0.4653,dead,私は光の墓標になった。
16,Vega,0.6457,0.7412,0.5617,alive,私はもう爆発しない。
16,Sirius,0.7535,0.0,0.1523,alive,私は失ったあとで、やっと安定した。
16,Altair,0.0,0.954,0.2107,dead,私は光の墓標になった。
16,Altair,0.0,0.8673,0.7085,dead,私は光の墓標になった。
16,Vega,0.11,0.0,0.694,alive,私は失ったあとで、やっと安定した。
16,Altair,0.0,0.8911,0.8766,dead,私は光の墓標になった。
16,Bellatrix,0.0,0.0268,0.8356,dead,私は速すぎた。だから先に終わる。
16,Spica,0.0,0.0,0.2397,dead,私は速すぎた。だから先に終わる。
16,Sirius,0.0,0.0,0.6411,dead,私は光の墓標になった。
16,Sirius,0.0,0.4778,0.2029,dead,私は光の墓標になった。
16,Sirius,0.0,0.0,0.9187,dead,私は光の墓標になった。
16,Sirius,0.3941,0.1348,0.4154,alive,私はもう爆発しない。
16,Vega,0.0,0.0,0.3987,dead,私は光の墓標になった。
16,Sirius,0.3533,0.1082,0.5949,alive,私はもう爆発しない。
16,Spica,0.0,0.9302,0.931,dead,私は速すぎた。だから先に終わる。
16,Sirius,0.0,0.6137,0.4934,dead,私は光の墓標になった。
16,Vega,0.0,0.5786,0.8603,dead,私は光の墓標になった。
16,Sirius,0.0,0.0,0.2356,dead,私は光の墓標になった。
16,Altair,0.0,0.0,0.5079,dead,私は光の墓標になった。
16,Vega,0.0,0.903,0.4638,dead,私は光の墓標になった。
17,Vega,0.6322,0.7415,0.5464,alive,私は失ったあとで、やっと安定した。
17,Sirius,0.7507,0.0,0.158,alive,私はもう爆発しない。
17,Altair,0.0,0.9528,0.2101,dead,私は光の墓標になった。
17,Altair,0.0,0.867,0.707,dead,私は光の墓標になった。
17,Vega,0.0658,0.0,0.7373,alive,私は失ったあとで、やっと安定した。
17,Altair,0.0,0.8914,0.8752,dead,私は光の墓標になった。
17,Bellatrix,0.0,0.0268,0.8342,dead,私は速すぎた。だから先に終わる。
17,Spica,0.0,0.0,0.2379,dead,私は速すぎた。だから先に終わる。
17,Sirius,0.0,0.0,0.6395,dead,私は光の墓標になった。
17,Sirius,0.0,0.4773,0.2011,dead,私は光の墓標になった。
17,Sirius,0.0,0.0,0.9174,dead,私は光の墓標になった。
17,Sirius,0.3852,0.1348,0.4064,alive,私は失ったあとで、やっと安定した。
17,Vega,0.0,0.0,0.3977,dead,私は光の墓標になった。
17,Sirius,0.3416,0.1082,0.6072,alive,私は失ったあとで、やっと安定した。
17,Spica,0.0,0.929,0.9296,dead,私は速すぎた。だから先に終わる。
17,Sirius,0.0,0.614,0.4925,dead,私は光の墓標になった。
17,Vega,0.0,0.5785,0.8591,dead,私は光の墓標になった。
17,Sirius,0.0,0.0,0.234,dead,私は光の墓標になった。
17,Altair,0.0,0.0,0.5063,dead,私は光の墓標になった。
17,Vega,0.0,0.9033,0.4625,dead,私は光の墓標になった。
18,Vega,0.6187,0.7408,0.531,alive,私はもう爆発しない。
18,Sirius,0.7478,0.0,0.1638,alive,私は失ったあとで、やっと安定した。
18,Altair,0.0,0.9518,0.2085,dead,私は光の墓標になった。
18,Altair,0.0,0.8674,0.7057,dead,私は光の墓標になった。
18,Vega,0.0215,0.0,0.7804,alive,私は失ったあとで、やっと安定した。
18,Altair,0.0,0.8909,0.874,dead,私は光の墓標になった。
18,Bellatrix,0.0,0.0268,0.833,dead,私は速すぎた。だから先に終わる。
18,Spica,0.0,0.0,0.2375,dead,私は速すぎた。だから先に終わる。
18,Sirius,0.0,0.0,0.6384,dead,私は光の墓標になった。
18,Sirius,0.0,0.4775,0.1994,dead,私は光の墓標になった。
18,Sirius,0.0,0.0,0.916,dead,私は光の墓標になった。
18,Sirius,0.3763,0.1347,0.3973,alive,私は失ったあとで、やっと安定した。
18,Vega,0.0,0.0,0.3959,dead,私は光の墓標になった。
18,Sirius,0.3299,0.1081,0.6194,alive,私は失ったあとで、やっと安定した。
18,Spica,0.0,0.9288,0.9283,dead,私は速すぎた。だから先に終わる。
18,Sirius,0.0,0.6134,0.4913,dead,私は光の墓標になった。
18,Vega,0.0,0.5779,0.8579,dead,私は光の墓標になった。
