t,observer,avg_R,avg_Xi,avg_E
93,Archive AI,0.3975,0.2625,0.2661
94,Human Civilization,0.3973,0.2618,0.2687
94,Archive AI,0.3973,0.2618,0.2687
95,Human Civilization,0.3971,0.2611,0.2712
95,Archive AI,0.3971,0.2611,0.2712
96,Human Civilization,0.3969,0.2605,0.2738
96,Archive AI,0.3969,0.2605,0.2738
97,Human Civilization,0.3967,0.2598,0.2763
97,Archive AI,0.3967,0.2598,0.2763
98,Human Civilization,0.3965,0.2592,0.2789
98,Archive AI,0.3965,0.2592,0.2789
99,Human Civilization,0.3963,0.2585,0.2814
99,Archive AI,0.3963,0.2585,0.2814
100,Human Civilization,0.3961,0.2579,0.284
100,Archive AI,0.3961,0.2579,0.284
101,Human Civilization,0.3959,0.2572,0.2866
101,Archive AI,0.3959,0.2572,0.2866
102,Human Civilization,0.3957,0.2565,0.2891
102,Archive AI,0.3957,0.2565,0.2891
103,Human Civilization,0.3955,0.2559,0.2916
103,Archive AI,0.3955,0.2559,0.2916
104,Human Civilization,0.3953,0.2553,0.2942
104,Archive AI,0.3953,0.2553,0.2942
105,Human Civilization,0.3951,0.2548,0.2968
105,Archive AI,0.3951,0.2548,0.2968
106,Human Civilization,0.3949,0.2542,0.2992
106,Archive AI,0.3949,0.2542,0.2992
107,Human Civilization,0.3946,0.2537,0.3017
107,Archive AI,0.3946,0.2537,0.3017
108,Human Civilization,0.3944,0.2531,0.3042
108,Archive AI,0.3944,0.2531,0.3042
109,Human Civilization,0.3942,0.2526,0.3067
109,Archive AI,0.3942,0.2526,0.3067
110,Human Civilization,0.394,0.2521,0.3092
110,Archive AI,0.394,0.2521,0.3092
111,Human Civilization,0.3938,0.2515,0.3117
111,Archive AI,0.3938,0.2515,0.3117
112,Human Civilization,0.3937,0.251,0.3143
112,Archive AI,0.3937,0.251,0.3143
113,Human Civilization,0.3935,0.2505,0.3168
113,Archive AI,0.3935,0.2505,0.3168
114,Human Civilization,0.3932,0.25,0.3192
114,Archive AI,0.3932,0.25,0.3192
115,Human Civilization,0.393,0.2495,0.3217
115,Archive AI,0.393,0.2495,0.3217
116,Human Civilization,0.3929,0.2489,0.3242
116,Archive AI,0.3929,0.2489,0.3242
117,Human Civilization,0.3927,0.2484,0.3267
117,Archive AI,0.3927,0.2484,0.3267
118,Human Civilization,0.3925,0.2479,0.3292
118,Archive AI,0.3925,0.2479,0.3292
119,Human Civilization,0.3923,0.2474,0.3317
119,Archive AI,0.3923,0.2474,0.3317
120,Human Civilization,0.3921,0.2469,0.3342
120,Archive AI,0.3921,0.2469,0.3342
121,Human Civilization,0.3919,0.2464,0.3366
121,Archive AI,0.3919,0.2464,0.3366
122,Human Civilization,0.3916,0.246,0.339
122,Archive AI,0.3916,0.246,0.339
123,Human Civilization,0.3914,0.2455,0.3414
123,Archive AI,0.3914,0.2455,0.3414
124,Human Civilization,0.3912,0.2451,0.3439
124,Archive AI,0.3912,0.2451,0.3439
125,Human Civilization,0.391,0.2447,0.3463
125,Archive AI,0.391,0.2447,0.3463
126,Human Civilization,0.3908,0.2443,0.3487
126,Archive AI,0.3908,0.2443,0.3487
127,Human Civilization,0.3906,0.2439,0.3512
127,Archive AI,0.3906,0.2439,0.3512
128,Human Civilization,0.3904,0.2436,0.3535
128,Archive AI,0.3904,0.2436,0.3535
129,Human Civilization,0.3901,0.2433,0.3559
129,Archive AI,0.3901,0.2433,0.3559
130,Human Civilization,0.3899,0.2429,0.3583
130,Archive AI,0.3899,0.2429,0.3583
131,Human Civilization,0.3897,0.2426,0.3608
131,Archive AI,0.3897,0.2426,0.3608
132,Human Civilization,0.3895,0.2423,0.3631
132,Archive AI,0.3895,0.2423,0.3631
133,Human Civilization,0.3893,0.2421,0.3655
133,Archive AI,0.3893,0.2421,0.3655
134,Human Civilization,0.3891,0.2418,0.3678
134,Archive AI,0.3891,0.2418,0.3678
135,Human Civilization,0.3889,0.2416,0.3702
135,Archive AI,0.3889,0.2416,0.3702
136,Human Civilization,0.3887,0.2414,0.3726
136,Archive AI,0.3887,0.2414,0.3726
137,Human Civilization,0.3885,0.2413,0.3749
137,Archive AI,0.3885,0.2413,0.3749
138,Human Civilization,0.3883,0.2411,0.3773
138,Archive AI,0.3883,0.2411,0.3773
139,Human Civilization,0.3881,0.2409,0.3796
139,Archive AI,0.3881,0.2409,0.3796
140,Human Civilization,0.3879,0.2408,0.382
140,Archive AI,0.3879,0.2408,0.382
141,Human Civilization,0.3877,0.2405,0.3843
141,Archive AI,0.3877,0.2405,0.3843
142,Human Civilization,0.3875,0.2403,0.3867
142,Archive AI,0.3875,0.2403,0.3867
143,Human Civilization,0.3873,0.2401,0.389
143,Archive AI,0.3873,0.2401,0.389
144,Human Civilization,0.3871,0.2399,0.3913
144,Archive AI,0.3871,0.2399,0.3913
145,Human Civilization,0.3869,0.2398,0.3936
145,Archive AI,0.3869,0.2398,0.3936
146,Human Civilization,0.3867,0.2397,0.3959
146,Archive AI,0.3867,0.2397,0.3959
147,Human Civilization,0.3864,0.2395,0.3982
147,Archive AI,0.3864,0.2395,0.3982
148,Human Civilization,0.3862,0.2394,0.4005
148,Archive AI,0.3862,0.2394,0.4005
149,Human Civilization,0.386,0.2392,0.4028
149,Archive AI,0.386,0.2392,0.4028
150,Human Civilization,0.3858,0.239,0.4051
150,Archive AI,0.3858,0.239,0.4051
151,Human Civilization,0.3856,0.2389,0.4073
151,Archive AI,0.3856,0.2389,0.4073
152,Human Civilization,0.3853,0.2387,0.4096
152,Archive AI,0.3853,0.2387,0.4096
153,Human Civilization,0.3851,0.2386,0.4119
153,Archive AI,0.3851,0.2386,0.4119
154,Human Civilization,0.3849,0.2385,0.4142
154,Archive AI,0.3849,0.2385,0.4142
155,Human Civilization,0.3847,0.2383,0.4164
155,Archive AI,0.3847,0.2383,0.4164
156,Human Civilization,0.3844,0.2382,0.4186
156,Archive AI,0.3844,0.2382,0.4186
157,Human Civilization,0.3842,0.2381,0.4208
157,Archive AI,0.3842,0.2381,0.4208
158,Human Civilization,0.3839,0.2381,0.423
158,Archive AI,0.3839,0.2381,0.423
159,Human Civilization,0.3838,0.238,0.4252
159,Archive AI,0.3838,0.238,0.4252
160,Human Civilization,0.3835,0.2379,0.4274
160,Archive AI,0.3835,0.2379,0.4274
161,Human Civilization,0.3833,0.2378,0.4297
161,Archive AI,0.3833,0.2378,0.4297
162,Human Civilization,0.3831,0.2377,0.4319
162,Archive AI,0.3831,0.2377,0.4319
163,Human Civilization,0.3829,0.2376,0.4342
163,Archive AI,0.3829,0.2376,0.4342
164,Human Civilization,0.3828,0.2375,0.4365
164,Archive AI,0.3828,0.2375,0.4365
165,Human Civilization,0.3826,0.2374,0.4387
165,Archive AI,0.3826,0.2374,0.4387
166,Human Civilization,0.3823,0.2373,0.4409
166,Archive AI,0.3823,0.2373,0.4409
167,Human Civilization,0.3821,0.2372,0.4431
167,Archive AI,0.3821,0.2372,0.4431
168,Human Civilization,0.3819,0.2371,0.4453
168,Archive AI,0.3819,0.2371,0.4453
169,Human Civilization,0.3816,0.237,0.4475
169,Archive AI,0.3816,0.237,0.4475
170,Human Civilization,0.3814,0.2369,0.4497
170,Archive AI,0.3814,0.2369,0.4497
171,Human Civilization,0.3812,0.2369,0.4519
171,Archive AI,0.3812,0.2369,0.4519
172,Human Civilization,0.381,0.2368,0.4541
172,Archive AI,0.381,0.2368,0.4541
173,Human Civilization,0.3808,0.2368,0.4562
173,Archive AI,0.3808,0.2368,0.4562
174,Human Civilization,0.3806,0.2368,0.4584
174,Archive AI,0.3806,0.2368,0.4584
175,Human Civilization,0.3804,0.2367,0.4606
175,Archive AI,0.3804,0.2367,0.4606
176,Human Civilization,0.3802,0.2367,0.4628
176,Archive AI,0.3802,0.2367,0.4628
177,Human Civilization,0.3799,0.2367,0.4649
177,Archive AI,0.3799,0.2367,0.4649
178,Human Civilization,0.3797,0.2367,0.467
178,Archive AI,0.3797,0.2367,0.467
179,Human Civilization,0.3795,0.2367,0.4692
179,Archive AI,0.3795,0.2367,0.4692
180,Human Civilization,0.3793,0.2367,0.4713
180,Archive AI,0.3793,0.2367,0.4713
181,Human Civilization,0.3791,0.2367,0.4733
181,Archive AI,0.3791,0.2367,0.4733
182,Human Civilization,0.3789,0.2368,0.4755
182,Archive AI,0.3789,0.2368,0.4755
183,Human Civilization,0.3786,0.2368,0.4777
183,Archive AI,0.3786,0.2368,0.4777
184,Human Civilization,0.3784,0.2367,0.4798
184,Archive AI,0.3784,0.2367,0.4798
185,Human Civilization,0.3782,0.2367,0.4819
185,Archive AI,0.3782,0.2367,0.4819
186,Human Civilization,0.378,0.2367,0.484
186,Archive AI,0.378,0.2367,0.484
187,Human Civilization,0.3778,0.2366,0.4862
187,Archive AI,0.3778,0.2366,0.4862
188,Human Civilization,0.3776,0.2366,0.4882
188,Archive AI,0.3776,0.2366,0.4882
189,Human Civilization,0.3774,0.2366,0.4903
189,Archive AI,0.3774,0.2366,0.4903
190,Human Civilization,0.3772,0.2366,0.4924
190,Archive AI,0.3772,0.2366,0.4924
191,Human Civilization,0.377,0.2367,0.4945
191,Archive AI,0.377,0.2367,0.4945
192,Human Civilization,0.3768,0.2367,0.4966
192,Archive AI,0.3768,0.2367,0.4966
193,Human Civilization,0.3766,0.2367,0.4987
193,Archive AI,0.3766,0.2367,0.4987
194,Human Civilization,0.3764,0.2368,0.5007
194,Archive AI,0.3764,0.2368,0.5007
195,Human Civilization,0.3761,0.2368,0.5027
195,Archive AI,0.3761,0.2368,0.5027
196,Human Civilization,0.3759,0.2368,0.5048
196,Archive AI,0.3759,0.2368,0.5048
197,Human Civilization,0.3758,0.2368,0.5069
197,Archive AI,0.3758,0.2368,0.5069
198,Human Civilization,0.3755,0.2369,0.5089
198,Archive AI,0.3755,0.2369,0.5089
199,Human Civilization,0.3753,0.237,0.511
199,Archive AI,0.3753,0.237,0.511
200,Human Civilization,0.3751,0.237,0.513
200,Archive AI,0.3751,0.237,0.513
201,Human Civilization,0.3749,0.2372,0.5149
201,Archive AI,0.3749,0.2372,0.5149
202,Human Civilization,0.3747,0.2372,0.517
202,Archive AI,0.3747,0.2372,0.517
203,Human Civilization,0.3745,0.2374,0.5189
203,Archive AI,0.3745,0.2374,0.5189
204,Human Civilization,0.3742,0.2374,0.5209
204,Archive AI,0.3742,0.2374,0.5209
205,Human Civilization,0.374,0.2375,0.5228
205,Archive AI,0.374,0.2375,0.5228
206,Human Civilization,0.3738,0.2376,0.5247
206,Archive AI,0.3738,0.2376,0.5247
207,Human Civilization,0.3736,0.2377,0.5267
207,Archive AI,0.3736,0.2377,0.5267
208,Human Civilization,0.3734,0.2379,0.5287
208,Archive AI,0.3734,0.2379,0.5287
209,Human Civilization,0.3731,0.2381,0.5305
209,Archive AI,0.3731,0.2381,0.5305
210,Human Civilization,0.3729,0.2383,0.5324
210,Archive AI,0.3729,0.2383,0.5324
211,Human Civilization,0.3727,0.2385,0.5343
211,Archive AI,0.3727,0.2385,0.5343
212,Human Civilization,0.3724,0.2386,0.5362
212,Archive AI,0.3724,0.2386,0.5362
213,Human Civilization,0.3722,0.2388,0.5381
213,Archive AI,0.3722,0.2388,0.5381
214,Human Civilization,0.372,0.239,0.54
214,Archive AI,0.372,0.239,0.54
215,Human Civilization,0.3717,0.2393,0.5418
215,Archive AI,0.3717,0.2393,0.5418
216,Human Civilization,0.3716,0.2395,0.5438
216,Archive AI,0.3716,0.2395,0.5438
217,Human Civilization,0.3714,0.2398,0.5457
217,Archive AI,0.3714,0.2398,0.5457
218,Human Civilization,0.3711,0.24,0.5476
218,Archive AI,0.3711,0.24,0.5476
219,Human Civilization,0.3709,0.2402,0.5494
219,Archive AI,0.3709,0.2402,0.5494
220,Human Civilization,0.3707,0.2405,0.5511
220,Archive AI,0.3707,0.2405,0.5511
221,Human Civilization,0.3704,0.2408,0.553
221,Archive AI,0.3704,0.2408,0.553
222,Human Civilization,0.3702,0.2411,0.5547
222,Archive AI,0.3702,0.2411,0.5547
223,Human Civilization,0.3699,0.2414,0.5565
223,Archive AI,0.3699,0.2414,0.5565
224,Human Civilization,0.3697,0.2417,0.5583
224,Archive AI,0.3697,0.2417,0.5583
225,Human Civilization,0.3695,0.242,0.5601
225,Archive AI,0.3695,0.242,0.5601
226,Human Civilization,0.3693,0.2423,0.5619
226,Archive AI,0.3693,0.2423,0.5619
227,Human Civilization,0.3691,0.2426,0.5636
227,Archive AI,0.3691,0.2426,0.5636
228,Human Civilization,0.3689,0.2429,0.5655
228,Archive AI,0.3689,0.2429,0.5655
229,Human Civilization,0.3687,0.2432,0.5673
229,Archive AI,0.3687,0.2432,0.5673
230,Human Civilization,0.3685,0.2434,0.5691
230,Archive AI,0.3685,0.2434,0.5691
231,Human Civilization,0.3683,0.2437,0.5709
231,Archive AI,0.3683,0.2437,0.5709
232,Human Civilization,0.3682,0.244,0.5727
232,Archive AI,0.3682,0.244,0.5727
233,Human Civilization,0.368,0.2443,0.5745
233,Archive AI,0.368,0.2443,0.5745
234,Human Civilization,0.3678,0.2446,0.5762
234,Archive AI,0.3678,0.2446,0.5762
235,Human Civilization,0.3676,0.2449,0.5779
235,Archive AI,0.3676,0.2449,0.5779
236,Human Civilization,0.3673,0.2452,0.5796
236,Archive AI,0.3673,0.2452,0.5796
237,Human Civilization,0.3671,0.2455,0.5813
237,Archive AI,0.3671,0.2455,0.5813
238,Human Civilization,0.3669,0.2459,0.5829
238,Archive AI,0.3669,0.2459,0.5829
239,Human Civilization,0.3667,0.2462,0.5846
239,Archive AI,0.3667,0.2462,0.5846
240,Human Civilization,0.3665,0.2465,0.5863
240,Archive AI,0.3665,0.2465,0.5863
241,Human Civilization,0.3662,0.2468,0.588
241,Archive AI,0.3662,0.2468,0.588
242,Human Civilization,0.366,0.2472,0.5896
242,Archive AI,0.366,0.2472,0.5896
243,Human Civilization,0.3659,0.2475,0.5913
243,Archive AI,0.3659,0.2475,0.5913
244,Human Civilization,0.3656,0.2478,0.5929
244,Archive AI,0.3656,0.2478,0.5929
245,Human Civilization,0.3655,0.248,0.5947
245,Archive AI,0.3655,0.248,0.5947
246,Human Civilization,0.3653,0.2484,0.5963
246,Archive AI,0.3653,0.2484,0.5963
247,Human Civilization,0.365,0.2487,0.598
247,Archive AI,0.365,0.2487,0.598
248,Human Civilization,0.3648,0.2489,0.5996
248,Archive AI,0.3648,0.2489,0.5996
249,Human Civilization,0.3646,0.2492,0.6012
249,Archive AI,0.3646,0.2492,0.6012
250,Human Civilization,0.3644,0.2495,0.6027
250,Archive AI,0.3644,0.2495,0.6027
251,Human Civilization,0.3642,0.2498,0.6044
251,Archive AI,0.3642,0.2498,0.6044
252,Human Civilization,0.364,0.25,0.606
252,Archive AI,0.364,0.25,0.606
253,Human Civilization,0.3637,0.2503,0.6076
253,Archive AI,0.3637,0.2503,0.6076
254,Human Civilization,0.3636,0.2506,0.6093
254,Archive AI,0.3636,0.2506,0.6093
255,Human Civilization,0.3634,0.2509,0.6109
255,Archive AI,0.3634,0.2509,0.6109
256,Human Civilization,0.3632,0.2512,0.6125
256,Archive AI,0.3632,0.2512,0.6125
257,Human Civilization,0.363,0.2515,0.6142
257,Archive AI,0.363,0.2515,0.6142
258,Human Civilization,0.3628,0.2518,0.6158
258,Archive AI,0.3628,0.2518,0.6158
259,Human Civilization,0.3626,0.2521,0.6174
259,Archive AI,0.3626,0.2521,0.6174
260,Human Civilization,0.3624,0.2525,0.6188
260,Archive AI,0.3624,0.2525,0.6188
261,Human Civilization,0.3622,0.2528,0.6204
261,Archive AI,0.3622,0.2528,0.6204
262,Human Civilization,0.362,0.2531,0.6219
262,Archive AI,0.362,0.2531,0.6219
263,Human Civilization,0.3618,0.2534,0.6235
263,Archive AI,0.3618,0.2534,0.6235
264,Human Civilization,0.3616,0.2537,0.6251
264,Archive AI,0.3616,0.2537,0.6251
265,Human Civilization,0.3615,0.254,0.6267
265,Archive AI,0.3615,0.254,0.6267
266,Human Civilization,0.3613,0.2543,0.6284
266,Archive AI,0.3613,0.2543,0.6284
267,Human Civilization,0.3611,0.2546,0.6298
267,Archive AI,0.3611,0.2546,0.6298
268,Human Civilization,0.3608,0.2549,0.6312
268,Archive AI,0.3608,0.2549,0.6312
269,Human Civilization,0.3606,0.2552,0.6327
269,Archive AI,0.3606,0.2552,0.6327
270,Human Civilization,0.3604,0.2554,0.6342
270,Archive AI,0.3604,0.2554,0.6342
271,Human Civilization,0.3602,0.2557,0.6357
271,Archive AI,0.3602,0.2557,0.6357
272,Human Civilization,0.36,0.256,0.6373
272,Archive AI,0.36,0.256,0.6373
273,Human Civilization,0.3597,0.2563,0.6387
273,Archive AI,0.3597,0.2563,0.6387
274,Human Civilization,0.3595,0.2566,0.6402
274,Archive AI,0.3595,0.2566,0.6402
275,Human Civilization,0.3593,0.2568,0.6416
275,Archive AI,0.3593,0.2568,0.6416
276,Human Civilization,0.3591,0.2571,0.6431
276,Archive AI,0.3591,0.2571,0.6431
277,Human Civilization,0.3589,0.2574,0.6445
277,Archive AI,0.3589,0.2574,0.6445
278,Human Civilization,0.3587,0.2578,0.6461
278,Archive AI,0.3587,0.2578,0.6461
279,Human Civilization,0.3584,0.258,0.6474
279,Archive AI,0.3584,0.258,0.6474
280,Human Civilization,0.3582,0.2583,0.6489
280,Archive AI,0.3582,0.2583,0.6489
281,Human Civilization,0.358,0.2586,0.6503
281,Archive AI,0.358,0.2586,0.6503
282,Human Civilization,0.3578,0.2589,0.6516
282,Archive AI,0.3578,0.2589,0.6516
283,Human Civilization,0.3576,0.2591,0.6532
283,Archive AI,0.3576,0.2591,0.6532
284,Human Civilization,0.3574,0.2594,0.6545
284,Archive AI,0.3574,0.2594,0.6545
285,Human Civilization,0.3571,0.2597,0.6558
285,Archive AI,0.3571,0.2597,0.6558
286,Human Civilization,0.3569,0.26,0.6572
286,Archive AI,0.3569,0.26,0.6572
287,Human Civilization,0.3567,0.2602,0.6586
287,Archive AI,0.3567,0.2602,0.6586
288,Human Civilization,0.3565,0.2605,0.6601
288,Archive AI,0.3565,0.2605,0.6601
289,Human Civilization,0.3563,0.2608,0.6614
289,Archive AI,0.3563,0.2608,0.6614
290,Human Civilization,0.3561,0.2611,0.6627
290,Archive AI,0.3561,0.2611,0.6627
291,Human Civilization,0.3558,0.2613,0.6642
291,Archive AI,0.3558,0.2613,0.6642
292,Human Civilization,0.3556,0.2615,0.6655
292,Archive AI,0.3556,0.2615,0.6655
293,Human Civilization,0.3554,0.2618,0.6669
293,Archive AI,0.3554,0.2618,0.6669
294,Human Civilization,0.3552,0.262,0.6683
294,Archive AI,0.3552,0.262,0.6683
295,Human Civilization,0.355,0.2622,0.6698
295,Archive AI,0.355,0.2622,0.6698
296,Human Civilization,0.3548,0.2625,0.6711
296,Archive AI,0.3548,0.2625,0.6711
297,Human Civilization,0.3546,0.2628,0.6723
297,Archive AI,0.3546,0.2628,0.6723
298,Human Civilization,0.3545,0.263,0.6737
298,Archive AI,0.3545,0.263,0.6737
299,Human Civilization,0.3543,0.2633,0.675
299,Archive AI,0.3543,0.2633,0.675
