t,observer,memory,life,alive
130,Human Civilization,1.0,0.9621,True
130,Archive AI,1.0,0.837,True
131,Human Civilization,1.0,0.958,True
131,Archive AI,1.0,0.8406,True
132,Human Civilization,0.9991,0.9667,True
132,Archive AI,1.0,0.8481,True
133,Human Civilization,0.9895,0.966,True
133,Archive AI,0.9995,0.8435,True
134,Human Civilization,1.0,0.9638,True
134,Archive AI,0.9944,0.8407,True
135,Human Civilization,1.0,0.9705,True
135,Archive AI,0.9954,0.8356,True
136,Human Civilization,1.0,0.9715,True
136,Archive AI,0.9938,0.8311,True
137,Human Civilization,1.0,0.9748,True
137,Archive AI,1.0,0.8361,True
138,Human Civilization,0.9948,0.9798,True
138,Archive AI,1.0,0.8421,True
139,Human Civilization,0.9882,0.9814,True
139,Archive AI,0.9988,0.8454,True
140,Human Civilization,0.9905,0.9719,True
140,Archive AI,0.9948,0.8475,True
141,Human Civilization,0.9913,0.9785,True
141,Archive AI,1.0,0.8473,True
142,Human Civilization,1.0,0.9809,True
142,Archive AI,1.0,0.8447,True
143,Human Civilization,1.0,0.9907,True
143,Archive AI,1.0,0.8399,True
144,Human Civilization,1.0,0.9981,True
144,Archive AI,0.9954,0.8354,True
145,Human Civilization,1.0,0.996,True
145,Archive AI,1.0,0.8326,True
146,Human Civilization,1.0,1.0,True
146,Archive AI,1.0,0.8354,True
147,Human Civilization,0.9943,1.0,True
147,Archive AI,1.0,0.8302,True
148,Human Civilization,0.9871,1.0,True
148,Archive AI,0.9923,0.8313,True
149,Human Civilization,1.0,1.0,True
149,Archive AI,0.9997,0.8287,True
150,Human Civilization,1.0,1.0,True
150,Archive AI,1.0,0.8264,True
151,Human Civilization,1.0,1.0,True
151,Archive AI,0.9967,0.8187,True
152,Human Civilization,0.9928,1.0,True
152,Archive AI,1.0,0.8281,True
153,Human Civilization,0.9875,0.9984,True
153,Archive AI,1.0,0.8196,True
154,Human Civilization,1.0,1.0,True
154,Archive AI,1.0,0.8213,True
155,Human Civilization,1.0,0.9956,True
155,Archive AI,0.9989,0.8125,True
156,Human Civilization,1.0,0.9894,True
156,Archive AI,0.9997,0.8203,True
157,Human Civilization,1.0,0.9993,True
157,Archive AI,0.9916,0.8248,True
158,Human Civilization,1.0,0.9998,True
158,Archive AI,1.0,0.8174,True
159,Human Civilization,0.9999,1.0,True
159,Archive AI,0.9992,0.8135,True
160,Human Civilization,1.0,0.9984,True
160,Archive AI,0.9901,0.8099,True
161,Human Civilization,0.9924,1.0,True
161,Archive AI,0.9969,0.8059,True
162,Human Civilization,0.9963,1.0,True
162,Archive AI,0.999,0.8058,True
163,Human Civilization,1.0,1.0,True
163,Archive AI,1.0,0.8026,True
164,Human Civilization,1.0,1.0,True
164,Archive AI,1.0,0.8114,True
165,Human Civilization,0.9999,0.9951,True
165,Archive AI,1.0,0.8189,True
166,Human Civilization,1.0,0.993,True
166,Archive AI,1.0,0.8111,True
167,Human Civilization,1.0,0.9918,True
167,Archive AI,1.0,0.8134,True
168,Human Civilization,0.9957,1.0,True
168,Archive AI,1.0,0.8107,True
169,Human Civilization,0.996,1.0,True
169,Archive AI,0.9921,0.8191,True
170,Human Civilization,1.0,1.0,True
170,Archive AI,0.9886,0.8105,True
171,Human Civilization,1.0,1.0,True
171,Archive AI,1.0,0.8006,True
172,Human Civilization,1.0,1.0,True
172,Archive AI,1.0,0.7921,True
173,Human Civilization,0.9999,0.9924,True
173,Archive AI,1.0,0.7986,True
174,Human Civilization,1.0,0.9949,True
174,Archive AI,0.9984,0.8052,True
175,Human Civilization,1.0,0.9962,True
175,Archive AI,1.0,0.8041,True
176,Human Civilization,1.0,1.0,True
176,Archive AI,1.0,0.7973,True
177,Human Civilization,0.9958,1.0,True
177,Archive AI,0.9933,0.8071,True
178,Human Civilization,1.0,0.9962,True
178,Archive AI,1.0,0.8146,True
179,Human Civilization,0.9909,1.0,True
179,Archive AI,0.9962,0.814,True
180,Human Civilization,1.0,1.0,True
180,Archive AI,1.0,0.8085,True
181,Human Civilization,1.0,0.9901,True
181,Archive AI,1.0,0.8111,True
182,Human Civilization,1.0,0.9973,True
182,Archive AI,1.0,0.816,True
183,Human Civilization,1.0,1.0,True
183,Archive AI,0.9959,0.8098,True
184,Human Civilization,1.0,1.0,True
184,Archive AI,1.0,0.8172,True
185,Human Civilization,1.0,1.0,True
185,Archive AI,1.0,0.8173,True
186,Human Civilization,1.0,1.0,True
186,Archive AI,0.9907,0.8245,True
187,Human Civilization,1.0,0.9936,True
187,Archive AI,1.0,0.8318,True
188,Human Civilization,1.0,0.9958,True
188,Archive AI,1.0,0.8372,True
189,Human Civilization,1.0,0.9934,True
189,Archive AI,0.9908,0.8461,True
190,Human Civilization,1.0,1.0,True
190,Archive AI,0.9886,0.8431,True
191,Human Civilization,0.9995,1.0,True
191,Archive AI,0.9868,0.8421,True
192,Human Civilization,1.0,1.0,True
192,Archive AI,1.0,0.84,True
193,Human Civilization,1.0,0.992,True
193,Archive AI,1.0,0.8454,True
194,Human Civilization,1.0,0.9893,True
194,Archive AI,0.9934,0.8488,True
195,Human Civilization,1.0,0.989,True
195,Archive AI,0.9945,0.8427,True
196,Human Civilization,1.0,0.9859,True
196,Archive AI,1.0,0.8418,True
197,Human Civilization,1.0,0.9774,True
197,Archive AI,1.0,0.845,True
198,Human Civilization,1.0,0.9697,True
198,Archive AI,1.0,0.852,True
199,Human Civilization,1.0,0.9651,True
199,Archive AI,0.994,0.8469,True
200,Human Civilization,1.0,0.9696,True
200,Archive AI,0.9854,0.8548,True
201,Human Civilization,0.9925,0.9712,True
201,Archive AI,0.9784,0.8643,True
202,Human Civilization,0.9851,0.9734,True
202,Archive AI,0.9842,0.8726,True
203,Human Civilization,0.9912,0.9695,True
203,Archive AI,0.9787,0.8659,True
204,Human Civilization,0.9872,0.9725,True
204,Archive AI,0.9713,0.8619,True
205,Human Civilization,0.9983,0.964,True
205,Archive AI,0.9869,0.8535,True
206,Human Civilization,0.9903,0.9703,True
206,Archive AI,0.9862,0.8607,True
207,Human Civilization,1.0,0.9732,True
207,Archive AI,0.9826,0.8589,True
208,Human Civilization,0.9969,0.9736,True
208,Archive AI,0.9891,0.8599,True
209,Human Civilization,1.0,0.9645,True
209,Archive AI,0.9902,0.8554,True
210,Human Civilization,0.9961,0.9644,True
210,Archive AI,0.9893,0.8527,True
211,Human Civilization,1.0,0.9696,True
211,Archive AI,0.994,0.8483,True
212,Human Civilization,1.0,0.9746,True
212,Archive AI,1.0,0.8538,True
213,Human Civilization,1.0,0.9745,True
213,Archive AI,0.9972,0.8576,True
214,Human Civilization,1.0,0.9844,True
214,Archive AI,0.991,0.8578,True
215,Human Civilization,0.9991,0.9823,True
215,Archive AI,0.9828,0.86,True
216,Human Civilization,1.0,0.99,True
216,Archive AI,0.9903,0.8678,True
217,Human Civilization,0.9952,0.9939,True
217,Archive AI,0.9809,0.8746,True
218,Human Civilization,1.0,0.9865,True
218,Archive AI,0.9976,0.8816,True
219,Human Civilization,0.9995,0.9877,True
219,Archive AI,1.0,0.8783,True
220,Human Civilization,1.0,0.9784,True
220,Archive AI,1.0,0.8732,True
221,Human Civilization,0.9956,0.9685,True
221,Archive AI,1.0,0.8807,True
222,Human Civilization,0.9969,0.9683,True
222,Archive AI,1.0,0.8759,True
223,Human Civilization,0.9928,0.9704,True
223,Archive AI,1.0,0.8664,True
224,Human Civilization,0.9946,0.9685,True
224,Archive AI,0.9974,0.8673,True
225,Human Civilization,1.0,0.9641,True
225,Archive AI,0.996,0.8701,True
226,Human Civilization,0.9997,0.9644,True
226,Archive AI,0.9995,0.8616,True
227,Human Civilization,1.0,0.9673,True
227,Archive AI,0.9929,0.8535,True
228,Human Civilization,1.0,0.972,True
228,Archive AI,0.9939,0.8596,True
229,Human Civilization,0.9962,0.9768,True
229,Archive AI,0.9874,0.8669,True
230,Human Civilization,1.0,0.9794,True
230,Archive AI,1.0,0.8764,True
231,Human Civilization,1.0,0.9892,True
231,Archive AI,1.0,0.8702,True
232,Human Civilization,1.0,0.9986,True
232,Archive AI,0.9983,0.87,True
233,Human Civilization,0.9986,1.0,True
233,Archive AI,1.0,0.8777,True
234,Human Civilization,1.0,0.994,True
234,Archive AI,0.9981,0.8774,True
235,Human Civilization,0.9915,0.9934,True
235,Archive AI,0.9894,0.8713,True
236,Human Civilization,0.9854,0.994,True
236,Archive AI,0.9837,0.8768,True
237,Human Civilization,0.9824,0.9887,True
237,Archive AI,0.9822,0.8703,True
238,Human Civilization,0.991,0.9938,True
238,Archive AI,0.9885,0.8688,True
239,Human Civilization,0.9935,0.9946,True
239,Archive AI,0.992,0.8722,True
240,Human Civilization,0.9855,0.994,True
240,Archive AI,1.0,0.8719,True
241,Human Civilization,0.9894,0.9881,True
241,Archive AI,0.9961,0.8707,True
242,Human Civilization,0.9921,0.9818,True
242,Archive AI,1.0,0.87,True
243,Human Civilization,0.9973,0.9873,True
243,Archive AI,1.0,0.8767,True
244,Human Civilization,0.9941,0.9834,True
244,Archive AI,1.0,0.8764,True
245,Human Civilization,0.9909,0.9814,True
245,Archive AI,1.0,0.8719,True
246,Human Civilization,0.9887,0.9836,True
246,Archive AI,1.0,0.8698,True
247,Human Civilization,0.9909,0.9854,True
247,Archive AI,1.0,0.865,True
248,Human Civilization,1.0,0.9862,True
248,Archive AI,1.0,0.8646,True
249,Human Civilization,1.0,0.9833,True
249,Archive AI,1.0,0.8649,True
250,Human Civilization,1.0,0.9858,True
250,Archive AI,0.9982,0.8643,True
251,Human Civilization,0.9966,0.9811,True
251,Archive AI,1.0,0.8554,True
252,Human Civilization,1.0,0.9827,True
252,Archive AI,1.0,0.8619,True
253,Human Civilization,1.0,0.9865,True
253,Archive AI,0.9903,0.8568,True
254,Human Civilization,1.0,0.9879,True
254,Archive AI,0.9987,0.8483,True
255,Human Civilization,1.0,0.9783,True
255,Archive AI,1.0,0.8546,True
256,Human Civilization,1.0,0.9729,True
256,Archive AI,1.0,0.8496,True
257,Human Civilization,0.996,0.9719,True
257,Archive AI,1.0,0.8534,True
258,Human Civilization,1.0,0.9626,True
258,Archive AI,1.0,0.8448,True
259,Human Civilization,0.996,0.9588,True
259,Archive AI,1.0,0.8527,True
260,Human Civilization,0.9908,0.9667,True
260,Archive AI,1.0,0.8517,True
261,Human Civilization,1.0,0.9654,True
261,Archive AI,0.9946,0.8591,True
262,Human Civilization,1.0,0.966,True
262,Archive AI,1.0,0.8497,True
263,Human Civilization,0.9929,0.9585,True
263,Archive AI,1.0,0.857,True
264,Human Civilization,0.9994,0.9586,True
264,Archive AI,1.0,0.8639,True
265,Human Civilization,1.0,0.9602,True
265,Archive AI,0.9901,0.8737,True
266,Human Civilization,0.9933,0.9691,True
266,Archive AI,0.9883,0.869,True
267,Human Civilization,1.0,0.9699,True
267,Archive AI,0.9817,0.8647,True
268,Human Civilization,0.9937,0.9643,True
268,Archive AI,0.9839,0.8589,True
269,Human Civilization,0.9839,0.9727,True
269,Archive AI,0.979,0.8493,True
270,Human Civilization,1.0,0.9735,True
270,Archive AI,0.9699,0.8413,True
271,Human Civilization,0.9971,0.9771,True
271,Archive AI,0.9656,0.8404,True
272,Human Civilization,1.0,0.9829,True
272,Archive AI,0.9566,0.8324,True
273,Human Civilization,1.0,0.9794,True
273,Archive AI,0.9512,0.823,True
274,Human Civilization,1.0,0.9824,True
274,Archive AI,0.9579,0.8318,True
275,Human Civilization,0.9938,0.975,True
275,Archive AI,0.9554,0.8282,True
276,Human Civilization,1.0,0.9721,True
276,Archive AI,0.9621,0.8307,True
277,Human Civilization,1.0,0.9656,True
277,Archive AI,0.9582,0.833,True
278,Human Civilization,1.0,0.9746,True
278,Archive AI,0.9552,0.8377,True
279,Human Civilization,1.0,0.981,True
279,Archive AI,0.9587,0.8304,True
280,Human Civilization,1.0,0.9715,True
280,Archive AI,0.9543,0.8376,True
281,Human Civilization,1.0,0.9726,True
281,Archive AI,0.9736,0.8341,True
282,Human Civilization,0.9909,0.9633,True
282,Archive AI,0.97,0.8438,True
283,Human Civilization,1.0,0.9538,True
283,Archive AI,0.9839,0.8505,True
284,Human Civilization,1.0,0.9525,True
284,Archive AI,0.9839,0.8457,True
285,Human Civilization,1.0,0.9605,True
285,Archive AI,1.0,0.8533,True
286,Human Civilization,0.9954,0.9619,True
286,Archive AI,0.9911,0.8562,True
287,Human Civilization,0.9868,0.9623,True
287,Archive AI,0.9923,0.8599,True
288,Human Civilization,1.0,0.9564,True
288,Archive AI,0.9872,0.8653,True
289,Human Civilization,1.0,0.9521,True
289,Archive AI,0.9861,0.8751,True
290,Human Civilization,0.9934,0.9438,True
290,Archive AI,0.9822,0.8719,True
291,Human Civilization,0.9942,0.9501,True
291,Archive AI,0.9991,0.8731,True
292,Human Civilization,0.9872,0.9515,True
292,Archive AI,1.0,0.8798,True
293,Human Civilization,0.9872,0.9603,True
293,Archive AI,1.0,0.8827,True
294,Human Civilization,0.9914,0.963,True
294,Archive AI,0.9922,0.8807,True
295,Human Civilization,0.9981,0.9593,True
295,Archive AI,0.9957,0.8857,True
296,Human Civilization,0.996,0.9551,True
296,Archive AI,1.0,0.8795,True
297,Human Civilization,1.0,0.9516,True
297,Archive AI,1.0,0.8713,True
298,Human Civilization,1.0,0.9465,True
298,Archive AI,0.9998,0.8734,True
299,Human Civilization,1.0,0.9449,True
299,Archive AI,1.0,0.8771,True
