t,real_name,P,R,Xi,death_type,narration
5,Altair,0.3909,0.9058,0.3547,alive,私はもう爆発しない。
5,Spica,0.0026,0.0,0.8523,alive,青は若さの色ではなく、余命の短さの色だ。
5,Sun,0.8957,0.4717,0.095,alive,私は今日も、昨日と同じように燃えている。
5,Sun,0.4855,0.0,0.438,alive,私は特別ではない。ただ、長く続くだけだ。
5,Sirius,0.8149,0.0,0.1141,alive,私はもう爆発しない。
5,Proxima Centauri,0.9503,0.0,0.5732,alive,私はもう、若かった頃の熱を覚えていない。
5,Altair,0.3991,0.0,0.3236,alive,私は失ったあとで、やっと安定した。
5,Vega,0.6289,0.7012,0.4994,alive,私は失ったあとで、やっと安定した。
5,Vega,0.7172,0.0,0.2178,alive,私はもう爆発しない。
5,Sirius,0.0,0.9532,0.4166,dead,私は光の墓標になった。
5,Altair,0.4246,0.0,0.0634,alive,私はもう爆発しない。
5,Altair,0.4434,0.8039,0.1883,alive,私は失ったあとで、やっと安定した。
5,Alpha Centauri A,0.6432,0.0759,0.0917,alive,私は特別ではない。ただ、長く続くだけだ。
5,Altair,0.17,0.0,0.7581,alive,私はもう爆発しない。
5,Sirius,0.4782,0.0,0.3261,alive,私は失ったあとで、やっと安定した。
5,Rigel,0.0,0.7241,0.1152,dead,私は速すぎた。だから先に終わる。
6,Vega,0.428,0.0,0.4688,alive,私は失ったあとで、やっと安定した。
6,Sun,0.8258,0.9035,0.0746,alive,私は今日も、昨日と同じように燃えている。
6,Sirius,0.0084,0.0,0.404,alive,私はもう爆発しない。
6,Sirius,0.2864,0.864,0.4762,alive,私は失ったあとで、やっと安定した。
6,Altair,0.3639,0.9062,0.3274,alive,私はもう爆発しない。
6,Spica,0.0,0.0,0.8534,dead,私は速すぎた。だから先に終わる。
6,Sun,0.8947,0.4709,0.0901,alive,私は特別ではない。ただ、長く続くだけだ。
6,Sun,0.4852,0.0,0.4397,alive,私は今日も、昨日と同じように燃えている。
6,Sirius,0.7991,0.0,0.133,alive,私は失ったあとで、やっと安定した。
6,Proxima Centauri,0.9503,0.0,0.5687,alive,赤くなったのは、燃え尽きた証だ。
6,Altair,0.3934,0.0,0.3302,alive,私はもう爆発しない。
6,Vega,0.6211,0.7016,0.4893,alive,私はもう爆発しない。
6,Vega,0.712,0.0,0.2098,alive,私はもう爆発しない。
6,Sirius,0.0,0.9526,0.4152,dead,私は光の墓標になった。
6,Altair,0.4069,0.0,0.0822,alive,私はもう爆発しない。
6,Altair,0.3963,0.8037,0.141,alive,私はもう爆発しない。
6,Alpha Centauri A,0.6424,0.0759,0.089,alive,私は今日も、昨日と同じように燃えている。
6,Altair,0.165,0.0,0.7625,alive,私はもう爆発しない。
6,Sirius,0.3972,0.0,0.2451,alive,私は失ったあとで、やっと安定した。
6,Rigel,0.0,0.7245,0.1138,dead,私は速すぎた。だから先に終わる。
7,Vega,0.3876,0.0,0.5101,alive,私はもう爆発しない。
7,Sun,0.8246,0.9032,0.079,alive,私は特別ではない。ただ、長く続くだけだ。
7,Sirius,0.0,0.0,0.4114,dead,私は光の墓標になった。
7,Sirius,0.2361,0.8633,0.5266,alive,私はもう爆発しない。
7,Altair,0.3369,0.9057,0.2999,alive,私はもう爆発しない。
7,Spica,0.0,0.0,0.8522,dead,私は速すぎた。だから先に終わる。
7,Sun,0.8937,0.4705,0.0853,alive,私は特別ではない。ただ、長く続くだけだ。
7,Sun,0.4849,0.0,0.4413,alive,私は特別ではない。ただ、長く続くだけだ。
7,Sirius,0.7833,0.0,0.1517,alive,私はもう爆発しない。
7,Proxima Centauri,0.9503,0.0,0.5647,alive,赤くなったのは、燃え尽きた証だ。
7,Altair,0.3878,0.0,0.3369,alive,私はもう爆発しない。
7,Vega,0.6134,0.7016,0.4804,alive,私はもう爆発しない。
7,Vega,0.7069,0.0,0.2018,alive,私はもう爆発しない。
7,Sirius,0.0,0.9524,0.4138,dead,私は光の墓標になった。
7,Altair,0.3892,0.0,0.1005,alive,私は失ったあとで、やっと安定した。
7,Altair,0.3493,0.8029,0.0934,alive,私は失ったあとで、やっと安定した。
7,Alpha Centauri A,0.6417,0.0759,0.0863,alive,私は特別ではない。ただ、長く続くだけだ。
7,Altair,0.1601,0.0,0.7671,alive,私は失ったあとで、やっと安定した。
7,Sirius,0.3162,0.0,0.1641,alive,私は失ったあとで、やっと安定した。
7,Rigel,0.0,0.7245,0.1134,dead,私は速すぎた。だから先に終わる。
8,Vega,0.3473,0.0,0.5509,alive,私は失ったあとで、やっと安定した。
8,Sun,0.8235,0.9031,0.0834,alive,私は今日も、昨日と同じように燃えている。
8,Sirius,0.0,0.0,0.4104,dead,私は光の墓標になった。
8,Sirius,0.1858,0.8628,0.5764,alive,私は失ったあとで、やっと安定した。
8,Altair,0.31,0.9056,0.2722,alive,私は失ったあとで、やっと安定した。
8,Spica,0.0,0.0,0.8509,dead,私は速すぎた。だから先に終わる。
8,Sun,0.8927,0.4699,0.0804,alive,私は特別ではない。ただ、長く続くだけだ。
8,Sun,0.4846,0.0,0.4429,alive,私は今日も、昨日と同じように燃えている。
8,Sirius,0.7674,0.0,0.1703,alive,私はもう爆発しない。
8,Proxima Centauri,0.9503,0.0,0.5608,alive,私はもう、若かった頃の熱を覚えていない。
8,Altair,0.3821,0.0,0.3434,alive,私は失ったあとで、やっと安定した。
8,Vega,0.6057,0.7005,0.4707,alive,私は失ったあとで、やっと安定した。
8,Vega,0.7017,0.0,0.1942,alive,私は失ったあとで、やっと安定した。
8,Sirius,0.0,0.9524,0.4131,dead,私は光の墓標になった。
8,Altair,0.3716,0.0,0.1188,alive,私は失ったあとで、やっと安定した。
8,Altair,0.3022,0.8029,0.0466,alive,私はもう爆発しない。
8,Alpha Centauri A,0.6409,0.0758,0.0835,alive,私は特別ではない。ただ、長く続くだけだ。
8,Altair,0.1551,0.0,0.7715,alive,私はもう爆発しない。
8,Sirius,0.2351,0.0,0.0831,alive,私はもう爆発しない。
8,Rigel,0.0,0.7236,0.113,dead,私は速すぎた。だから先に終わる。
9,Vega,0.307,0.0,0.5916,alive,私はもう爆発しない。
9,Sun,0.8223,0.9024,0.0879,alive,私は今日も、昨日と同じように燃えている。
9,Sirius,0.0,0.0,0.4098,dead,私は光の墓標になった。
9,Sirius,0.1355,0.8632,0.6263,alive,私はもう爆発しない。
9,Altair,0.283,0.906,0.245,alive,私は失ったあとで、やっと安定した。
9,Spica,0.0,0.0,0.8495,dead,私は速すぎた。だから先に終わる。
9,Sun,0.8917,0.4694,0.0753,alive,私は特別ではない。ただ、長く続くだけだ。
9,Sun,0.4843,0.0,0.4446,alive,私は今日も、昨日と同じように燃えている。
9,Sirius,0.7516,0.0,0.1889,alive,私はもう爆発しない。
9,Proxima Centauri,0.9503,0.0,0.5567,alive,私はもう、若かった頃の熱を覚えていない。
9,Altair,0.3764,0.0,0.3502,alive,私はもう爆発しない。
9,Vega,0.598,0.7002,0.4617,alive,私は失ったあとで、やっと安定した。
9,Vega,0.6965,0.0,0.1864,alive,私は失ったあとで、やっと安定した。
9,Sirius,0.0,0.9513,0.412,dead,私は光の墓標になった。
9,Altair,0.3539,0.0,0.1376,alive,私は失ったあとで、やっと安定した。
9,Altair,0.2552,0.8023,0.0119,alive,私はもう爆発しない。
9,Alpha Centauri A,0.6402,0.0757,0.0806,alive,私は今日も、昨日と同じように燃えている。
9,Altair,0.1501,0.0,0.7759,alive,私はもう爆発しない。
9,Sirius,0.1541,0.0,0.0291,alive,私はもう爆発しない。
9,Rigel,0.0,0.7228,0.1127,dead,私は速すぎた。だから先に終わる。
10,Vega,0.2667,0.0,0.6319,alive,私はもう爆発しない。
10,Sun,0.8211,0.9012,0.0923,alive,私は今日も、昨日と同じように燃えている。
10,Sirius,0.0,0.0,0.4089,dead,私は光の墓標になった。
10,Sirius,0.0852,0.8621,0.6757,alive,私は失ったあとで、やっと安定した。
10,Altair,0.256,0.906,0.2176,alive,私はもう爆発しない。
10,Spica,0.0,0.0,0.8483,dead,私は速すぎた。だから先に終わる。
10,Sun,0.8907,0.4695,0.0702,alive,私は今日も、昨日と同じように燃えている。
10,Sun,0.484,0.0,0.4463,alive,私は今日も、昨日と同じように燃えている。
10,Sirius,0.7358,0.0,0.2074,alive,私は失ったあとで、やっと安定した。
10,Proxima Centauri,0.9502,0.0,0.5528,alive,赤くなったのは、燃え尽きた証だ。
10,Altair,0.3708,0.0,0.3565,alive,私は失ったあとで、やっと安定した。
10,Vega,0.5902,0.6992,0.4526,alive,私はもう爆発しない。
10,Vega,0.6914,0.0,0.1786,alive,私はもう爆発しない。
10,Sirius,0.0,0.9506,0.4103,dead,私は光の墓標になった。
10,Altair,0.3362,0.0,0.1557,alive,私は失ったあとで、やっと安定した。
10,Altair,0.2081,0.802,0.0597,alive,私はもう爆発しない。
10,Alpha Centauri A,0.6394,0.0757,0.0778,alive,私は特別ではない。ただ、長く続くだけだ。
10,Altair,0.1451,0.0,0.7803,alive,私はもう爆発しない。
10,Sirius,0.0731,0.0,0.1091,alive,私はもう爆発しない。
10,Rigel,0.0,0.7219,0.1111,dead,私は速すぎた。だから先に終わる。
11,Vega,0.2264,0.0,0.6723,alive,私は失ったあとで、やっと安定した。
11,Sun,0.8199,0.9005,0.0967,alive,私は特別ではない。ただ、長く続くだけだ。
11,Sirius,0.0,0.0,0.4076,dead,私は光の墓標になった。
11,Sirius,0.0349,0.8618,0.7247,alive,私はもう爆発しない。
11,Altair,0.2291,0.9065,0.1905,alive,私はもう爆発しない。
11,Spica,0.0,0.0,0.847,dead,私は速すぎた。だから先に終わる。
11,Sun,0.8897,0.4696,0.0653,alive,私は特別ではない。ただ、長く続くだけだ。
11,Sun,0.4836,0.0,0.4479,alive,私は特別ではない。ただ、長く続くだけだ。
11,Sirius,0.72,0.0,0.2258,alive,私は失ったあとで、やっと安定した。
11,Proxima Centauri,0.9502,0.0,0.5485,alive,赤くなったのは、燃え尽きた証だ。
11,Altair,0.3651,0.0,0.3632,alive,私はもう爆発しない。
11,Vega,0.5825,0.6984,0.4436,alive,私はもう爆発しない。
11,Vega,0.6862,0.0,0.1705,alive,私はもう爆発しない。
11,Sirius,0.0,0.9509,0.4091,dead,私は光の墓標になった。
11,Altair,0.3185,0.0,0.174,alive,私は失ったあとで、やっと安定した。
11,Altair,0.1611,0.8009,0.1064,alive,私はもう爆発しない。
11,Alpha Centauri A,0.6387,0.0756,0.075,alive,私は特別ではない。ただ、長く続くだけだ。
11,Altair,0.1402,0.0,0.7846,alive,私はもう爆発しない。
11,Sirius,0.0,0.0,0.1805,dead,私は光の墓標になった。
11,Rigel,0.0,0.722,0.1107,dead,私は速すぎた。だから先に終わる。
12,Vega,0.186,0.0,0.7124,alive,私はもう爆発しない。
12,Sun,0.8187,0.9007,0.1011,alive,私は今日も、昨日と同じように燃えている。
12,Sirius,0.0,0.0,0.406,dead,私は光の墓標になった。
12,Sirius,0.0,0.862,0.7582,dead,私は光の墓標になった。
12,Altair,0.2021,0.9068,0.1647,alive,私は失ったあとで、やっと安定した。
12,Spica,0.0,0.0,0.8457,dead,私は速すぎた。だから先に終わる。
12,Sun,0.8887,0.4693,0.0605,alive,私は特別ではない。ただ、長く続くだけだ。
12,Sun,0.4833,0.0,0.4496,alive,私は今日も、昨日と同じように燃えている。
12,Sirius,0.7042,0.0,0.2441,alive,私は失ったあとで、やっと安定した。
12,Proxima Centauri,0.9502,0.0,0.5446,alive,赤くなったのは、燃え尽きた証だ。
12,Altair,0.3594,0.0,0.3696,alive,私はもう爆発しない。
12,Vega,0.5748,0.6976,0.4341,alive,私はもう爆発しない。
12,Vega,0.681,0.0,0.163,alive,私はもう爆発しない。
12,Sirius,0.0,0.9506,0.4083,dead,私は光の墓標になった。
12,Altair,0.3009,0.0,0.1927,alive,私はもう爆発しない。
12,Altair,0.114,0.8007,0.1535,alive,私はもう爆発しない。
12,Alpha Centauri A,0.638,0.0756,0.0721,alive,私は今日も、昨日と同じように燃えている。
12,Altair,0.1352,0.0,0.789,alive,私はもう爆発しない。
12,Sirius,0.0,0.0,0.1794,dead,私は光の墓標になった。
12,Rigel,0.0,0.7213,0.1093,dead,私は速すぎた。だから先に終わる。
13,Vega,0.1457,0.0,0.7521,alive,私は失ったあとで、やっと安定した。
13,Sun,0.8175,0.9001,0.1054,alive,私は特別ではない。ただ、長く続くだけだ。
13,Sirius,0.0,0.0,0.4046,dead,私は光の墓標になった。
13,Sirius,0.0,0.8616,0.7569,dead,私は光の墓標になった。
13,Altair,0.1751,0.9059,0.1382,alive,私は失ったあとで、やっと安定した。
13,Spica,0.0,0.0,0.8444,dead,私は速すぎた。だから先に終わる。
13,Sun,0.8877,0.4687,0.0556,alive,私は特別ではない。ただ、長く続くだけだ。
13,Sun,0.483,0.0,0.4513,alive,私は特別ではない。ただ、長く続くだけだ。
13,Sirius,0.6884,0.0,0.2624,alive,私は失ったあとで、やっと安定した。
13,Proxima Centauri,0.9502,0.0,0.5407,alive,私はもう、若かった頃の熱を覚えていない。
13,Altair,0.3538,0.0,0.3763,alive,私はもう爆発しない。
13,Vega,0.567,0.6973,0.424,alive,私は失ったあとで、やっと安定した。
13,Vega,0.6759,0.0,0.155,alive,私はもう爆発しない。
13,Sirius,0.0,0.9495,0.4072,dead,私は光の墓標になった。
13,Altair,0.2832,0.0,0.2105,alive,私は失ったあとで、やっと安定した。
13,Altair,0.067,0.7997,0.1997,alive,私は失ったあとで、やっと安定した。
13,Alpha Centauri A,0.6372,0.0755,0.0695,alive,私は今日も、昨日と同じように燃えている。
13,Altair,0.1302,0.0,0.7933,alive,私は失ったあとで、やっと安定した。
13,Sirius,0.0,0.0,0.1784,dead,私は光の墓標になった。
13,Rigel,0.0,0.7213,0.1091,dead,私は速すぎた。だから先に終わる。
14,Vega,0.1054,0.0,0.7918,alive,私はもう爆発しない。
14,Sun,0.8163,0.9004,0.1098,alive,私は今日も、昨日と同じように燃えている。
14,Sirius,0.0,0.0,0.4039,dead,私は光の墓標になった。
14,Sirius,0.0,0.8609,0.7557,dead,私は光の墓標になった。
14,Altair,0.1482,0.9058,0.1127,alive,私はもう爆発しない。
14,Spica,0.0,0.0,0.8432,dead,私は速すぎた。だから先に終わる。
14,Sun,0.8867,0.4682,0.0507,alive,私は特別ではない。ただ、長く続くだけだ。
14,Sun,0.4827,0.0,0.453,alive,私は今日も、昨日と同じように燃えている。
14,Sirius,0.6726,0.0,0.2805,alive,私はもう爆発しない。
14,Proxima Centauri,0.9502,0.0,0.5364,alive,赤くなったのは、燃え尽きた証だ。
14,Altair,0.3481,0.0,0.3827,alive,私は失ったあとで、やっと安定した。
14,Vega,0.5593,0.6976,0.4142,alive,私はもう爆発しない。
14,Vega,0.6707,0.0,0.1473,alive,私は失ったあとで、やっと安定した。
14,Sirius,0.0,0.949,0.4056,dead,私は光の墓標になった。
14,Altair,0.2655,0.0,0.2281,alive,私は失ったあとで、やっと安定した。
14,Altair,0.0199,0.7994,0.2462,alive,私はもう爆発しない。
14,Alpha Centauri A,0.6365,0.0754,0.0665,alive,私は特別ではない。ただ、長く続くだけだ。
14,Altair,0.1253,0.0,0.7975,alive,私はもう爆発しない。
14,Sirius,0.0,0.0,0.1771,dead,私は光の墓標になった。
14,Rigel,0.0,0.7202,0.1081,dead,私は速すぎた。だから先に終わる。
15,Vega,0.0651,0.0,0.8311,alive,私は失ったあとで、やっと安定した。
15,Sun,0.8151,0.8995,0.114,alive,私は今日も、昨日と同じように燃えている。
15,Sirius,0.0,0.0,0.4024,dead,私は光の墓標になった。
15,Sirius,0.0,0.8597,0.7543,dead,私は光の墓標になった。
15,Altair,0.1212,0.905,0.0863,alive,私はもう爆発しない。
15,Spica,0.0,0.0,0.8419,dead,私は速すぎた。だから先に終わる。
15,Sun,0.8857,0.4678,0.0457,alive,私は特別ではない。ただ、長く続くだけだ。
15,Sun,0.4824,0.0,0.4547,alive,私は特別ではない。ただ、長く続くだけだ。
15,Sirius,0.6568,0.0,0.2986,alive,私は失ったあとで、やっと安定した。
15,Proxima Centauri,0.9502,0.0,0.5316,alive,私はもう、若かった頃の熱を覚えていない。
15,Altair,0.3424,0.0,0.3892,alive,私は失ったあとで、やっと安定した。
15,Vega,0.5516,0.6977,0.4042,alive,私は失ったあとで、やっと安定した。
15,Vega,0.6655,0.0,0.1396,alive,私は失ったあとで、やっと安定した。
15,Sirius,0.0,0.9493,0.404,dead,私は光の墓標になった。
15,Altair,0.2479,0.0,0.2464,alive,私はもう爆発しない。
15,Altair,0.0,0.7986,0.2645,dead,私は光の墓標になった。
15,Alpha Centauri A,0.6357,0.0754,0.0639,alive,私は今日も、昨日と同じように燃えている。
15,Altair,0.1203,0.0,0.8018,alive,私は失ったあとで、やっと安定した。
15,Sirius,0.0,0.0,0.1762,dead,私は光の墓標になった。
15,Rigel,0.0,0.7199,0.1066,dead,私は速すぎた。だから先に終わる。
16,Vega,0.0248,0.0,0.8702,alive,私はもう爆発しない。
16,Sun,0.8139,0.8999,0.1183,alive,私は特別ではない。ただ、長く続くだけだ。
16,Sirius,0.0,0.0,0.4016,dead,私は光の墓標になった。
16,Sirius,0.0,0.8594,0.7531,dead,私は光の墓標になった。
16,Altair,0.0942,0.9053,0.1045,alive,私は失ったあとで、やっと安定した。
16,Spica,0.0,0.0,0.8405,dead,私は速すぎた。だから先に終わる。
16,Sun,0.8847,0.4677,0.0407,alive,私は特別ではない。ただ、長く続くだけだ。
16,Sun,0.4821,0.0,0.4563,alive,私は特別ではない。ただ、長く続くだけだ。
16,Sirius,0.6409,0.0,0.3166,alive,私は失ったあとで、やっと安定した。
16,Proxima Centauri,0.9502,0.0,0.5273,alive,赤くなったのは、燃え尽きた証だ。
16,Altair,0.3368,0.0,0.3958,alive,私は失ったあとで、やっと安定した。
16,Vega,0.5438,0.698,0.3942,alive,私はもう爆発しない。
16,Vega,0.6604,0.0,0.1317,alive,私は失ったあとで、やっと安定した。
16,Sirius,0.0,0.9494,0.4033,dead,私は光の墓標になった。
16,Altair,0.2302,0.0,0.2641,alive,私は失ったあとで、やっと安定した。
16,Altair,0.0,0.7988,0.2627,dead,私は光の墓標になった。
16,Alpha Centauri A,0.635,0.0753,0.0612,alive,私は今日も、昨日と同じように燃えている。
16,Altair,0.1153,0.0,0.8061,alive,私はもう爆発しない。
16,Sirius,0.0,0.0,0.1758,dead,私は光の墓標になった。
16,Rigel,0.0,0.72,0.1061,dead,私は速すぎた。だから先に終わる。
17,Vega,0.0,0.0,0.8935,dead,私は光の墓標になった。
17,Sun,0.8127,0.9004,0.1227,alive,私は今日も、昨日と同じように燃えている。
17,Sirius,0.0,0.0,0.4002,dead,私は光の墓標になった。
17,Sirius,0.0,0.8586,0.7519,dead,私は光の墓標になった。
17,Altair,0.0673,0.904,0.1303,alive,私はもう爆発しない。
17,Spica,0.0,0.0,0.8393,dead,私は速すぎた。だから先に終わる。
17,Sun,0.8837,0.4677,0.0356,alive,私は今日も、昨日と同じように燃えている。
17,Sun,0.4818,0.0,0.458,alive,私は今日も、昨日と同じように燃えている。
17,Sirius,0.6251,0.0,0.3344,alive,私はもう爆発しない。
17,Proxima Centauri,0.9501,0.0,0.5232,alive,私はもう、若かった頃の熱を覚えていない。
17,Altair,0.3311,0.0,0.4021,alive,私はもう爆発しない。
17,Vega,0.5361,0.6983,0.3843,alive,私はもう爆発しない。
17,Vega,0.6552,0.0,0.1243,alive,私はもう爆発しない。
17,Sirius,0.0,0.9482,0.4021,dead,私は光の墓標になった。
