t,real_name,P,R,Xi,death_type,narration
9,Altair,0.0,0.0,0.4121,dead,私は光の墓標になった。
9,Vega,0.7424,0.0,0.2025,alive,私は失ったあとで、やっと安定した。
10,Spica,0.0,0.8336,0.644,dead,私は速すぎた。だから先に終わる。
10,Sirius,0.9005,0.0,0.8059,alive,私は失ったあとで、やっと安定した。
10,Vega,0.0,0.0,0.9185,dead,私は光の墓標になった。
10,Sirius,0.0311,0.0,0.1251,alive,私は失ったあとで、やっと安定した。
10,Spica,0.0,0.3856,0.6636,dead,私は速すぎた。だから先に終わる。
10,Sun,0.5671,0.0,0.2605,alive,私は今日も、昨日と同じように燃えている。
10,Vega,0.9191,0.0,0.631,alive,私はもう爆発しない。
10,Rigel,0.0,0.0,0.7054,dead,私は速すぎた。だから先に終わる。
10,Rigel,0.0,0.1527,0.335,dead,私は速すぎた。だから先に終わる。
10,Sirius,0.0,0.9226,0.1787,dead,私は光の墓標になった。
10,Vega,0.7604,0.0,0.4816,alive,私はもう爆発しない。
10,Sirius,0.0636,0.8431,0.2382,alive,私は失ったあとで、やっと安定した。
10,Altair,0.1745,0.5929,0.2325,alive,私は失ったあとで、やっと安定した。
10,Sirius,0.4939,0.494,0.3869,alive,私はもう爆発しない。
10,Altair,0.6752,0.3534,0.1572,alive,私は失ったあとで、やっと安定した。
10,Alpha Centauri A,0.9749,0.9558,0.3487,alive,私は今日も、昨日と同じように燃えている。
10,Rigel,0.0,0.0,0.4211,dead,私は速すぎた。だから先に終わる。
10,Spica,0.0,0.1475,0.3831,dead,私は速すぎた。だから先に終わる。
10,Altair,0.0,0.0,0.4114,dead,私は光の墓標になった。
10,Vega,0.7274,0.0,0.2202,alive,私はもう爆発しない。
11,Spica,0.0,0.8336,0.6425,dead,私は速すぎた。だから先に終わる。
11,Sirius,0.8977,0.0,0.7989,alive,私は失ったあとで、やっと安定した。
11,Vega,0.0,0.0,0.9173,dead,私は光の墓標になった。
11,Sirius,0.0,0.0,0.1556,dead,私は光の墓標になった。
11,Spica,0.0,0.3857,0.6625,dead,私は速すぎた。だから先に終わる。
11,Sun,0.5654,0.0,0.2639,alive,私は今日も、昨日と同じように燃えている。
11,Vega,0.9134,0.0,0.6213,alive,私は失ったあとで、やっと安定した。
11,Rigel,0.0,0.0,0.7038,dead,私は速すぎた。だから先に終わる。
11,Rigel,0.0,0.1526,0.3341,dead,私は速すぎた。だから先に終わる。
11,Sirius,0.0,0.9231,0.1785,dead,私は光の墓標になった。
11,Vega,0.7518,0.0,0.4705,alive,私は失ったあとで、やっと安定した。
11,Sirius,0.0512,0.842,0.2492,alive,私は失ったあとで、やっと安定した。
11,Altair,0.1022,0.5926,0.3046,alive,私は失ったあとで、やっと安定した。
11,Sirius,0.4736,0.494,0.3652,alive,私は失ったあとで、やっと安定した。
11,Altair,0.6703,0.3535,0.1647,alive,私は失ったあとで、やっと安定した。
11,Alpha Centauri A,0.9739,0.9545,0.3434,alive,私は特別ではない。ただ、長く続くだけだ。
11,Rigel,0.0,0.0,0.4204,dead,私は速すぎた。だから先に終わる。
11,Spica,0.0,0.1474,0.3816,dead,私は速すぎた。だから先に終わる。
11,Altair,0.0,0.0,0.4106,dead,私は光の墓標になった。
11,Vega,0.7125,0.0,0.2377,alive,私はもう爆発しない。
12,Spica,0.0,0.8339,0.6415,dead,私は速すぎた。だから先に終わる。
12,Sirius,0.8948,0.0,0.7928,alive,私は失ったあとで、やっと安定した。
12,Vega,0.0,0.0,0.9159,dead,私は光の墓標になった。
12,Sirius,0.0,0.0,0.1538,dead,私は光の墓標になった。
12,Spica,0.0,0.3855,0.661,dead,私は速すぎた。だから先に終わる。
12,Sun,0.5637,0.0,0.2676,alive,私は特別ではない。ただ、長く続くだけだ。
12,Vega,0.9078,0.0,0.6117,alive,私は失ったあとで、やっと安定した。
12,Rigel,0.0,0.0,0.7024,dead,私は速すぎた。だから先に終わる。
12,Rigel,0.0,0.1525,0.3331,dead,私は速すぎた。だから先に終わる。
12,Sirius,0.0,0.9217,0.1766,dead,私は光の墓標になった。
12,Vega,0.7432,0.0,0.4588,alive,私はもう爆発しない。
12,Sirius,0.0388,0.8424,0.2602,alive,私はもう爆発しない。
12,Altair,0.03,0.592,0.3763,alive,私はもう爆発しない。
12,Sirius,0.4532,0.494,0.3445,alive,私はもう爆発しない。
12,Altair,0.6654,0.3532,0.1721,alive,私はもう爆発しない。
12,Alpha Centauri A,0.9728,0.9538,0.3377,alive,私は特別ではない。ただ、長く続くだけだ。
12,Rigel,0.0,0.0,0.4198,dead,私は速すぎた。だから先に終わる。
12,Spica,0.0,0.1475,0.3812,dead,私は速すぎた。だから先に終わる。
12,Altair,0.0,0.0,0.4095,dead,私は光の墓標になった。
12,Vega,0.6976,0.0,0.2551,alive,私はもう爆発しない。
13,Spica,0.0,0.8329,0.6402,dead,私は速すぎた。だから先に終わる。
13,Sirius,0.892,0.0,0.7858,alive,私はもう爆発しない。
13,Vega,0.0,0.0,0.9146,dead,私は光の墓標になった。
13,Sirius,0.0,0.0,0.1521,dead,私は光の墓標になった。
13,Spica,0.0,0.3856,0.6599,dead,私は速すぎた。だから先に終わる。
13,Sun,0.562,0.0,0.2712,alive,私は特別ではない。ただ、長く続くだけだ。
13,Vega,0.9021,0.0,0.6028,alive,私はもう爆発しない。
13,Rigel,0.0,0.0,0.7009,dead,私は速すぎた。だから先に終わる。
13,Rigel,0.0,0.1524,0.3317,dead,私は速すぎた。だから先に終わる。
13,Sirius,0.0,0.9222,0.1765,dead,私は光の墓標になった。
13,Vega,0.7346,0.0,0.448,alive,私はもう爆発しない。
13,Sirius,0.0264,0.8427,0.2715,alive,私は失ったあとで、やっと安定した。
13,Altair,0.0,0.5913,0.4046,dead,私は光の墓標になった。
13,Sirius,0.4329,0.4934,0.323,alive,私は失ったあとで、やっと安定した。
13,Altair,0.6605,0.3532,0.1795,alive,私は失ったあとで、やっと安定した。
13,Alpha Centauri A,0.9717,0.9539,0.332,alive,私は特別ではない。ただ、長く続くだけだ。
13,Rigel,0.0,0.0,0.4183,dead,私は速すぎた。だから先に終わる。
13,Spica,0.0,0.1473,0.38,dead,私は速すぎた。だから先に終わる。
13,Altair,0.0,0.0,0.4088,dead,私は光の墓標になった。
13,Vega,0.6827,0.0,0.2725,alive,私はもう爆発しない。
14,Spica,0.0,0.8326,0.6389,dead,私は速すぎた。だから先に終わる。
14,Sirius,0.8891,0.0,0.779,alive,私は失ったあとで、やっと安定した。
14,Vega,0.0,0.0,0.9133,dead,私は光の墓標になった。
14,Sirius,0.0,0.0,0.152,dead,私は光の墓標になった。
14,Spica,0.0,0.3852,0.6586,dead,私は速すぎた。だから先に終わる。
14,Sun,0.5603,0.0,0.2748,alive,私は特別ではない。ただ、長く続くだけだ。
14,Vega,0.8964,0.0,0.5933,alive,私は失ったあとで、やっと安定した。
14,Rigel,0.0,0.0,0.6998,dead,私は速すぎた。だから先に終わる。
14,Rigel,0.0,0.1524,0.3301,dead,私は速すぎた。だから先に終わる。
14,Sirius,0.0,0.9209,0.1762,dead,私は光の墓標になった。
14,Vega,0.726,0.0,0.4364,alive,私はもう爆発しない。
14,Sirius,0.014,0.8426,0.2831,alive,私はもう爆発しない。
14,Altair,0.0,0.5915,0.4031,dead,私は光の墓標になった。
14,Sirius,0.4126,0.4934,0.3017,alive,私はもう爆発しない。
14,Altair,0.6556,0.3532,0.1869,alive,私はもう爆発しない。
14,Alpha Centauri A,0.9706,0.9544,0.3264,alive,私は今日も、昨日と同じように燃えている。
14,Rigel,0.0,0.0,0.4166,dead,私は速すぎた。だから先に終わる。
14,Spica,0.0,0.1472,0.3788,dead,私は速すぎた。だから先に終わる。
14,Altair,0.0,0.0,0.4078,dead,私は光の墓標になった。
14,Vega,0.6678,0.0,0.2897,alive,私はもう爆発しない。
15,Spica,0.0,0.8322,0.6375,dead,私は速すぎた。だから先に終わる。
15,Sirius,0.8863,0.0,0.7729,alive,私は失ったあとで、やっと安定した。
15,Vega,0.0,0.0,0.9119,dead,私は光の墓標になった。
15,Sirius,0.0,0.0,0.1504,dead,私は光の墓標になった。
15,Spica,0.0,0.3851,0.6574,dead,私は速すぎた。だから先に終わる。
15,Sun,0.5586,0.0,0.2784,alive,私は今日も、昨日と同じように燃えている。
15,Vega,0.8908,0.0,0.5838,alive,私は失ったあとで、やっと安定した。
15,Rigel,0.0,0.0,0.6986,dead,私は速すぎた。だから先に終わる。
15,Rigel,0.0,0.1524,0.3292,dead,私は速すぎた。だから先に終わる。
15,Sirius,0.0,0.9196,0.1755,dead,私は光の墓標になった。
15,Vega,0.7174,0.0,0.4255,alive,私はもう爆発しない。
15,Sirius,0.0015,0.842,0.2945,alive,私は失ったあとで、やっと安定した。
15,Altair,0.0,0.5915,0.4019,dead,私は光の墓標になった。
15,Sirius,0.3922,0.4934,0.2805,alive,私は失ったあとで、やっと安定した。
15,Altair,0.6507,0.353,0.1944,alive,私はもう爆発しない。
15,Alpha Centauri A,0.9696,0.9542,0.3209,alive,私は今日も、昨日と同じように燃えている。
15,Rigel,0.0,0.0,0.4156,dead,私は速すぎた。だから先に終わる。
15,Spica,0.0,0.1472,0.378,dead,私は速すぎた。だから先に終わる。
15,Altair,0.0,0.0,0.4065,dead,私は光の墓標になった。
15,Vega,0.6528,0.0,0.3069,alive,私はもう爆発しない。
16,Spica,0.0,0.8322,0.6361,dead,私は速すぎた。だから先に終わる。
16,Sirius,0.8834,0.0,0.7673,alive,私はもう爆発しない。
16,Vega,0.0,0.0,0.9106,dead,私は光の墓標になった。
16,Sirius,0.0,0.0,0.1493,dead,私は光の墓標になった。
16,Spica,0.0,0.385,0.6565,dead,私は速すぎた。だから先に終わる。
16,Sun,0.5569,0.0,0.2818,alive,私は今日も、昨日と同じように燃えている。
16,Vega,0.8851,0.0,0.5741,alive,私はもう爆発しない。
16,Rigel,0.0,0.0,0.6973,dead,私は速すぎた。だから先に終わる。
16,Rigel,0.0,0.1523,0.3278,dead,私は速すぎた。だから先に終わる。
16,Sirius,0.0,0.9188,0.1746,dead,私は光の墓標になった。
16,Vega,0.7088,0.0,0.4146,alive,私は失ったあとで、やっと安定した。
16,Sirius,0.0,0.8416,0.2951,dead,私は光の墓標になった。
16,Altair,0.0,0.5912,0.4005,dead,私は光の墓標になった。
16,Sirius,0.3719,0.4933,0.2602,alive,私は失ったあとで、やっと安定した。
16,Altair,0.6458,0.3526,0.2016,alive,私は失ったあとで、やっと安定した。
16,Alpha Centauri A,0.9685,0.954,0.3157,alive,私は特別ではない。ただ、長く続くだけだ。
16,Rigel,0.0,0.0,0.4151,dead,私は速すぎた。だから先に終わる。
16,Spica,0.0,0.1471,0.3774,dead,私は速すぎた。だから先に終わる。
16,Altair,0.0,0.0,0.4051,dead,私は光の墓標になった。
16,Vega,0.6379,0.0,0.324,alive,私は失ったあとで、やっと安定した。
17,Spica,0.0,0.8322,0.6351,dead,私は速すぎた。だから先に終わる。
17,Sirius,0.8806,0.0,0.7607,alive,私は失ったあとで、やっと安定した。
17,Vega,0.0,0.0,0.9093,dead,私は光の墓標になった。
17,Sirius,0.0,0.0,0.1479,dead,私は光の墓標になった。
17,Spica,0.0,0.3845,0.6555,dead,私は速すぎた。だから先に終わる。
17,Sun,0.5552,0.0,0.2855,alive,私は特別ではない。ただ、長く続くだけだ。
17,Vega,0.8795,0.0,0.5647,alive,私はもう爆発しない。
17,Rigel,0.0,0.0,0.696,dead,私は速すぎた。だから先に終わる。
17,Rigel,0.0,0.1523,0.3262,dead,私は速すぎた。だから先に終わる。
17,Sirius,0.0,0.9183,0.1745,dead,私は光の墓標になった。
17,Vega,0.7002,0.0,0.403,alive,私は失ったあとで、やっと安定した。
17,Sirius,0.0,0.8411,0.2943,dead,私は光の墓標になった。
17,Altair,0.0,0.5911,0.3998,dead,私は光の墓標になった。
17,Sirius,0.3516,0.4928,0.2401,alive,私はもう爆発しない。
17,Altair,0.6409,0.3527,0.2088,alive,私は失ったあとで、やっと安定した。
17,Alpha Centauri A,0.9674,0.953,0.3102,alive,私は特別ではない。ただ、長く続くだけだ。
