t,real_name,P,R,Xi,death_type,narration
2,Bellatrix,0.5006,0.9261,0.4188,alive,私は生まれた瞬間から、燃えすぎていた。
2,Bellatrix,0.068,0.1392,0.9301,alive,青は若さの色ではなく、余命の短さの色だ。
2,Alpha Centauri A,0.3459,0.0,0.2191,alive,私は今日も、昨日と同じように燃えている。
2,Altair,0.9316,0.0,0.0856,alive,私はもう爆発しない。
2,Bellatrix,0.0661,0.0,0.1034,alive,私は生まれた瞬間から、燃えすぎていた。
3,Vega,0.0,0.1612,0.9845,dead,私は光の墓標になった。
3,Vega,0.0602,0.0953,0.2254,alive,私はもう爆発しない。
3,Sirius,0.5828,0.122,0.4889,alive,私はもう爆発しない。
3,Bellatrix,0.1517,0.0873,0.2514,alive,私は生まれた瞬間から、燃えすぎていた。
3,Vega,0.5229,0.4534,0.2068,alive,私は失ったあとで、やっと安定した。
3,Altair,0.0925,0.9313,0.1074,alive,私はもう爆発しない。
3,Altair,0.3545,0.9409,0.3516,alive,私はもう爆発しない。
3,Sirius,0.4842,0.0,0.3481,alive,私は失ったあとで、やっと安定した。
3,Sirius,0.0746,0.1006,0.2631,alive,私はもう爆発しない。
3,Sirius,0.1205,0.0,0.5226,alive,私はもう爆発しない。
3,Altair,0.5168,0.782,0.4557,alive,私は失ったあとで、やっと安定した。
3,Vega,0.7185,0.3664,0.1456,alive,私は失ったあとで、やっと安定した。
3,Altair,0.0,0.0,0.7506,dead,私は光の墓標になった。
3,Vega,0.8339,0.8911,0.3342,alive,私はもう爆発しない。
3,Rigel,0.4347,0.0,0.5114,alive,青は若さの色ではなく、余命の短さの色だ。
3,Bellatrix,0.3917,0.9256,0.3094,alive,青は若さの色ではなく、余命の短さの色だ。
3,Bellatrix,0.0,0.1391,0.9966,dead,私は速すぎた。だから先に終わる。
3,Alpha Centauri A,0.3437,0.0,0.2224,alive,私は特別ではない。ただ、長く続くだけだ。
3,Altair,0.9192,0.0,0.0692,alive,私はもう爆発しない。
3,Bellatrix,0.0,0.0,0.1686,dead,私は速すぎた。だから先に終わる。
4,Vega,0.0,0.1612,0.9831,dead,私は光の墓標になった。
4,Vega,0.0,0.0953,0.2842,dead,私は光の墓標になった。
4,Sirius,0.5391,0.1221,0.4444,alive,私は失ったあとで、やっと安定した。
4,Bellatrix,0.0611,0.0872,0.3416,alive,青は若さの色ではなく、余命の短さの色だ。
4,Vega,0.4688,0.4527,0.1515,alive,私は失ったあとで、やっと安定した。
4,Altair,0.0035,0.9301,0.1954,alive,私は失ったあとで、やっと安定した。
4,Altair,0.3387,0.9404,0.3354,alive,私はもう爆発しない。
4,Sirius,0.4703,0.0,0.3336,alive,私はもう爆発しない。
4,Sirius,0.0613,0.1007,0.2756,alive,私は失ったあとで、やっと安定した。
4,Sirius,0.0912,0.0,0.551,alive,私は失ったあとで、やっと安定した。
4,Altair,0.4377,0.7809,0.3766,alive,私はもう爆発しない。
4,Vega,0.6674,0.3662,0.0925,alive,私はもう爆発しない。
4,Altair,0.0,0.0,0.7491,dead,私は光の墓標になった。
4,Vega,0.831,0.8908,0.3283,alive,私は失ったあとで、やっと安定した。
4,Rigel,0.2992,0.0,0.6472,alive,私は生まれた瞬間から、燃えすぎていた。
4,Bellatrix,0.2828,0.9252,0.2014,alive,私は生まれた瞬間から、燃えすぎていた。
4,Bellatrix,0.0,0.1389,0.9951,dead,私は速すぎた。だから先に終わる。
4,Alpha Centauri A,0.3416,0.0,0.2252,alive,私は特別ではない。ただ、長く続くだけだ。
4,Altair,0.9068,0.0,0.0528,alive,私は失ったあとで、やっと安定した。
4,Bellatrix,0.0,0.0,0.1682,dead,私は速すぎた。だから先に終わる。
5,Vega,0.0,0.1612,0.9818,dead,私は光の墓標になった。
5,Vega,0.0,0.0953,0.284,dead,私は光の墓標になった。
5,Sirius,0.4955,0.1219,0.3997,alive,私はもう爆発しない。
5,Bellatrix,0.0,0.0871,0.4021,dead,私は速すぎた。だから先に終わる。
5,Vega,0.4148,0.4526,0.0962,alive,私はもう爆発しない。
5,Altair,0.0,0.9297,0.1971,dead,私は光の墓標になった。
5,Altair,0.3228,0.9402,0.3193,alive,私はもう爆発しない。
5,Sirius,0.4564,0.0,0.3193,alive,私はもう爆発しない。
5,Sirius,0.0479,0.1006,0.2889,alive,私は失ったあとで、やっと安定した。
5,Sirius,0.0618,0.0,0.5798,alive,私は失ったあとで、やっと安定した。
5,Altair,0.3587,0.7799,0.298,alive,私はもう爆発しない。
5,Vega,0.6162,0.3657,0.0397,alive,私はもう爆発しない。
5,Altair,0.0,0.0,0.7477,dead,私は光の墓標になった。
5,Vega,0.828,0.8896,0.3222,alive,私は失ったあとで、やっと安定した。
5,Rigel,0.1636,0.0,0.7823,alive,私は生まれた瞬間から、燃えすぎていた。
5,Bellatrix,0.1739,0.9239,0.0938,alive,青は若さの色ではなく、余命の短さの色だ。
5,Bellatrix,0.0,0.1389,0.9936,dead,私は速すぎた。だから先に終わる。
5,Alpha Centauri A,0.3395,0.0,0.2279,alive,私は特別ではない。ただ、長く続くだけだ。
5,Altair,0.8944,0.0,0.0366,alive,私は失ったあとで、やっと安定した。
5,Bellatrix,0.0,0.0,0.1676,dead,私は速すぎた。だから先に終わる。
6,Vega,0.0,0.1609,0.9804,dead,私は光の墓標になった。
6,Vega,0.0,0.0951,0.2838,dead,私は光の墓標になった。
6,Sirius,0.4518,0.1218,0.3552,alive,私は失ったあとで、やっと安定した。
6,Bellatrix,0.0,0.087,0.4005,dead,私は速すぎた。だから先に終わる。
6,Vega,0.3607,0.4528,0.0611,alive,私はもう爆発しない。
6,Altair,0.0,0.9301,0.196,dead,私は光の墓標になった。
6,Altair,0.307,0.9401,0.3044,alive,私は失ったあとで、やっと安定した。
6,Sirius,0.4425,0.0,0.3038,alive,私は失ったあとで、やっと安定した。
6,Sirius,0.0346,0.1005,0.3008,alive,私はもう爆発しない。
6,Sirius,0.0325,0.0,0.608,alive,私は失ったあとで、やっと安定した。
6,Altair,0.2797,0.7788,0.2186,alive,私はもう爆発しない。
6,Vega,0.5651,0.3653,0.0177,alive,私は失ったあとで、やっと安定した。
6,Altair,0.0,0.0,0.7464,dead,私は光の墓標になった。
6,Vega,0.8251,0.8886,0.316,alive,私は失ったあとで、やっと安定した。
6,Rigel,0.0281,0.0,0.9166,alive,青は若さの色ではなく、余命の短さの色だ。
6,Bellatrix,0.065,0.923,0.1456,alive,青は若さの色ではなく、余命の短さの色だ。
6,Bellatrix,0.0,0.1389,0.9921,dead,私は速すぎた。だから先に終わる。
6,Alpha Centauri A,0.3373,0.0,0.2307,alive,私は今日も、昨日と同じように燃えている。
6,Altair,0.882,0.0,0.0204,alive,私は失ったあとで、やっと安定した。
6,Bellatrix,0.0,0.0,0.1664,dead,私は速すぎた。だから先に終わる。
7,Vega,0.0,0.1609,0.979,dead,私は光の墓標になった。
7,Vega,0.0,0.095,0.2831,dead,私は光の墓標になった。
7,Sirius,0.4081,0.1217,0.3104,alive,私はもう爆発しない。
7,Bellatrix,0.0,0.087,0.3995,dead,私は速すぎた。だから先に終わる。
7,Vega,0.3067,0.4526,0.1162,alive,私は失ったあとで、やっと安定した。
7,Altair,0.0,0.9297,0.1945,dead,私は光の墓標になった。
7,Altair,0.2912,0.9387,0.2894,alive,私はもう爆発しない。
7,Sirius,0.4286,0.0,0.2896,alive,私はもう爆発しない。
7,Sirius,0.0212,0.1005,0.313,alive,私は失ったあとで、やっと安定した。
7,Sirius,0.0032,0.0,0.6357,alive,私はもう爆発しない。
7,Altair,0.2007,0.779,0.1403,alive,私はもう爆発しない。
7,Vega,0.514,0.3653,0.0704,alive,私はもう爆発しない。
7,Altair,0.0,0.0,0.7454,dead,私は光の墓標になった。
7,Vega,0.8222,0.8881,0.3098,alive,私はもう爆発しない。
7,Rigel,0.0,0.0,0.9434,dead,私は速すぎた。だから先に終わる。
7,Bellatrix,0.0,0.9229,0.2095,dead,私は速すぎた。だから先に終わる。
7,Bellatrix,0.0,0.1388,0.9906,dead,私は速すぎた。だから先に終わる。
7,Alpha Centauri A,0.3352,0.0,0.2336,alive,私は今日も、昨日と同じように燃えている。
7,Altair,0.8696,0.0,0.0042,alive,私は失ったあとで、やっと安定した。
7,Bellatrix,0.0,0.0,0.1654,dead,私は速すぎた。だから先に終わる。
8,Vega,0.0,0.1607,0.9776,dead,私は光の墓標になった。
8,Vega,0.0,0.0949,0.2826,dead,私は光の墓標になった。
8,Sirius,0.3644,0.1217,0.2668,alive,私は失ったあとで、やっと安定した。
8,Bellatrix,0.0,0.0869,0.3984,dead,私は速すぎた。だから先に終わる。
8,Vega,0.2527,0.452,0.1706,alive,私は失ったあとで、やっと安定した。
8,Altair,0.0,0.9298,0.1941,dead,私は光の墓標になった。
8,Altair,0.2753,0.9376,0.2737,alive,私は失ったあとで、やっと安定した。
8,Sirius,0.4147,0.0,0.2745,alive,私はもう爆発しない。
8,Sirius,0.0079,0.1005,0.325,alive,私はもう爆発しない。
8,Sirius,0.0,0.0,0.6376,dead,私は光の墓標になった。
8,Altair,0.1217,0.7786,0.0818,alive,私はもう爆発しない。
8,Vega,0.4629,0.3654,0.1228,alive,私はもう爆発しない。
8,Altair,0.0,0.0,0.744,dead,私は光の墓標になった。
8,Vega,0.8193,0.8875,0.3038,alive,私は失ったあとで、やっと安定した。
8,Rigel,0.0,0.0,0.9421,dead,私は速すぎた。だから先に終わる。
8,Bellatrix,0.0,0.9226,0.2084,dead,私は速すぎた。だから先に終わる。
8,Bellatrix,0.0,0.1388,0.9892,dead,私は速すぎた。だから先に終わる。
8,Alpha Centauri A,0.333,0.0,0.2362,alive,私は今日も、昨日と同じように燃えている。
8,Altair,0.8573,0.0,0.013,alive,私はもう爆発しない。
8,Bellatrix,0.0,0.0,0.1651,dead,私は速すぎた。だから先に終わる。
9,Vega,0.0,0.1607,0.9762,dead,私は光の墓標になった。
9,Vega,0.0,0.0948,0.282,dead,私は光の墓標になった。
9,Sirius,0.3207,0.1216,0.2223,alive,私はもう爆発しない。
9,Bellatrix,0.0,0.0869,0.3975,dead,私は速すぎた。だから先に終わる。
9,Vega,0.1986,0.4517,0.2249,alive,私はもう爆発しない。
9,Altair,0.0,0.9286,0.1939,dead,私は光の墓標になった。
9,Altair,0.2595,0.9373,0.2584,alive,私は失ったあとで、やっと安定した。
9,Sirius,0.4008,0.0,0.2606,alive,私はもう爆発しない。
9,Sirius,0.0,0.1005,0.3323,dead,私は光の墓標になった。
9,Sirius,0.0,0.0,0.6365,dead,私は光の墓標になった。
9,Altair,0.0427,0.7782,0.1609,alive,私は失ったあとで、やっと安定した。
9,Vega,0.4117,0.3654,0.1747,alive,私は失ったあとで、やっと安定した。
9,Altair,0.0,0.0,0.7426,dead,私は光の墓標になった。
9,Vega,0.8164,0.8865,0.2979,alive,私は失ったあとで、やっと安定した。
9,Rigel,0.0,0.0,0.9407,dead,私は速すぎた。だから先に終わる。
9,Bellatrix,0.0,0.9223,0.2068,dead,私は速すぎた。だから先に終わる。
9,Bellatrix,0.0,0.1386,0.9877,dead,私は速すぎた。だから先に終わる。
9,Alpha Centauri A,0.3309,0.0,0.2393,alive,私は今日も、昨日と同じように燃えている。
9,Altair,0.8449,0.0,0.0291,alive,私はもう爆発しない。
9,Bellatrix,0.0,0.0,0.1637,dead,私は速すぎた。だから先に終わる。
10,Vega,0.0,0.1608,0.9749,dead,私は光の墓標になった。
10,Vega,0.0,0.0947,0.2816,dead,私は光の墓標になった。
10,Sirius,0.277,0.1216,0.1786,alive,私はもう爆発しない。
10,Bellatrix,0.0,0.0868,0.397,dead,私は速すぎた。だから先に終わる。
10,Vega,0.1446,0.4513,0.2782,alive,私はもう爆発しない。
10,Altair,0.0,0.9272,0.1933,dead,私は光の墓標になった。
10,Altair,0.2437,0.9367,0.2424,alive,私はもう爆発しない。
10,Sirius,0.3869,0.0,0.2458,alive,私は失ったあとで、やっと安定した。
10,Sirius,0.0,0.1004,0.3316,dead,私は光の墓標になった。
10,Sirius,0.0,0.0,0.6354,dead,私は光の墓標になった。
10,Altair,0.0,0.777,0.2027,dead,私は光の墓標になった。
10,Vega,0.3606,0.3656,0.2263,alive,私はもう爆発しない。
10,Altair,0.0,0.0,0.7413,dead,私は光の墓標になった。
10,Vega,0.8134,0.8855,0.2916,alive,私は失ったあとで、やっと安定した。
10,Rigel,0.0,0.0,0.9393,dead,私は速すぎた。だから先に終わる。
10,Bellatrix,0.0,0.9226,0.2067,dead,私は速すぎた。だから先に終わる。
10,Bellatrix,0.0,0.1387,0.9862,dead,私は速すぎた。だから先に終わる。
10,Alpha Centauri A,0.3288,0.0,0.2424,alive,私は特別ではない。ただ、長く続くだけだ。
10,Altair,0.8325,0.0,0.045,alive,私は失ったあとで、やっと安定した。
10,Bellatrix,0.0,0.0,0.1625,dead,私は速すぎた。だから先に終わる。
11,Vega,0.0,0.1607,0.9735,dead,私は光の墓標になった。
11,Vega,0.0,0.0945,0.2808,dead,私は光の墓標になった。
11,Sirius,0.2334,0.1216,0.1349,alive,私は失ったあとで、やっと安定した。
11,Bellatrix,0.0,0.0866,0.3954,dead,私は速すぎた。だから先に終わる。
11,Vega,0.0905,0.4514,0.3315,alive,私は失ったあとで、やっと安定した。
11,Altair,0.0,0.9263,0.1928,dead,私は光の墓標になった。
11,Altair,0.2278,0.9369,0.2267,alive,私は失ったあとで、やっと安定した。
11,Sirius,0.373,0.0,0.2321,alive,私はもう爆発しない。
11,Sirius,0.0,0.1003,0.3305,dead,私は光の墓標になった。
11,Sirius,0.0,0.0,0.6344,dead,私は光の墓標になった。
11,Altair,0.0,0.7765,0.2012,dead,私は光の墓標になった。
11,Vega,0.3095,0.3657,0.2777,alive,私はもう爆発しない。
11,Altair,0.0,0.0,0.7398,dead,私は光の墓標になった。
11,Vega,0.8105,0.8852,0.2855,alive,私は失ったあとで、やっと安定した。
11,Rigel,0.0,0.0,0.938,dead,私は速すぎた。だから先に終わる。
11,Bellatrix,0.0,0.9211,0.2057,dead,私は速すぎた。だから先に終わる。
11,Bellatrix,0.0,0.1387,0.9847,dead,私は速すぎた。だから先に終わる。
11,Alpha Centauri A,0.3266,0.0,0.2448,alive,私は今日も、昨日と同じように燃えている。
11,Altair,0.8201,0.0,0.0608,alive,私はもう爆発しない。
11,Bellatrix,0.0,0.0,0.1615,dead,私は速すぎた。だから先に終わる。
12,Vega,0.0,0.1604,0.9721,dead,私は光の墓標になった。
12,Vega,0.0,0.0945,0.2796,dead,私は光の墓標になった。
12,Sirius,0.1897,0.1217,0.0925,alive,私はもう爆発しない。
12,Bellatrix,0.0,0.0867,0.3938,dead,私は速すぎた。だから先に終わる。
12,Vega,0.0365,0.4513,0.3842,alive,私は失ったあとで、やっと安定した。
12,Altair,0.0,0.9253,0.1923,dead,私は光の墓標になった。
12,Altair,0.212,0.937,0.2119,alive,私は失ったあとで、やっと安定した。
12,Sirius,0.3591,0.0,0.2185,alive,私はもう爆発しない。
12,Sirius,0.0,0.1002,0.3293,dead,私は光の墓標になった。
12,Sirius,0.0,0.0,0.6329,dead,私は光の墓標になった。
12,Altair,0.0,0.7767,0.2003,dead,私は光の墓標になった。
12,Vega,0.2584,0.3658,0.3289,alive,私は失ったあとで、やっと安定した。
12,Altair,0.0,0.0,0.7387,dead,私は光の墓標になった。
12,Vega,0.8076,0.8845,0.2791,alive,私はもう爆発しない。
12,Rigel,0.0,0.0,0.9367,dead,私は速すぎた。だから先に終わる。
12,Bellatrix,0.0,0.9206,0.2041,dead,私は速すぎた。だから先に終わる。
12,Bellatrix,0.0,0.1385,0.9832,dead,私は速すぎた。だから先に終わる。
12,Alpha Centauri A,0.3245,0.0,0.2472,alive,私は今日も、昨日と同じように燃えている。
12,Altair,0.8077,0.0,0.0765,alive,私は失ったあとで、やっと安定した。
12,Bellatrix,0.0,0.0,0.1606,dead,私は速すぎた。だから先に終わる。
13,Vega,0.0,0.1604,0.9708,dead,私は光の墓標になった。
13,Vega,0.0,0.0944,0.2779,dead,私は光の墓標になった。
13,Sirius,0.146,0.1215,0.1224,alive,私はもう爆発しない。
13,Bellatrix,0.0,0.0867,0.3922,dead,私は速すぎた。だから先に終わる。
13,Vega,0.0,0.4514,0.4201,dead,私は光の墓標になった。
13,Altair,0.0,0.9242,0.1911,dead,私は光の墓標になった。
13,Altair,0.1962,0.9361,0.1967,alive,私は失ったあとで、やっと安定した。
13,Sirius,0.3452,0.0,0.2042,alive,私はもう爆発しない。
13,Sirius,0.0,0.1002,0.3286,dead,私は光の墓標になった。
13,Sirius,0.0,0.0,0.6317,dead,私は光の墓標になった。
13,Altair,0.0,0.7762,0.2001,dead,私は光の墓標になった。
13,Vega,0.2072,0.3657,0.3797,alive,私は失ったあとで、やっと安定した。
13,Altair,0.0,0.0,0.7375,dead,私は光の墓標になった。
13,Vega,0.8047,0.8843,0.2734,alive,私は失ったあとで、やっと安定した。
13,Rigel,0.0,0.0,0.9354,dead,私は速すぎた。だから先に終わる。
13,Bellatrix,0.0,0.9209,0.2033,dead,私は速すぎた。だから先に終わる。
13,Bellatrix,0.0,0.1385,0.9817,dead,私は速すぎた。だから先に終わる。
13,Alpha Centauri A,0.3224,0.0,0.2498,alive,私は特別ではない。ただ、長く続くだけだ。
13,Altair,0.7953,0.0,0.0921,alive,私は失ったあとで、やっと安定した。
13,Bellatrix,0.0,0.0,0.1588,dead,私は速すぎた。だから先に終わる。
14,Vega,0.0,0.1603,0.9694,dead,私は光の墓標になった。
14,Vega,0.0,0.0945,0.2772,dead,私は光の墓標になった。
14,Sirius,0.1023,0.1215,0.1664,alive,私は失ったあとで、やっと安定した。
14,Bellatrix,0.0,0.0867,0.3908,dead,私は速すぎた。だから先に終わる。
14,Vega,0.0,0.4508,0.4196,dead,私は光の墓標になった。
14,Altair,0.0,0.924,0.1905,dead,私は光の墓標になった。
14,Altair,0.1803,0.9358,0.182,alive,私はもう爆発しない。
14,Sirius,0.3313,0.0,0.1907,alive,私は失ったあとで、やっと安定した。
14,Sirius,0.0,0.1001,0.327,dead,私は光の墓標になった。
14,Sirius,0.0,0.0,0.6305,dead,私は光の墓標になった。
14,Altair,0.0,0.7751,0.1984,dead,私は光の墓標になった。
14,Vega,0.1561,0.3658,0.4303,alive,私は失ったあとで、やっと安定した。
14,Altair,0.0,0.0,0.736,dead,私は光の墓標になった。
14,Vega,0.8017,0.883,0.2668,alive,私はもう爆発しない。
14,Rigel,0.0,0.0,0.9341,dead,私は速すぎた。だから先に終わる。
14,Bellatrix,0.0,0.9202,0.2025,dead,私は速すぎた。だから先に終わる。
14,Bellatrix,0.0,0.1385,0.9802,dead,私は速すぎた。だから先に終わる。
14,Alpha Centauri A,0.3202,0.0,0.253,alive,私は特別ではない。ただ、長く続くだけだ。
14,Altair,0.7829,0.0,0.1077,alive,私は失ったあとで、やっと安定した。
14,Bellatrix,0.0,0.0,0.1582,dead,私は速すぎた。だから先に終わる。
15,Vega,0.0,0.1602,0.9681,dead,私は光の墓標になった。
15,Vega,0.0,0.0944,0.2757,dead,私は光の墓標になった。
15,Sirius,0.0586,0.1213,0.2103,alive,私はもう爆発しない。
15,Bellatrix,0.0,0.0867,0.3896,dead,私は速すぎた。だから先に終わる。
15,Vega,0.0,0.4501,0.4191,dead,私は光の墓標になった。
15,Altair,0.0,0.9231,0.189,dead,私は光の墓標になった。
15,Altair,0.1645,0.9351,0.1668,alive,私は失ったあとで、やっと安定した。
15,Sirius,0.3174,0.0,0.1775,alive,私は失ったあとで、やっと安定した。
15,Sirius,0.0,0.1001,0.3254,dead,私は光の墓標になった。
15,Sirius,0.0,0.0,0.6293,dead,私は光の墓標になった。
15,Altair,0.0,0.7754,0.1979,dead,私は光の墓標になった。
15,Vega,0.105,0.3658,0.4808,alive,私はもう爆発しない。
15,Altair,0.0,0.0,0.735,dead,私は光の墓標になった。
15,Vega,0.7988,0.8833,0.2608,alive,私はもう爆発しない。
15,Rigel,0.0,0.0,0.9327,dead,私は速すぎた。だから先に終わる。
15,Bellatrix,0.0,0.9195,0.2011,dead,私は速すぎた。だから先に終わる。
15,Bellatrix,0.0,0.1384,0.9788,dead,私は速すぎた。だから先に終わる。
15,Alpha Centauri A,0.3181,0.0,0.2554,alive,私は特別ではない。ただ、長く続くだけだ。
15,Altair,0.7705,0.0,0.1232,alive,私は失ったあとで、やっと安定した。
15,Bellatrix,0.0,0.0,0.1575,dead,私は速すぎた。だから先に終わる。
16,Vega,0.0,0.1599,0.9667,dead,私は光の墓標になった。
16,Vega,0.0,0.0944,0.2753,dead,私は光の墓標になった。
16,Sirius,0.015,0.1211,0.2524,alive,私はもう爆発しない。
16,Bellatrix,0.0,0.0866,0.3888,dead,私は速すぎた。だから先に終わる。
16,Vega,0.0,0.4495,0.4181,dead,私は光の墓標になった。
16,Altair,0.0,0.9231,0.1873,dead,私は光の墓標になった。
16,Altair,0.1487,0.935,0.1518,alive,私はもう爆発しない。
16,Sirius,0.3035,0.0,0.1636,alive,私はもう爆発しない。
16,Sirius,0.0,0.1001,0.3239,dead,私は光の墓標になった。
16,Sirius,0.0,0.0,0.6279,dead,私は光の墓標になった。
16,Altair,0.0,0.7745,0.1979,dead,私は光の墓標になった。
16,Vega,0.0539,0.3656,0.5306,alive,私は失ったあとで、やっと安定した。
16,Altair,0.0,0.0,0.7339,dead,私は光の墓標になった。
16,Vega,0.7959,0.8827,0.2542,alive,私は失ったあとで、やっと安定した。
16,Rigel,0.0,0.0,0.9313,dead,私は速すぎた。だから先に終わる。
16,Bellatrix,0.0,0.9195,0.2009,dead,私は速すぎた。だから先に終わる。
16,Bellatrix,0.0,0.1384,0.9773,dead,私は速すぎた。だから先に終わる。
16,Alpha Centauri A,0.316,0.0,0.2581,alive,私は今日も、昨日と同じように燃えている。
16,Altair,0.7581,0.0,0.1387,alive,私はもう爆発しない。
16,Bellatrix,0.0,0.0,0.1562,dead,私は速すぎた。だから先に終わる。
17,Vega,0.0,0.1599,0.9653,dead,私は光の墓標になった。
17,Vega,0.0,0.0943,0.2745,dead,私は光の墓標になった。
17,Sirius,0.0,0.1211,0.267,dead,私は光の墓標になった。
17,Bellatrix,0.0,0.0865,0.3873,dead,私は速すぎた。だから先に終わる。
17,Vega,0.0,0.4492,0.4173,dead,私は光の墓標になった。
17,Altair,0.0,0.9234,0.1865,dead,私は光の墓標になった。
17,Altair,0.1328,0.9348,0.1368,alive,私はもう爆発しない。
17,Sirius,0.2896,0.0,0.1496,alive,私は失ったあとで、やっと安定した。
17,Sirius,0.0,0.1002,0.3229,dead,私は光の墓標になった。
17,Sirius,0.0,0.0,0.6265,dead,私は光の墓標になった。
17,Altair,0.0,0.7732,0.1974,dead,私は光の墓標になった。
17,Vega,0.0027,0.3657,0.5808,alive,私はもう爆発しない。
17,Altair,0.0,0.0,0.7326,dead,私は光の墓標になった。
17,Vega,0.793,0.8832,0.2482,alive,私はもう爆発しない。
17,Rigel,0.0,0.0,0.93,dead,私は速すぎた。だから先に終わる。
17,Bellatrix,0.0,0.9182,0.2003,dead,私は速すぎた。だから先に終わる。
17,Bellatrix,0.0,0.1383,0.9758,dead,私は速すぎた。だから先に終わる。
17,Alpha Centauri A,0.3138,0.0,0.2606,alive,私は今日も、昨日と同じように燃えている。
17,Altair,0.7457,0.0,0.1541,alive,私はもう爆発しない。
17,Bellatrix,0.0,0.0,0.1552,dead,私は速すぎた。だから先に終わる。
