t,observer,avg_R,avg_Xi,avg_E,emotion,state,poem
18,Human Civilization,0.3949,0.3525,0.1405,静穏,neutral,宇宙は意味を保留した
18,Archive AI,0.3949,0.3525,0.1405,静穏,neutral,宇宙は意味を保留した
19,Human Civilization,0.3947,0.3521,0.1438,静穏,neutral,宇宙は意味を保留した
19,Archive AI,0.3947,0.3521,0.1438,静穏,neutral,宇宙は意味を保留した
20,Human Civilization,0.3945,0.3516,0.1472,静穏,neutral,宇宙は意味を保留した
20,Archive AI,0.3945,0.3516,0.1472,静穏,neutral,宇宙は意味を保留した
21,Human Civilization,0.3943,0.3511,0.1506,静穏,neutral,宇宙は意味を保留した
21,Archive AI,0.3943,0.3511,0.1506,静穏,neutral,宇宙は意味を保留した
22,Human Civilization,0.3941,0.3507,0.154,静穏,neutral,宇宙は意味を保留した
22,Archive AI,0.3941,0.3507,0.154,静穏,neutral,宇宙は意味を保留した
23,Human Civilization,0.3939,0.3502,0.1573,静穏,neutral,宇宙は意味を保留した
23,Archive AI,0.3939,0.3502,0.1573,静穏,neutral,宇宙は意味を保留した
24,Human Civilization,0.3937,0.3497,0.1607,静穏,neutral,宇宙は意味を保留した
24,Archive AI,0.3937,0.3497,0.1607,静穏,neutral,宇宙は意味を保留した
25,Human Civilization,0.3935,0.3492,0.1641,静穏,neutral,宇宙は意味を保留した
25,Archive AI,0.3935,0.3492,0.1641,静穏,neutral,宇宙は意味を保留した
26,Human Civilization,0.3933,0.3488,0.1674,静穏,neutral,宇宙は意味を保留した
26,Archive AI,0.3933,0.3488,0.1674,静穏,neutral,宇宙は意味を保留した
27,Human Civilization,0.3931,0.3483,0.1708,静穏,neutral,宇宙は意味を保留した
27,Archive AI,0.3931,0.3483,0.1708,静穏,neutral,宇宙は意味を保留した
28,Human Civilization,0.3929,0.3479,0.1742,静穏,neutral,宇宙は意味を保留した
28,Archive AI,0.3929,0.3479,0.1742,静穏,neutral,宇宙は意味を保留した
29,Human Civilization,0.3927,0.3474,0.1775,静穏,neutral,宇宙は意味を保留した
29,Archive AI,0.3927,0.3474,0.1775,静穏,neutral,宇宙は意味を保留した
30,Human Civilization,0.3925,0.3469,0.1809,静穏,neutral,宇宙は意味を保留した
30,Archive AI,0.3925,0.3469,0.1809,静穏,neutral,宇宙は意味を保留した
31,Human Civilization,0.3924,0.3465,0.1843,静穏,neutral,宇宙は意味を保留した
31,Archive AI,0.3924,0.3465,0.1843,静穏,neutral,宇宙は意味を保留した
32,Human Civilization,0.3921,0.346,0.1876,静穏,neutral,宇宙は意味を保留した
32,Archive AI,0.3921,0.346,0.1876,静穏,neutral,宇宙は意味を保留した
33,Human Civilization,0.392,0.3456,0.1909,静穏,neutral,宇宙は意味を保留した
33,Archive AI,0.392,0.3456,0.1909,静穏,neutral,宇宙は意味を保留した
34,Human Civilization,0.3917,0.3451,0.1943,静穏,neutral,宇宙は意味を保留した
34,Archive AI,0.3917,0.3451,0.1943,静穏,neutral,宇宙は意味を保留した
35,Human Civilization,0.3916,0.3446,0.1977,静穏,neutral,宇宙は意味を保留した
35,Archive AI,0.3916,0.3446,0.1977,静穏,neutral,宇宙は意味を保留した
36,Human Civilization,0.3914,0.3442,0.2011,静穏,neutral,宇宙は意味を保留した
36,Archive AI,0.3914,0.3442,0.2011,静穏,neutral,宇宙は意味を保留した
37,Human Civilization,0.3912,0.3437,0.2044,静穏,neutral,宇宙は意味を保留した
37,Archive AI,0.3912,0.3437,0.2044,静穏,neutral,宇宙は意味を保留した
38,Human Civilization,0.391,0.3432,0.2077,静穏,neutral,宇宙は意味を保留した
38,Archive AI,0.391,0.3432,0.2077,静穏,neutral,宇宙は意味を保留した
39,Human Civilization,0.3908,0.3428,0.2111,静穏,neutral,宇宙は意味を保留した
39,Archive AI,0.3908,0.3428,0.2111,静穏,neutral,宇宙は意味を保留した
40,Human Civilization,0.3906,0.3424,0.2144,静穏,neutral,宇宙は意味を保留した
40,Archive AI,0.3906,0.3424,0.2144,静穏,neutral,宇宙は意味を保留した
41,Human Civilization,0.3903,0.3419,0.2177,静穏,neutral,宇宙は意味を保留した
41,Archive AI,0.3903,0.3419,0.2177,静穏,neutral,宇宙は意味を保留した
42,Human Civilization,0.3901,0.3415,0.2211,静穏,neutral,宇宙は意味を保留した
42,Archive AI,0.3901,0.3415,0.2211,静穏,neutral,宇宙は意味を保留した
43,Human Civilization,0.3899,0.341,0.2244,静穏,neutral,宇宙は意味を保留した
43,Archive AI,0.3899,0.341,0.2244,静穏,neutral,宇宙は意味を保留した
44,Human Civilization,0.3897,0.3406,0.2277,静穏,neutral,宇宙は意味を保留した
44,Archive AI,0.3897,0.3406,0.2277,静穏,neutral,宇宙は意味を保留した
45,Human Civilization,0.3895,0.3401,0.231,静穏,neutral,宇宙は意味を保留した
45,Archive AI,0.3895,0.3401,0.231,静穏,neutral,宇宙は意味を保留した
46,Human Civilization,0.3893,0.3396,0.2343,静穏,neutral,宇宙は意味を保留した
46,Archive AI,0.3893,0.3396,0.2343,静穏,neutral,宇宙は意味を保留した
47,Human Civilization,0.3891,0.3391,0.2376,静穏,neutral,宇宙は意味を保留した
47,Archive AI,0.3891,0.3391,0.2376,静穏,neutral,宇宙は意味を保留した
48,Human Civilization,0.3889,0.3387,0.2409,静穏,neutral,宇宙は意味を保留した
48,Archive AI,0.3889,0.3387,0.2409,静穏,neutral,宇宙は意味を保留した
49,Human Civilization,0.3887,0.3382,0.2441,静穏,neutral,宇宙は意味を保留した
49,Archive AI,0.3887,0.3382,0.2441,静穏,neutral,宇宙は意味を保留した
50,Human Civilization,0.3885,0.3377,0.2475,静穏,neutral,宇宙は意味を保留した
50,Archive AI,0.3885,0.3377,0.2475,静穏,neutral,宇宙は意味を保留した
51,Human Civilization,0.3883,0.3373,0.2507,静穏,neutral,宇宙は意味を保留した
51,Archive AI,0.3883,0.3373,0.2507,静穏,neutral,宇宙は意味を保留した
52,Human Civilization,0.388,0.3368,0.254,静穏,neutral,宇宙は意味を保留した
52,Archive AI,0.388,0.3368,0.254,静穏,neutral,宇宙は意味を保留した
53,Human Civilization,0.3878,0.3363,0.2573,静穏,neutral,宇宙は意味を保留した
53,Archive AI,0.3878,0.3363,0.2573,静穏,neutral,宇宙は意味を保留した
54,Human Civilization,0.3876,0.3359,0.2606,静穏,neutral,宇宙は意味を保留した
54,Archive AI,0.3876,0.3359,0.2606,静穏,neutral,宇宙は意味を保留した
55,Human Civilization,0.3874,0.3354,0.2639,静穏,neutral,宇宙は意味を保留した
55,Archive AI,0.3874,0.3354,0.2639,静穏,neutral,宇宙は意味を保留した
56,Human Civilization,0.3872,0.3349,0.2672,静穏,neutral,宇宙は意味を保留した
56,Archive AI,0.3872,0.3349,0.2672,静穏,neutral,宇宙は意味を保留した
57,Human Civilization,0.3871,0.3344,0.2705,静穏,neutral,宇宙は意味を保留した
57,Archive AI,0.3871,0.3344,0.2705,静穏,neutral,宇宙は意味を保留した
58,Human Civilization,0.3869,0.3339,0.2739,静穏,neutral,宇宙は意味を保留した
58,Archive AI,0.3869,0.3339,0.2739,静穏,neutral,宇宙は意味を保留した
59,Human Civilization,0.3867,0.3334,0.2772,静穏,neutral,宇宙は意味を保留した
59,Archive AI,0.3867,0.3334,0.2772,静穏,neutral,宇宙は意味を保留した
60,Human Civilization,0.3865,0.3329,0.2805,静穏,neutral,宇宙は意味を保留した
60,Archive AI,0.3865,0.3329,0.2805,静穏,neutral,宇宙は意味を保留した
61,Human Civilization,0.3863,0.3325,0.2837,静穏,neutral,宇宙は意味を保留した
61,Archive AI,0.3863,0.3325,0.2837,静穏,neutral,宇宙は意味を保留した
62,Human Civilization,0.3861,0.332,0.287,静穏,neutral,宇宙は意味を保留した
62,Archive AI,0.3861,0.332,0.287,静穏,neutral,宇宙は意味を保留した
63,Human Civilization,0.3859,0.3315,0.2903,静穏,neutral,宇宙は意味を保留した
63,Archive AI,0.3859,0.3315,0.2903,静穏,neutral,宇宙は意味を保留した
64,Human Civilization,0.3857,0.331,0.2936,静穏,neutral,宇宙は意味を保留した
64,Archive AI,0.3857,0.331,0.2936,静穏,neutral,宇宙は意味を保留した
65,Human Civilization,0.3855,0.3305,0.2969,静穏,neutral,宇宙は意味を保留した
65,Archive AI,0.3855,0.3305,0.2969,静穏,neutral,宇宙は意味を保留した
66,Human Civilization,0.3853,0.33,0.3002,静穏,neutral,宇宙は意味を保留した
66,Archive AI,0.3853,0.33,0.3002,静穏,neutral,宇宙は意味を保留した
67,Human Civilization,0.3851,0.3295,0.3035,静穏,neutral,宇宙は意味を保留した
67,Archive AI,0.3851,0.3295,0.3035,静穏,neutral,宇宙は意味を保留した
68,Human Civilization,0.385,0.329,0.3068,静穏,neutral,宇宙は意味を保留した
68,Archive AI,0.385,0.329,0.3068,静穏,neutral,宇宙は意味を保留した
69,Human Civilization,0.3848,0.3285,0.31,静穏,neutral,宇宙は意味を保留した
69,Archive AI,0.3848,0.3285,0.31,静穏,neutral,宇宙は意味を保留した
70,Human Civilization,0.3845,0.328,0.3133,静穏,neutral,宇宙は意味を保留した
70,Archive AI,0.3845,0.328,0.3133,静穏,neutral,宇宙は意味を保留した
71,Human Civilization,0.3843,0.3275,0.3165,静穏,neutral,宇宙は意味を保留した
71,Archive AI,0.3843,0.3275,0.3165,静穏,neutral,宇宙は意味を保留した
72,Human Civilization,0.3841,0.327,0.3198,静穏,neutral,宇宙は意味を保留した
72,Archive AI,0.3841,0.327,0.3198,静穏,neutral,宇宙は意味を保留した
73,Human Civilization,0.3839,0.3265,0.3231,静穏,neutral,宇宙は意味を保留した
73,Archive AI,0.3839,0.3265,0.3231,静穏,neutral,宇宙は意味を保留した
74,Human Civilization,0.3838,0.3261,0.3263,静穏,neutral,宇宙は意味を保留した
74,Archive AI,0.3838,0.3261,0.3263,静穏,neutral,宇宙は意味を保留した
75,Human Civilization,0.3835,0.3256,0.3295,静穏,neutral,宇宙は意味を保留した
75,Archive AI,0.3835,0.3256,0.3295,静穏,neutral,宇宙は意味を保留した
76,Human Civilization,0.3833,0.325,0.3328,静穏,neutral,宇宙は意味を保留した
76,Archive AI,0.3833,0.325,0.3328,静穏,neutral,宇宙は意味を保留した
77,Human Civilization,0.3831,0.3246,0.336,静穏,neutral,宇宙は意味を保留した
77,Archive AI,0.3831,0.3246,0.336,静穏,neutral,宇宙は意味を保留した
78,Human Civilization,0.3829,0.3241,0.3392,静穏,neutral,宇宙は意味を保留した
78,Archive AI,0.3829,0.3241,0.3392,静穏,neutral,宇宙は意味を保留した
79,Human Civilization,0.3827,0.3236,0.3424,静穏,neutral,宇宙は意味を保留した
79,Archive AI,0.3827,0.3236,0.3424,静穏,neutral,宇宙は意味を保留した
80,Human Civilization,0.3825,0.3231,0.3456,静穏,neutral,宇宙は意味を保留した
80,Archive AI,0.3825,0.3231,0.3456,静穏,neutral,宇宙は意味を保留した
81,Human Civilization,0.3823,0.3227,0.3489,静穏,neutral,宇宙は意味を保留した
81,Archive AI,0.3823,0.3227,0.3489,静穏,neutral,宇宙は意味を保留した
82,Human Civilization,0.3821,0.3222,0.3522,静穏,neutral,宇宙は意味を保留した
82,Archive AI,0.3821,0.3222,0.3522,静穏,neutral,宇宙は意味を保留した
83,Human Civilization,0.3819,0.3217,0.3554,静穏,neutral,宇宙は意味を保留した
83,Archive AI,0.3819,0.3217,0.3554,静穏,neutral,宇宙は意味を保留した
84,Human Civilization,0.3817,0.3212,0.3585,静穏,neutral,宇宙は意味を保留した
84,Archive AI,0.3817,0.3212,0.3585,静穏,neutral,宇宙は意味を保留した
85,Human Civilization,0.3814,0.3208,0.3617,静穏,neutral,宇宙は意味を保留した
85,Archive AI,0.3814,0.3208,0.3617,静穏,neutral,宇宙は意味を保留した
86,Human Civilization,0.3813,0.3203,0.365,静穏,neutral,宇宙は意味を保留した
86,Archive AI,0.3813,0.3203,0.365,静穏,neutral,宇宙は意味を保留した
87,Human Civilization,0.3811,0.3198,0.3682,静穏,neutral,宇宙は意味を保留した
87,Archive AI,0.3811,0.3198,0.3682,静穏,neutral,宇宙は意味を保留した
88,Human Civilization,0.3809,0.3193,0.3715,静穏,neutral,宇宙は意味を保留した
88,Archive AI,0.3809,0.3193,0.3715,静穏,neutral,宇宙は意味を保留した
89,Human Civilization,0.3807,0.3189,0.3747,静穏,neutral,宇宙は意味を保留した
89,Archive AI,0.3807,0.3189,0.3747,静穏,neutral,宇宙は意味を保留した
90,Human Civilization,0.3805,0.3184,0.3779,静穏,neutral,宇宙は意味を保留した
90,Archive AI,0.3805,0.3184,0.3779,静穏,neutral,宇宙は意味を保留した
91,Human Civilization,0.3803,0.3179,0.3812,静穏,neutral,宇宙は意味を保留した
91,Archive AI,0.3803,0.3179,0.3812,静穏,neutral,宇宙は意味を保留した
92,Human Civilization,0.3801,0.3174,0.3844,静穏,neutral,宇宙は意味を保留した
92,Archive AI,0.3801,0.3174,0.3844,静穏,neutral,宇宙は意味を保留した
93,Human Civilization,0.3799,0.317,0.3877,静穏,neutral,宇宙は意味を保留した
93,Archive AI,0.3799,0.317,0.3877,静穏,neutral,宇宙は意味を保留した
94,Human Civilization,0.3797,0.3165,0.3908,静穏,neutral,宇宙は意味を保留した
94,Archive AI,0.3797,0.3165,0.3908,静穏,neutral,宇宙は意味を保留した
95,Human Civilization,0.3795,0.3161,0.394,静穏,neutral,宇宙は意味を保留した
95,Archive AI,0.3795,0.3161,0.394,静穏,neutral,宇宙は意味を保留した
96,Human Civilization,0.3793,0.3157,0.3972,静穏,neutral,宇宙は意味を保留した
96,Archive AI,0.3793,0.3157,0.3972,静穏,neutral,宇宙は意味を保留した
97,Human Civilization,0.3791,0.3153,0.4003,静穏,neutral,宇宙は意味を保留した
97,Archive AI,0.3791,0.3153,0.4003,静穏,neutral,宇宙は意味を保留した
98,Human Civilization,0.3789,0.3148,0.4036,静穏,neutral,宇宙は意味を保留した
98,Archive AI,0.3789,0.3148,0.4036,静穏,neutral,宇宙は意味を保留した
99,Human Civilization,0.3787,0.3144,0.4067,静穏,neutral,宇宙は意味を保留した
99,Archive AI,0.3787,0.3144,0.4067,静穏,neutral,宇宙は意味を保留した
100,Human Civilization,0.3784,0.314,0.4099,静穏,neutral,宇宙は意味を保留した
100,Archive AI,0.3784,0.314,0.4099,静穏,neutral,宇宙は意味を保留した
101,Human Civilization,0.3782,0.3135,0.413,静穏,neutral,宇宙は意味を保留した
101,Archive AI,0.3782,0.3135,0.413,静穏,neutral,宇宙は意味を保留した
102,Human Civilization,0.378,0.3131,0.4161,静穏,neutral,宇宙は意味を保留した
102,Archive AI,0.378,0.3131,0.4161,静穏,neutral,宇宙は意味を保留した
103,Human Civilization,0.3778,0.3126,0.4194,静穏,neutral,宇宙は意味を保留した
103,Archive AI,0.3778,0.3126,0.4194,静穏,neutral,宇宙は意味を保留した
104,Human Civilization,0.3776,0.3122,0.4226,静穏,neutral,宇宙は意味を保留した
104,Archive AI,0.3776,0.3122,0.4226,静穏,neutral,宇宙は意味を保留した
105,Human Civilization,0.3774,0.3118,0.4257,静穏,neutral,宇宙は意味を保留した
105,Archive AI,0.3774,0.3118,0.4257,静穏,neutral,宇宙は意味を保留した
106,Human Civilization,0.3772,0.3113,0.4289,静穏,neutral,宇宙は意味を保留した
106,Archive AI,0.3772,0.3113,0.4289,静穏,neutral,宇宙は意味を保留した
107,Human Civilization,0.377,0.3109,0.4321,静穏,neutral,宇宙は意味を保留した
107,Archive AI,0.377,0.3109,0.4321,静穏,neutral,宇宙は意味を保留した
108,Human Civilization,0.3769,0.3105,0.4353,静穏,neutral,宇宙は意味を保留した
108,Archive AI,0.3769,0.3105,0.4353,静穏,neutral,宇宙は意味を保留した
109,Human Civilization,0.3766,0.31,0.4384,静穏,neutral,宇宙は意味を保留した
109,Archive AI,0.3766,0.31,0.4384,静穏,neutral,宇宙は意味を保留した
110,Human Civilization,0.3764,0.3096,0.4415,静穏,neutral,宇宙は意味を保留した
110,Archive AI,0.3764,0.3096,0.4415,静穏,neutral,宇宙は意味を保留した
111,Human Civilization,0.3762,0.3092,0.4446,静穏,neutral,宇宙は意味を保留した
111,Archive AI,0.3762,0.3092,0.4446,静穏,neutral,宇宙は意味を保留した
112,Human Civilization,0.376,0.3088,0.4477,静穏,neutral,宇宙は意味を保留した
112,Archive AI,0.376,0.3088,0.4477,静穏,neutral,宇宙は意味を保留した
113,Human Civilization,0.3758,0.3083,0.4509,静穏,neutral,宇宙は意味を保留した
113,Archive AI,0.3758,0.3083,0.4509,静穏,neutral,宇宙は意味を保留した
114,Human Civilization,0.3756,0.3079,0.454,静穏,neutral,宇宙は意味を保留した
114,Archive AI,0.3756,0.3079,0.454,静穏,neutral,宇宙は意味を保留した
115,Human Civilization,0.3754,0.3076,0.4571,静穏,neutral,宇宙は意味を保留した
115,Archive AI,0.3754,0.3076,0.4571,静穏,neutral,宇宙は意味を保留した
116,Human Civilization,0.3752,0.3072,0.4602,静穏,neutral,宇宙は意味を保留した
116,Archive AI,0.3752,0.3072,0.4602,静穏,neutral,宇宙は意味を保留した
117,Human Civilization,0.375,0.3068,0.4633,静穏,neutral,宇宙は意味を保留した
117,Archive AI,0.375,0.3068,0.4633,静穏,neutral,宇宙は意味を保留した
118,Human Civilization,0.3747,0.3064,0.4664,静穏,neutral,宇宙は意味を保留した
118,Archive AI,0.3747,0.3064,0.4664,静穏,neutral,宇宙は意味を保留した
119,Human Civilization,0.3746,0.306,0.4696,静穏,neutral,宇宙は意味を保留した
119,Archive AI,0.3746,0.306,0.4696,静穏,neutral,宇宙は意味を保留した
120,Human Civilization,0.3744,0.3056,0.4727,静穏,neutral,宇宙は意味を保留した
120,Archive AI,0.3744,0.3056,0.4727,静穏,neutral,宇宙は意味を保留した
121,Human Civilization,0.3743,0.3052,0.4759,静穏,neutral,宇宙は意味を保留した
121,Archive AI,0.3743,0.3052,0.4759,静穏,neutral,宇宙は意味を保留した
122,Human Civilization,0.374,0.3048,0.4789,静穏,neutral,宇宙は意味を保留した
122,Archive AI,0.374,0.3048,0.4789,静穏,neutral,宇宙は意味を保留した
123,Human Civilization,0.3738,0.3044,0.4819,静穏,neutral,宇宙は意味を保留した
123,Archive AI,0.3738,0.3044,0.4819,静穏,neutral,宇宙は意味を保留した
124,Human Civilization,0.3736,0.304,0.4849,静穏,neutral,宇宙は意味を保留した
124,Archive AI,0.3736,0.304,0.4849,静穏,neutral,宇宙は意味を保留した
125,Human Civilization,0.3734,0.3036,0.4879,静穏,neutral,宇宙は意味を保留した
125,Archive AI,0.3734,0.3036,0.4879,静穏,neutral,宇宙は意味を保留した
126,Human Civilization,0.3732,0.3032,0.4909,静穏,neutral,宇宙は意味を保留した
126,Archive AI,0.3732,0.3032,0.4909,静穏,neutral,宇宙は意味を保留した
127,Human Civilization,0.3729,0.3028,0.4939,静穏,neutral,宇宙は意味を保留した
127,Archive AI,0.3729,0.3028,0.4939,静穏,neutral,宇宙は意味を保留した
128,Human Civilization,0.3727,0.3024,0.4969,静穏,neutral,宇宙は意味を保留した
128,Archive AI,0.3727,0.3024,0.4969,静穏,neutral,宇宙は意味を保留した
129,Human Civilization,0.3725,0.302,0.5,静穏,neutral,宇宙は意味を保留した
129,Archive AI,0.3725,0.302,0.5,静穏,neutral,宇宙は意味を保留した
130,Human Civilization,0.3723,0.3016,0.503,静穏,neutral,宇宙は意味を保留した
130,Archive AI,0.3723,0.3016,0.503,静穏,neutral,宇宙は意味を保留した
131,Human Civilization,0.3721,0.3012,0.5061,静穏,neutral,宇宙は意味を保留した
131,Archive AI,0.3721,0.3012,0.5061,静穏,neutral,宇宙は意味を保留した
132,Human Civilization,0.3719,0.3007,0.5092,静穏,neutral,宇宙は意味を保留した
132,Archive AI,0.3719,0.3007,0.5092,静穏,neutral,宇宙は意味を保留した
133,Human Civilization,0.3718,0.3003,0.5123,静穏,neutral,宇宙は意味を保留した
133,Archive AI,0.3718,0.3003,0.5123,静穏,neutral,宇宙は意味を保留した
134,Human Civilization,0.3716,0.2999,0.5153,静穏,neutral,宇宙は意味を保留した
134,Archive AI,0.3716,0.2999,0.5153,静穏,neutral,宇宙は意味を保留した
135,Human Civilization,0.3713,0.2995,0.5182,静穏,neutral,宇宙は意味を保留した
135,Archive AI,0.3713,0.2995,0.5182,静穏,neutral,宇宙は意味を保留した
136,Human Civilization,0.3711,0.2991,0.5213,静穏,neutral,宇宙は意味を保留した
136,Archive AI,0.3711,0.2991,0.5213,静穏,neutral,宇宙は意味を保留した
137,Human Civilization,0.3709,0.2987,0.5243,静穏,neutral,宇宙は意味を保留した
137,Archive AI,0.3709,0.2987,0.5243,静穏,neutral,宇宙は意味を保留した
138,Human Civilization,0.3707,0.2982,0.5273,静穏,neutral,宇宙は意味を保留した
138,Archive AI,0.3707,0.2982,0.5273,静穏,neutral,宇宙は意味を保留した
139,Human Civilization,0.3705,0.2978,0.5303,静穏,neutral,宇宙は意味を保留した
139,Archive AI,0.3705,0.2978,0.5303,静穏,neutral,宇宙は意味を保留した
140,Human Civilization,0.3703,0.2974,0.5331,静穏,neutral,宇宙は意味を保留した
140,Archive AI,0.3703,0.2974,0.5331,静穏,neutral,宇宙は意味を保留した
141,Human Civilization,0.3701,0.297,0.536,静穏,neutral,宇宙は意味を保留した
141,Archive AI,0.3701,0.297,0.536,静穏,neutral,宇宙は意味を保留した
142,Human Civilization,0.3699,0.2966,0.5391,静穏,neutral,宇宙は意味を保留した
142,Archive AI,0.3699,0.2966,0.5391,静穏,neutral,宇宙は意味を保留した
143,Human Civilization,0.3697,0.2962,0.542,静穏,neutral,宇宙は意味を保留した
143,Archive AI,0.3697,0.2962,0.542,静穏,neutral,宇宙は意味を保留した
144,Human Civilization,0.3695,0.2959,0.5449,静穏,neutral,宇宙は意味を保留した
144,Archive AI,0.3695,0.2959,0.5449,静穏,neutral,宇宙は意味を保留した
145,Human Civilization,0.3693,0.2955,0.5478,静穏,neutral,宇宙は意味を保留した
145,Archive AI,0.3693,0.2955,0.5478,静穏,neutral,宇宙は意味を保留した
146,Human Civilization,0.3691,0.2952,0.5507,静穏,neutral,宇宙は意味を保留した
146,Archive AI,0.3691,0.2952,0.5507,静穏,neutral,宇宙は意味を保留した
147,Human Civilization,0.3688,0.2948,0.5537,静穏,neutral,宇宙は意味を保留した
147,Archive AI,0.3688,0.2948,0.5537,静穏,neutral,宇宙は意味を保留した
148,Human Civilization,0.3686,0.2944,0.5567,静穏,neutral,宇宙は意味を保留した
148,Archive AI,0.3686,0.2944,0.5567,静穏,neutral,宇宙は意味を保留した
149,Human Civilization,0.3684,0.2941,0.5595,静穏,neutral,宇宙は意味を保留した
149,Archive AI,0.3684,0.2941,0.5595,静穏,neutral,宇宙は意味を保留した
150,Human Civilization,0.3682,0.2937,0.5625,静穏,neutral,宇宙は意味を保留した
150,Archive AI,0.3682,0.2937,0.5625,静穏,neutral,宇宙は意味を保留した
151,Human Civilization,0.368,0.2933,0.5654,静穏,neutral,宇宙は意味を保留した
151,Archive AI,0.368,0.2933,0.5654,静穏,neutral,宇宙は意味を保留した
152,Human Civilization,0.3678,0.2929,0.5684,静穏,neutral,宇宙は意味を保留した
152,Archive AI,0.3678,0.2929,0.5684,静穏,neutral,宇宙は意味を保留した
153,Human Civilization,0.3676,0.2925,0.5713,静穏,neutral,宇宙は意味を保留した
153,Archive AI,0.3676,0.2925,0.5713,静穏,neutral,宇宙は意味を保留した
154,Human Civilization,0.3674,0.2921,0.5742,静穏,neutral,宇宙は意味を保留した
154,Archive AI,0.3674,0.2921,0.5742,静穏,neutral,宇宙は意味を保留した
155,Human Civilization,0.3671,0.2918,0.577,静穏,neutral,宇宙は意味を保留した
155,Archive AI,0.3671,0.2918,0.577,静穏,neutral,宇宙は意味を保留した
156,Human Civilization,0.3669,0.2914,0.58,静穏,neutral,宇宙は意味を保留した
156,Archive AI,0.3669,0.2914,0.58,静穏,neutral,宇宙は意味を保留した
157,Human Civilization,0.3667,0.2911,0.5829,静穏,neutral,宇宙は意味を保留した
157,Archive AI,0.3667,0.2911,0.5829,静穏,neutral,宇宙は意味を保留した
158,Human Civilization,0.3665,0.2907,0.5857,静穏,neutral,宇宙は意味を保留した
158,Archive AI,0.3665,0.2907,0.5857,静穏,neutral,宇宙は意味を保留した
159,Human Civilization,0.3663,0.2903,0.5887,静穏,neutral,宇宙は意味を保留した
159,Archive AI,0.3663,0.2903,0.5887,静穏,neutral,宇宙は意味を保留した
160,Human Civilization,0.3661,0.29,0.5915,静穏,neutral,宇宙は意味を保留した
160,Archive AI,0.3661,0.29,0.5915,静穏,neutral,宇宙は意味を保留した
