t,observer,avg_R,avg_Xi,avg_E
45,Human Civilization,0.3905,0.2998,0.13
45,Archive AI,0.3905,0.2998,0.13
46,Human Civilization,0.3903,0.2989,0.1325
46,Archive AI,0.3903,0.2989,0.1325
47,Human Civilization,0.3901,0.298,0.135
47,Archive AI,0.3901,0.298,0.135
48,Human Civilization,0.3898,0.2972,0.1374
48,Archive AI,0.3898,0.2972,0.1374
49,Human Civilization,0.3896,0.2964,0.1398
49,Archive AI,0.3896,0.2964,0.1398
50,Human Civilization,0.3894,0.2956,0.1423
50,Archive AI,0.3894,0.2956,0.1423
51,Human Civilization,0.3892,0.2948,0.1448
51,Archive AI,0.3892,0.2948,0.1448
52,Human Civilization,0.389,0.294,0.1473
52,Archive AI,0.389,0.294,0.1473
53,Human Civilization,0.3889,0.2933,0.1498
53,Archive AI,0.3889,0.2933,0.1498
54,Human Civilization,0.3887,0.2925,0.1522
54,Archive AI,0.3887,0.2925,0.1522
55,Human Civilization,0.3885,0.2918,0.1547
55,Archive AI,0.3885,0.2918,0.1547
56,Human Civilization,0.3883,0.291,0.1572
56,Archive AI,0.3883,0.291,0.1572
57,Human Civilization,0.388,0.2903,0.1596
57,Archive AI,0.388,0.2903,0.1596
58,Human Civilization,0.3879,0.2896,0.1621
58,Archive AI,0.3879,0.2896,0.1621
59,Human Civilization,0.3877,0.2888,0.1646
59,Archive AI,0.3877,0.2888,0.1646
60,Human Civilization,0.3875,0.288,0.167
60,Archive AI,0.3875,0.288,0.167
61,Human Civilization,0.3872,0.2872,0.1695
61,Archive AI,0.3872,0.2872,0.1695
62,Human Civilization,0.3871,0.2865,0.172
62,Archive AI,0.3871,0.2865,0.172
63,Human Civilization,0.3869,0.2858,0.1745
63,Archive AI,0.3869,0.2858,0.1745
64,Human Civilization,0.3867,0.2851,0.1769
64,Archive AI,0.3867,0.2851,0.1769
65,Human Civilization,0.3865,0.2844,0.1794
65,Archive AI,0.3865,0.2844,0.1794
66,Human Civilization,0.3863,0.2836,0.1818
66,Archive AI,0.3863,0.2836,0.1818
67,Human Civilization,0.3861,0.2829,0.1843
67,Archive AI,0.3861,0.2829,0.1843
68,Human Civilization,0.3858,0.2822,0.1867
68,Archive AI,0.3858,0.2822,0.1867
69,Human Civilization,0.3856,0.2814,0.1892
69,Archive AI,0.3856,0.2814,0.1892
70,Human Civilization,0.3854,0.2808,0.1916
70,Archive AI,0.3854,0.2808,0.1916
71,Human Civilization,0.3852,0.2801,0.1941
71,Archive AI,0.3852,0.2801,0.1941
72,Human Civilization,0.385,0.2794,0.1966
72,Archive AI,0.385,0.2794,0.1966
73,Human Civilization,0.3848,0.2787,0.199
73,Archive AI,0.3848,0.2787,0.199
74,Human Civilization,0.3846,0.278,0.2015
74,Archive AI,0.3846,0.278,0.2015
75,Human Civilization,0.3844,0.2773,0.2039
75,Archive AI,0.3844,0.2773,0.2039
76,Human Civilization,0.3842,0.2766,0.2064
76,Archive AI,0.3842,0.2766,0.2064
77,Human Civilization,0.384,0.276,0.2088
77,Archive AI,0.384,0.276,0.2088
78,Human Civilization,0.3838,0.2753,0.2113
78,Archive AI,0.3838,0.2753,0.2113
79,Human Civilization,0.3836,0.2747,0.2137
79,Archive AI,0.3836,0.2747,0.2137
80,Human Civilization,0.3834,0.2741,0.2161
80,Archive AI,0.3834,0.2741,0.2161
81,Human Civilization,0.3832,0.2735,0.2185
81,Archive AI,0.3832,0.2735,0.2185
82,Human Civilization,0.383,0.2729,0.221
82,Archive AI,0.383,0.2729,0.221
83,Human Civilization,0.3828,0.2723,0.2234
83,Archive AI,0.3828,0.2723,0.2234
84,Human Civilization,0.3826,0.2717,0.2259
84,Archive AI,0.3826,0.2717,0.2259
85,Human Civilization,0.3824,0.2711,0.2282
85,Archive AI,0.3824,0.2711,0.2282
86,Human Civilization,0.3822,0.2706,0.2307
86,Archive AI,0.3822,0.2706,0.2307
87,Human Civilization,0.382,0.2701,0.2331
87,Archive AI,0.382,0.2701,0.2331
88,Human Civilization,0.3817,0.2695,0.2355
88,Archive AI,0.3817,0.2695,0.2355
89,Human Civilization,0.3815,0.269,0.2379
89,Archive AI,0.3815,0.269,0.2379
90,Human Civilization,0.3813,0.2684,0.2403
90,Archive AI,0.3813,0.2684,0.2403
91,Human Civilization,0.3811,0.2679,0.2426
91,Archive AI,0.3811,0.2679,0.2426
92,Human Civilization,0.3809,0.2674,0.245
92,Archive AI,0.3809,0.2674,0.245
93,Human Civilization,0.3807,0.2669,0.2474
93,Archive AI,0.3807,0.2669,0.2474
94,Human Civilization,0.3805,0.2664,0.2498
94,Archive AI,0.3805,0.2664,0.2498
95,Human Civilization,0.3803,0.2659,0.2522
95,Archive AI,0.3803,0.2659,0.2522
96,Human Civilization,0.3801,0.2654,0.2545
96,Archive AI,0.3801,0.2654,0.2545
97,Human Civilization,0.3799,0.2649,0.2569
97,Archive AI,0.3799,0.2649,0.2569
98,Human Civilization,0.3797,0.2644,0.2593
98,Archive AI,0.3797,0.2644,0.2593
99,Human Civilization,0.3794,0.2639,0.2616
99,Archive AI,0.3794,0.2639,0.2616
100,Human Civilization,0.3792,0.2634,0.264
100,Archive AI,0.3792,0.2634,0.264
101,Human Civilization,0.3791,0.2628,0.2664
101,Archive AI,0.3791,0.2628,0.2664
102,Human Civilization,0.3789,0.2622,0.2688
102,Archive AI,0.3789,0.2622,0.2688
103,Human Civilization,0.3787,0.2617,0.2711
103,Archive AI,0.3787,0.2617,0.2711
104,Human Civilization,0.3784,0.2612,0.2735
104,Archive AI,0.3784,0.2612,0.2735
105,Human Civilization,0.3782,0.2607,0.2759
105,Archive AI,0.3782,0.2607,0.2759
106,Human Civilization,0.378,0.2601,0.2782
106,Archive AI,0.378,0.2601,0.2782
107,Human Civilization,0.3778,0.2596,0.2806
107,Archive AI,0.3778,0.2596,0.2806
108,Human Civilization,0.3776,0.259,0.2829
108,Archive AI,0.3776,0.259,0.2829
109,Human Civilization,0.3774,0.2585,0.2853
109,Archive AI,0.3774,0.2585,0.2853
110,Human Civilization,0.3772,0.2579,0.2876
110,Archive AI,0.3772,0.2579,0.2876
111,Human Civilization,0.377,0.2574,0.29
111,Archive AI,0.377,0.2574,0.29
112,Human Civilization,0.3768,0.2569,0.2924
112,Archive AI,0.3768,0.2569,0.2924
113,Human Civilization,0.3766,0.2563,0.2947
113,Archive AI,0.3766,0.2563,0.2947
114,Human Civilization,0.3763,0.2558,0.297
114,Archive AI,0.3763,0.2558,0.297
115,Human Civilization,0.3762,0.2553,0.2994
115,Archive AI,0.3762,0.2553,0.2994
116,Human Civilization,0.376,0.2548,0.3017
116,Archive AI,0.376,0.2548,0.3017
117,Human Civilization,0.3758,0.2543,0.304
117,Archive AI,0.3758,0.2543,0.304
118,Human Civilization,0.3756,0.2537,0.3064
118,Archive AI,0.3756,0.2537,0.3064
119,Human Civilization,0.3754,0.2533,0.3087
119,Archive AI,0.3754,0.2533,0.3087
120,Human Civilization,0.3751,0.2528,0.311
120,Archive AI,0.3751,0.2528,0.311
121,Human Civilization,0.3749,0.2522,0.3133
121,Archive AI,0.3749,0.2522,0.3133
122,Human Civilization,0.3747,0.2517,0.3156
122,Archive AI,0.3747,0.2517,0.3156
123,Human Civilization,0.3746,0.2512,0.3179
123,Archive AI,0.3746,0.2512,0.3179
124,Human Civilization,0.3744,0.2507,0.3203
124,Archive AI,0.3744,0.2507,0.3203
125,Human Civilization,0.3742,0.2502,0.3226
125,Archive AI,0.3742,0.2502,0.3226
126,Human Civilization,0.374,0.2498,0.3249
126,Archive AI,0.374,0.2498,0.3249
127,Human Civilization,0.3738,0.2493,0.3271
127,Archive AI,0.3738,0.2493,0.3271
128,Human Civilization,0.3736,0.2489,0.3294
128,Archive AI,0.3736,0.2489,0.3294
129,Human Civilization,0.3734,0.2484,0.3317
129,Archive AI,0.3734,0.2484,0.3317
130,Human Civilization,0.3732,0.248,0.334
130,Archive AI,0.3732,0.248,0.334
131,Human Civilization,0.373,0.2475,0.3363
131,Archive AI,0.373,0.2475,0.3363
132,Human Civilization,0.3729,0.2471,0.3385
132,Archive AI,0.3729,0.2471,0.3385
133,Human Civilization,0.3727,0.2467,0.3408
133,Archive AI,0.3727,0.2467,0.3408
134,Human Civilization,0.3725,0.2464,0.343
134,Archive AI,0.3725,0.2464,0.343
135,Human Civilization,0.3723,0.246,0.3452
135,Archive AI,0.3723,0.246,0.3452
136,Human Civilization,0.3721,0.2457,0.3475
136,Archive AI,0.3721,0.2457,0.3475
137,Human Civilization,0.3719,0.2453,0.3497
137,Archive AI,0.3719,0.2453,0.3497
138,Human Civilization,0.3717,0.2449,0.3519
138,Archive AI,0.3717,0.2449,0.3519
139,Human Civilization,0.3716,0.2445,0.3542
139,Archive AI,0.3716,0.2445,0.3542
140,Human Civilization,0.3714,0.2442,0.3564
140,Archive AI,0.3714,0.2442,0.3564
141,Human Civilization,0.3712,0.2438,0.3586
141,Archive AI,0.3712,0.2438,0.3586
142,Human Civilization,0.371,0.2435,0.3608
142,Archive AI,0.371,0.2435,0.3608
143,Human Civilization,0.3708,0.2432,0.3629
143,Archive AI,0.3708,0.2432,0.3629
144,Human Civilization,0.3706,0.243,0.3651
144,Archive AI,0.3706,0.243,0.3651
145,Human Civilization,0.3703,0.2427,0.3673
145,Archive AI,0.3703,0.2427,0.3673
146,Human Civilization,0.3701,0.2424,0.3694
146,Archive AI,0.3701,0.2424,0.3694
147,Human Civilization,0.37,0.2421,0.3716
147,Archive AI,0.37,0.2421,0.3716
148,Human Civilization,0.3698,0.2419,0.3737
148,Archive AI,0.3698,0.2419,0.3737
149,Human Civilization,0.3696,0.2417,0.3759
149,Archive AI,0.3696,0.2417,0.3759
150,Human Civilization,0.3694,0.2415,0.3781
150,Archive AI,0.3694,0.2415,0.3781
151,Human Civilization,0.3693,0.2413,0.3802
151,Archive AI,0.3693,0.2413,0.3802
152,Human Civilization,0.369,0.2411,0.3822
152,Archive AI,0.369,0.2411,0.3822
153,Human Civilization,0.3688,0.241,0.3843
153,Archive AI,0.3688,0.241,0.3843
154,Human Civilization,0.3686,0.2408,0.3864
154,Archive AI,0.3686,0.2408,0.3864
155,Human Civilization,0.3684,0.2407,0.3885
155,Archive AI,0.3684,0.2407,0.3885
156,Human Civilization,0.3682,0.2405,0.3905
156,Archive AI,0.3682,0.2405,0.3905
157,Human Civilization,0.3681,0.2403,0.3927
157,Archive AI,0.3681,0.2403,0.3927
158,Human Civilization,0.3679,0.2402,0.3947
158,Archive AI,0.3679,0.2402,0.3947
159,Human Civilization,0.3677,0.2401,0.3968
159,Archive AI,0.3677,0.2401,0.3968
160,Human Civilization,0.3675,0.24,0.3989
160,Archive AI,0.3675,0.24,0.3989
161,Human Civilization,0.3673,0.2399,0.401
161,Archive AI,0.3673,0.2399,0.401
162,Human Civilization,0.3672,0.2398,0.403
162,Archive AI,0.3672,0.2398,0.403
163,Human Civilization,0.3669,0.2397,0.405
163,Archive AI,0.3669,0.2397,0.405
164,Human Civilization,0.3668,0.2396,0.407
164,Archive AI,0.3668,0.2396,0.407
165,Human Civilization,0.3665,0.2396,0.409
165,Archive AI,0.3665,0.2396,0.409
166,Human Civilization,0.3663,0.2396,0.4109
166,Archive AI,0.3663,0.2396,0.4109
167,Human Civilization,0.3661,0.2397,0.4128
167,Archive AI,0.3661,0.2397,0.4128
168,Human Civilization,0.3659,0.2398,0.4148
168,Archive AI,0.3659,0.2398,0.4148
169,Human Civilization,0.3656,0.2399,0.4167
169,Archive AI,0.3656,0.2399,0.4167
170,Human Civilization,0.3654,0.2399,0.4186
170,Archive AI,0.3654,0.2399,0.4186
171,Human Civilization,0.3652,0.24,0.4205
171,Archive AI,0.3652,0.24,0.4205
172,Human Civilization,0.365,0.2401,0.4225
172,Archive AI,0.365,0.2401,0.4225
173,Human Civilization,0.3648,0.2401,0.4245
173,Archive AI,0.3648,0.2401,0.4245
174,Human Civilization,0.3646,0.2402,0.4264
174,Archive AI,0.3646,0.2402,0.4264
175,Human Civilization,0.3644,0.2403,0.4283
175,Archive AI,0.3644,0.2403,0.4283
176,Human Civilization,0.3642,0.2403,0.4302
176,Archive AI,0.3642,0.2403,0.4302
177,Human Civilization,0.364,0.2404,0.4321
177,Archive AI,0.364,0.2404,0.4321
178,Human Civilization,0.3638,0.2405,0.434
178,Archive AI,0.3638,0.2405,0.434
179,Human Civilization,0.3636,0.2406,0.4359
179,Archive AI,0.3636,0.2406,0.4359
180,Human Civilization,0.3634,0.2408,0.4378
180,Archive AI,0.3634,0.2408,0.4378
181,Human Civilization,0.3632,0.2408,0.4396
181,Archive AI,0.3632,0.2408,0.4396
182,Human Civilization,0.363,0.241,0.4414
182,Archive AI,0.363,0.241,0.4414
183,Human Civilization,0.3627,0.2411,0.4432
183,Archive AI,0.3627,0.2411,0.4432
184,Human Civilization,0.3625,0.2412,0.445
184,Archive AI,0.3625,0.2412,0.445
185,Human Civilization,0.3623,0.2414,0.4469
185,Archive AI,0.3623,0.2414,0.4469
186,Human Civilization,0.3621,0.2415,0.4487
186,Archive AI,0.3621,0.2415,0.4487
187,Human Civilization,0.3618,0.2416,0.4505
187,Archive AI,0.3618,0.2416,0.4505
188,Human Civilization,0.3616,0.2417,0.4524
188,Archive AI,0.3616,0.2417,0.4524
189,Human Civilization,0.3615,0.2418,0.4543
189,Archive AI,0.3615,0.2418,0.4543
190,Human Civilization,0.3612,0.2419,0.4561
190,Archive AI,0.3612,0.2419,0.4561
191,Human Civilization,0.3611,0.242,0.458
191,Archive AI,0.3611,0.242,0.458
192,Human Civilization,0.3608,0.2421,0.4597
192,Archive AI,0.3608,0.2421,0.4597
193,Human Civilization,0.3606,0.2422,0.4615
193,Archive AI,0.3606,0.2422,0.4615
194,Human Civilization,0.3605,0.2423,0.4635
194,Archive AI,0.3605,0.2423,0.4635
195,Human Civilization,0.3603,0.2424,0.4652
195,Archive AI,0.3603,0.2424,0.4652
196,Human Civilization,0.3601,0.2425,0.4671
196,Archive AI,0.3601,0.2425,0.4671
197,Human Civilization,0.3598,0.2426,0.4688
197,Archive AI,0.3598,0.2426,0.4688
198,Human Civilization,0.3596,0.2428,0.4707
198,Archive AI,0.3596,0.2428,0.4707
199,Human Civilization,0.3595,0.2429,0.4725
199,Archive AI,0.3595,0.2429,0.4725
200,Human Civilization,0.3592,0.2431,0.4742
200,Archive AI,0.3592,0.2431,0.4742
201,Human Civilization,0.359,0.2432,0.476
201,Archive AI,0.359,0.2432,0.476
202,Human Civilization,0.3588,0.2432,0.4778
202,Archive AI,0.3588,0.2432,0.4778
203,Human Civilization,0.3586,0.2433,0.4795
203,Archive AI,0.3586,0.2433,0.4795
204,Human Civilization,0.3584,0.2435,0.4813
204,Archive AI,0.3584,0.2435,0.4813
205,Human Civilization,0.3583,0.2437,0.4831
205,Archive AI,0.3583,0.2437,0.4831
206,Human Civilization,0.358,0.2439,0.4848
206,Archive AI,0.358,0.2439,0.4848
207,Human Civilization,0.3579,0.2442,0.4865
207,Archive AI,0.3579,0.2442,0.4865
208,Human Civilization,0.3576,0.2444,0.4882
208,Archive AI,0.3576,0.2444,0.4882
209,Human Civilization,0.3574,0.2446,0.49
209,Archive AI,0.3574,0.2446,0.49
210,Human Civilization,0.3572,0.2448,0.4917
210,Archive AI,0.3572,0.2448,0.4917
211,Human Civilization,0.357,0.2451,0.4933
211,Archive AI,0.357,0.2451,0.4933
212,Human Civilization,0.3568,0.2453,0.4949
212,Archive AI,0.3568,0.2453,0.4949
213,Human Civilization,0.3566,0.2456,0.4966
213,Archive AI,0.3566,0.2456,0.4966
214,Human Civilization,0.3564,0.2459,0.4984
214,Archive AI,0.3564,0.2459,0.4984
215,Human Civilization,0.3562,0.2461,0.5
215,Archive AI,0.3562,0.2461,0.5
216,Human Civilization,0.356,0.2464,0.5017
216,Archive AI,0.356,0.2464,0.5017
217,Human Civilization,0.3558,0.2466,0.5033
217,Archive AI,0.3558,0.2466,0.5033
218,Human Civilization,0.3556,0.2469,0.505
218,Archive AI,0.3556,0.2469,0.505
219,Human Civilization,0.3554,0.2471,0.5067
219,Archive AI,0.3554,0.2471,0.5067
220,Human Civilization,0.3552,0.2474,0.5083
220,Archive AI,0.3552,0.2474,0.5083
221,Human Civilization,0.3549,0.2476,0.5099
221,Archive AI,0.3549,0.2476,0.5099
222,Human Civilization,0.3547,0.2478,0.5115
222,Archive AI,0.3547,0.2478,0.5115
223,Human Civilization,0.3545,0.2481,0.5131
223,Archive AI,0.3545,0.2481,0.5131
224,Human Civilization,0.3542,0.2484,0.5146
224,Archive AI,0.3542,0.2484,0.5146
225,Human Civilization,0.3541,0.2486,0.5163
225,Archive AI,0.3541,0.2486,0.5163
226,Human Civilization,0.3539,0.2489,0.518
226,Archive AI,0.3539,0.2489,0.518
227,Human Civilization,0.3537,0.2492,0.5196
227,Archive AI,0.3537,0.2492,0.5196
228,Human Civilization,0.3535,0.2494,0.5213
228,Archive AI,0.3535,0.2494,0.5213
229,Human Civilization,0.3533,0.2497,0.5228
229,Archive AI,0.3533,0.2497,0.5228
230,Human Civilization,0.3531,0.2499,0.5244
230,Archive AI,0.3531,0.2499,0.5244
231,Human Civilization,0.3529,0.2502,0.5259
231,Archive AI,0.3529,0.2502,0.5259
232,Human Civilization,0.3527,0.2505,0.5275
232,Archive AI,0.3527,0.2505,0.5275
233,Human Civilization,0.3525,0.2508,0.529
233,Archive AI,0.3525,0.2508,0.529
234,Human Civilization,0.3523,0.2511,0.5306
234,Archive AI,0.3523,0.2511,0.5306
235,Human Civilization,0.3521,0.2514,0.5321
235,Archive AI,0.3521,0.2514,0.5321
236,Human Civilization,0.3518,0.2517,0.5336
236,Archive AI,0.3518,0.2517,0.5336
237,Human Civilization,0.3516,0.2521,0.535
237,Archive AI,0.3516,0.2521,0.535
238,Human Civilization,0.3514,0.2524,0.5366
238,Archive AI,0.3514,0.2524,0.5366
239,Human Civilization,0.3512,0.2527,0.5381
239,Archive AI,0.3512,0.2527,0.5381
240,Human Civilization,0.351,0.2531,0.5397
240,Archive AI,0.351,0.2531,0.5397
241,Human Civilization,0.3509,0.2535,0.5412
241,Archive AI,0.3509,0.2535,0.5412
242,Human Civilization,0.3506,0.2538,0.5427
242,Archive AI,0.3506,0.2538,0.5427
243,Human Civilization,0.3504,0.2541,0.5443
243,Archive AI,0.3504,0.2541,0.5443
244,Human Civilization,0.3502,0.2544,0.5457
244,Archive AI,0.3502,0.2544,0.5457
245,Human Civilization,0.35,0.2547,0.5472
245,Archive AI,0.35,0.2547,0.5472
246,Human Civilization,0.3499,0.2551,0.5488
246,Archive AI,0.3499,0.2551,0.5488
247,Human Civilization,0.3497,0.2554,0.5503
247,Archive AI,0.3497,0.2554,0.5503
248,Human Civilization,0.3495,0.2557,0.5517
248,Archive AI,0.3495,0.2557,0.5517
249,Human Civilization,0.3493,0.256,0.5531
249,Archive AI,0.3493,0.256,0.5531
250,Human Civilization,0.3491,0.2564,0.5547
250,Archive AI,0.3491,0.2564,0.5547
251,Human Civilization,0.3489,0.2567,0.5561
251,Archive AI,0.3489,0.2567,0.5561
252,Human Civilization,0.3487,0.257,0.5575
252,Archive AI,0.3487,0.257,0.5575
253,Human Civilization,0.3485,0.2574,0.5589
253,Archive AI,0.3485,0.2574,0.5589
254,Human Civilization,0.3483,0.2577,0.5605
254,Archive AI,0.3483,0.2577,0.5605
255,Human Civilization,0.3481,0.258,0.5619
255,Archive AI,0.3481,0.258,0.5619
256,Human Civilization,0.3479,0.2584,0.5632
256,Archive AI,0.3479,0.2584,0.5632
257,Human Civilization,0.3477,0.2587,0.5646
257,Archive AI,0.3477,0.2587,0.5646
258,Human Civilization,0.3474,0.259,0.566
258,Archive AI,0.3474,0.259,0.566
259,Human Civilization,0.3473,0.2594,0.5675
259,Archive AI,0.3473,0.2594,0.5675
260,Human Civilization,0.3471,0.2598,0.5689
260,Archive AI,0.3471,0.2598,0.5689
261,Human Civilization,0.3468,0.2601,0.5703
261,Archive AI,0.3468,0.2601,0.5703
262,Human Civilization,0.3467,0.2604,0.5717
262,Archive AI,0.3467,0.2604,0.5717
263,Human Civilization,0.3465,0.2607,0.5731
263,Archive AI,0.3465,0.2607,0.5731
264,Human Civilization,0.3463,0.261,0.5745
264,Archive AI,0.3463,0.261,0.5745
265,Human Civilization,0.3461,0.2614,0.5759
265,Archive AI,0.3461,0.2614,0.5759
266,Human Civilization,0.3459,0.2617,0.5773
266,Archive AI,0.3459,0.2617,0.5773
267,Human Civilization,0.3457,0.262,0.5785
267,Archive AI,0.3457,0.262,0.5785
268,Human Civilization,0.3455,0.2623,0.5799
268,Archive AI,0.3455,0.2623,0.5799
269,Human Civilization,0.3454,0.2627,0.5813
269,Archive AI,0.3454,0.2627,0.5813
270,Human Civilization,0.3451,0.263,0.5825
270,Archive AI,0.3451,0.263,0.5825
271,Human Civilization,0.3449,0.2634,0.5839
271,Archive AI,0.3449,0.2634,0.5839
272,Human Civilization,0.3448,0.2637,0.5853
272,Archive AI,0.3448,0.2637,0.5853
273,Human Civilization,0.3446,0.2641,0.5866
273,Archive AI,0.3446,0.2641,0.5866
274,Human Civilization,0.3444,0.2644,0.5879
274,Archive AI,0.3444,0.2644,0.5879
275,Human Civilization,0.3442,0.2648,0.5893
275,Archive AI,0.3442,0.2648,0.5893
276,Human Civilization,0.344,0.2652,0.5905
276,Archive AI,0.344,0.2652,0.5905
277,Human Civilization,0.3437,0.2655,0.5918
277,Archive AI,0.3437,0.2655,0.5918
278,Human Civilization,0.3435,0.2659,0.5931
278,Archive AI,0.3435,0.2659,0.5931
279,Human Civilization,0.3434,0.2662,0.5945
279,Archive AI,0.3434,0.2662,0.5945
280,Human Civilization,0.3431,0.2666,0.5957
280,Archive AI,0.3431,0.2666,0.5957
281,Human Civilization,0.3429,0.267,0.5969
281,Archive AI,0.3429,0.267,0.5969
282,Human Civilization,0.3427,0.2673,0.5981
282,Archive AI,0.3427,0.2673,0.5981
283,Human Civilization,0.3424,0.2676,0.5994
283,Archive AI,0.3424,0.2676,0.5994
284,Human Civilization,0.3422,0.268,0.6007
284,Archive AI,0.3422,0.268,0.6007
285,Human Civilization,0.342,0.2683,0.6019
285,Archive AI,0.342,0.2683,0.6019
286,Human Civilization,0.3418,0.2686,0.6031
286,Archive AI,0.3418,0.2686,0.6031
287,Human Civilization,0.3416,0.269,0.6043
287,Archive AI,0.3416,0.269,0.6043
288,Human Civilization,0.3413,0.2693,0.6055
288,Archive AI,0.3413,0.2693,0.6055
289,Human Civilization,0.3411,0.2696,0.6066
289,Archive AI,0.3411,0.2696,0.6066
290,Human Civilization,0.3409,0.2699,0.6079
290,Archive AI,0.3409,0.2699,0.6079
291,Human Civilization,0.3407,0.2701,0.6091
291,Archive AI,0.3407,0.2701,0.6091
292,Human Civilization,0.3405,0.2704,0.6104
292,Archive AI,0.3405,0.2704,0.6104
293,Human Civilization,0.3403,0.2707,0.6116
293,Archive AI,0.3403,0.2707,0.6116
294,Human Civilization,0.3401,0.271,0.613
294,Archive AI,0.3401,0.271,0.613
295,Human Civilization,0.3399,0.2713,0.6142
295,Archive AI,0.3399,0.2713,0.6142
296,Human Civilization,0.3397,0.2716,0.6154
296,Archive AI,0.3397,0.2716,0.6154
297,Human Civilization,0.3395,0.2718,0.6166
297,Archive AI,0.3395,0.2718,0.6166
298,Human Civilization,0.3393,0.2721,0.6179
298,Archive AI,0.3393,0.2721,0.6179
299,Human Civilization,0.3392,0.2724,0.6192
299,Archive AI,0.3392,0.2724,0.6192
